channel,flight_id,interval,axis,n,sign_aligned_mean
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,endpoint_100ms,q,1,-0.9834565743803979
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,endpoint_100ms,r,1,0.08819958567619324
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,endpoint_1s,p,1,1.1432738900184631
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,endpoint_1s,q,1,-0.32340463250875473
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,endpoint_1s,r,1,0.7988771498203278
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,endpoint_200ms,p,1,0.69772594794631
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,endpoint_200ms,q,1,-0.5435419008135796
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,endpoint_200ms,r,1,0.08090834319591522
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,endpoint_500ms,p,1,0.8833145350217819
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,endpoint_500ms,q,1,0.5300052538514137
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,endpoint_500ms,r,1,-0.027359411120414734
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,late_1s,p,1,0.8089657533575733
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,late_1s,q,1,-0.05241762447328937
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,late_1s,r,1,0.60524373012448
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,late_500ms,p,1,0.9516873737613936
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,late_500ms,q,1,-0.30344335628599634
common,9.12数据/log_9_2026-9-12-06-03-32.ulg,late_500ms,r,1,0.052442085780254506
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,early_100ms,p,6,-0.4461775506534095
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,early_100ms,q,6,-0.9783535077181313
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,early_100ms,r,6,-0.04220456122688904
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,endpoint_100ms,p,6,-0.10845766526957352
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,endpoint_100ms,q,6,-1.1731522418558598
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,endpoint_100ms,r,6,0.00012166301409403484
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,endpoint_1s,p,6,-0.387250700344642
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,endpoint_1s,q,6,-0.3642762452363968
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,endpoint_1s,r,6,0.1075452187214978
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,endpoint_200ms,p,6,-0.1960582286119461
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,endpoint_200ms,q,6,-0.28806310053914785
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,endpoint_200ms,r,6,0.09623238195975621
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,endpoint_500ms,p,6,-0.47351953263084096
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,endpoint_500ms,q,6,-0.21951015324642262
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,endpoint_500ms,r,6,-0.02493744095166524
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,late_1s,p,6,-0.17691582939494763
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,late_1s,q,6,-0.4527737937219356
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,late_1s,r,6,0.08476537315826328
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,late_500ms,p,6,-0.10509219870042769
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,late_500ms,q,6,-0.412310881868821
common,9.13数据/log_1_2026-9-13-06-11-06.ulg,late_500ms,r,6,0.06645837451123222
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,early_100ms,p,4,0.1734267719694128
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,early_100ms,q,4,-0.7644329250577759
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,early_100ms,r,4,0.050187813662206836
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,endpoint_100ms,p,4,0.09837062051519752
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,endpoint_100ms,q,4,-0.8849504399113357
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,endpoint_100ms,r,4,0.1057057356229052
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,endpoint_1s,p,4,-0.06635405402630565
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,endpoint_1s,q,4,-0.24473736807703972
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,endpoint_1s,r,4,0.03289288084488362
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,endpoint_200ms,p,4,0.09872473403811455
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,endpoint_200ms,q,4,-0.35909378901124
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,endpoint_200ms,r,4,0.07686391996685416
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,endpoint_500ms,p,4,0.2832309789955616
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,endpoint_500ms,q,4,-0.8264332264661789
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,endpoint_500ms,r,4,-0.023439809796400368
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,late_1s,p,4,0.14430689492365115
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,late_1s,q,4,-0.37073103932692963
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,late_1s,r,4,-0.020083167189534734
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,late_500ms,p,4,0.41229627756909343
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,late_500ms,q,4,-0.4882736606830898
common,9.13数据/log_2_2026-9-13-06-20-06.ulg,late_500ms,r,4,0.018559937237526428
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,early_100ms,p,1,-0.3094541154115376
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,early_100ms,q,1,-1.2184254370141128
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,early_100ms,r,1,0.03951296172019051
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,endpoint_100ms,p,1,-0.17641011625528336
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,endpoint_100ms,q,1,-1.3263835310935974
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,endpoint_100ms,r,1,0.11681689694523811
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,endpoint_1s,p,1,0.010277330875396729
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,endpoint_1s,q,1,-0.06223160028457641
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,endpoint_1s,r,1,0.08370049297809601
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,endpoint_200ms,p,1,-0.03864111006259918
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,endpoint_200ms,q,1,-0.2592189908027649
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,endpoint_200ms,r,1,0.17234699055552483
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,endpoint_500ms,p,1,0.27662503719329834
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,endpoint_500ms,q,1,-0.09987187385559082
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,endpoint_500ms,r,1,0.043789394199848175
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,late_1s,p,1,-0.13689525981033282
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,late_1s,q,1,-0.37383554442334355
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,late_1s,r,1,0.11585412076381646
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,late_500ms,p,1,-0.04309486969862908
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,late_500ms,q,1,-0.4258439091891128
common,9.13数据/log_4_2026-9-13-06-36-26.ulg,late_500ms,r,1,0.16312953148936415
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,early_100ms,p,1,-0.6788328184795237
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,early_100ms,q,1,-1.0761734247371857
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,early_100ms,r,1,-0.039991583242547396
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,endpoint_100ms,p,1,-0.6728449463844299
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,endpoint_100ms,q,1,-1.434125691652298
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,endpoint_100ms,r,1,-0.14292645454406738
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,endpoint_1s,p,1,-2.022211253643036
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,endpoint_1s,q,1,-1.1390137523412704
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,endpoint_1s,r,1,0.11859787069261073
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,endpoint_200ms,p,1,0.720177948474884
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,endpoint_200ms,q,1,-0.7968596965074538
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,endpoint_200ms,r,1,0.2305805832147598
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,endpoint_500ms,p,1,-0.25660401582717896
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,endpoint_500ms,q,1,-0.3636170029640198
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,endpoint_500ms,r,1,0.2533733546733856
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,late_1s,p,1,-0.10696849256473132
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,late_1s,q,1,-0.8607149210494455
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,late_1s,r,1,0.22292276505112343
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,late_500ms,p,1,-0.2470231996888417
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,late_500ms,q,1,-0.9066878322723153
common,9.13数据/log_7_2026-9-13-18-12-52.ulg,late_500ms,r,1,0.14855199442378103
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,early_100ms,p,1,-0.04025101586776937
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,early_100ms,q,1,-0.865821518629743
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,early_100ms,r,1,0.01047516203466813
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,endpoint_100ms,p,1,-0.3196527361869812
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,endpoint_100ms,q,1,-1.1512422561645508
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,endpoint_100ms,r,1,-0.011662885546684265
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,endpoint_1s,p,1,0.43492250144481664
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,endpoint_1s,q,1,-0.866525698453188
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,endpoint_1s,r,1,-0.17952744662761688
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,endpoint_200ms,p,1,0.7702204585075378
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,endpoint_200ms,q,1,-1.5879755616188047
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,endpoint_200ms,r,1,0.14830918610095978
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,endpoint_500ms,p,1,2.012875556945801
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,endpoint_500ms,q,1,-0.7922358512878418
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,endpoint_500ms,r,1,0.12498383410274982
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,late_1s,p,1,0.9329493376557938
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,late_1s,q,1,-1.1194128709541227
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,late_1s,r,1,-0.22089408466818003
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,late_500ms,p,1,0.22065515245180353
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,late_500ms,q,1,-0.9515649499511797
common,9.14数据/log_12_2026-9-14-18-20-30.ulg,late_500ms,r,1,0.030869932362900736
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,early_100ms,p,2,-0.05229239899165855
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,early_100ms,q,2,-0.2862325079675317
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,early_100ms,r,2,-0.031900855952076
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,endpoint_100ms,p,2,0.09857272077351809
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,endpoint_100ms,q,2,-0.04679780639708042
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,endpoint_100ms,r,2,-0.04057152569293976
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,endpoint_1s,p,2,0.527830314822495
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,endpoint_1s,q,2,-0.09174638427793985
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,endpoint_1s,r,2,-0.05172200500965119
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,endpoint_200ms,p,2,0.7059896932914853
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,endpoint_200ms,q,2,0.10498040728271008
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,endpoint_200ms,r,2,-0.09664231538772583
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,endpoint_500ms,p,2,-0.5728182448074222
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,endpoint_500ms,q,2,-0.0006357822567224503
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,endpoint_500ms,r,2,-0.2614540159702301
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,late_1s,p,2,-0.15843875549240255
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,late_1s,q,2,-0.24866329211201327
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,late_1s,r,2,-0.20074780808835146
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,late_500ms,p,2,0.12336742496716327
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,late_500ms,q,2,-0.08997198126859854
common,9.14数据/log_13_2026-9-14-18-28-32.ulg,late_500ms,r,2,-0.2561637745695796
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,early_100ms,p,2,0.28284566763300434
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,early_100ms,q,2,-0.9469104952930865
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,early_100ms,r,2,-0.021851499880103605
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,endpoint_100ms,p,2,0.3108159308321774
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,endpoint_100ms,q,2,-1.292397916316986
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,endpoint_100ms,r,2,-0.04029737040400505
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,endpoint_1s,p,2,-0.1628970759920776
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,endpoint_1s,q,2,-1.225857563316822
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,endpoint_1s,r,2,-0.34982772544026375
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,endpoint_200ms,p,2,0.27096931310370564
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,endpoint_200ms,q,2,-0.7269176095724106
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,endpoint_200ms,r,2,-0.00847313180565834
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,endpoint_500ms,p,2,0.10759365977719426
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,endpoint_500ms,q,2,-0.09971693158149719
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,endpoint_500ms,r,2,-0.11960536427795887
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,late_1s,p,2,0.09570309784709399
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,late_1s,q,2,-0.7777055096766643
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,late_1s,r,2,-0.3764644755633024
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,late_500ms,p,2,0.24085230379185363
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,late_500ms,q,2,-0.6949965830915243
common,9.15数据/log_11_2026-9-15-17-51-56.ulg,late_500ms,r,2,-0.03958783887073811
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,early_100ms,p,4,-0.06528401403510808
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,early_100ms,q,4,-0.7717850048605346
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,early_100ms,r,4,-0.0038014336383382988
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,endpoint_100ms,p,4,-0.07587788277305663
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,endpoint_100ms,q,4,-0.7055011412594467
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,endpoint_100ms,r,4,-0.038923964602872736
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,endpoint_1s,p,4,0.43122113787103444
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,endpoint_1s,q,4,-0.5945233919192106
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,endpoint_1s,r,4,-0.38455320219509304
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,endpoint_200ms,p,4,-0.18159164942335335
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,endpoint_200ms,q,4,-0.4481863745022565
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,endpoint_200ms,r,4,0.005781981395557523
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,endpoint_500ms,p,4,-0.0616969846887514
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,endpoint_500ms,q,4,0.0457466437947005
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,endpoint_500ms,r,4,-0.10308881546370686
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,late_1s,p,4,-0.020168566971434293
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,late_1s,q,4,-0.6140826500698703
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,late_1s,r,4,-0.3108775171435232
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,late_500ms,p,4,0.07540483341528784
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,late_500ms,q,4,-0.2504425784939926
common,9.15数据/log_12_2026-9-15-18-03-58.ulg,late_500ms,r,4,-0.03080486927588813
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,early_100ms,p,2,-0.0669520140280568
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,early_100ms,q,2,-0.38625859901793547
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,early_100ms,r,2,-0.025963094754633372
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,endpoint_100ms,p,2,0.08705057390034199
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,endpoint_100ms,q,2,-0.07144519686698914
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,endpoint_100ms,r,2,-0.02234325371682644
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,endpoint_1s,p,2,-0.010604513809084892
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,endpoint_1s,q,2,0.15685221645981073
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,endpoint_1s,r,2,0.27660193108022213
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,endpoint_200ms,p,2,0.20701726339757442
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,endpoint_200ms,q,2,-0.7868804186582565
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,endpoint_200ms,r,2,-0.09033161215484142
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,endpoint_500ms,p,2,-0.1459436782170087
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,endpoint_500ms,q,2,-0.29039532970637083
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,endpoint_500ms,r,2,0.00922101177275181
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,late_1s,p,2,0.041599106331186415
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,late_1s,q,2,-0.09357318162961403
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,late_1s,r,2,0.28432313007094057
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,late_500ms,p,2,-0.020764112150805022
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,late_500ms,q,2,-0.18963921898066827
common,9.15数据/log_13_2026-9-15-18-10-58.ulg,late_500ms,r,2,0.011725762037394451
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,early_100ms,p,3,0.18741056436107986
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,early_100ms,q,3,-0.9425433544877474
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,early_100ms,r,3,-0.052364456989413444
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,endpoint_100ms,p,3,0.2899204393227895
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,endpoint_100ms,q,3,-0.9468145916859309
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,endpoint_100ms,r,3,-0.05078684166073799
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,endpoint_1s,p,3,-0.1267127071817716
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,endpoint_1s,q,3,-0.4176720790565014
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,endpoint_1s,r,3,-0.10793285071849823
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,endpoint_200ms,p,3,0.5498278637727102
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,endpoint_200ms,q,3,-0.505710686246554
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,endpoint_200ms,r,3,-0.020552662511666615
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,endpoint_500ms,p,3,0.15472136437892914
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,endpoint_500ms,q,3,-0.5321351587772369
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,endpoint_500ms,r,3,-0.026329103857278813
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,late_1s,p,3,0.03627461128522391
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,late_1s,q,3,-0.38812516910422706
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,late_1s,r,3,-0.10829400462990064
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,late_500ms,p,3,0.301028380879421
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,late_500ms,q,3,-0.4835701745774616
common,9.15数据/log_14_2026-9-15-18-17-26.ulg,late_500ms,r,3,0.0005808431810255624
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,early_100ms,p,1,0.0329514200789662
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,early_100ms,q,1,-0.7184605904775601
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,early_100ms,r,1,-0.01314241788526695
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,endpoint_100ms,p,1,-0.006653726100921631
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,endpoint_100ms,q,1,-1.2482647895812988
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,endpoint_100ms,r,1,0.04270833730697632
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,endpoint_1s,p,1,0.6606635749340057
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,endpoint_1s,q,1,-0.2580217719078064
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,endpoint_1s,r,1,0.3865846022963524
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,endpoint_200ms,p,1,0.7739748060703278
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,endpoint_200ms,q,1,-0.63231835141778
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,endpoint_200ms,r,1,0.1834544837474823
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,endpoint_500ms,p,1,0.29957351461052895
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,endpoint_500ms,q,1,-0.5745075717568398
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,endpoint_500ms,r,1,0.3748556450009346
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,late_1s,p,1,0.49555867964266287
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,late_1s,q,1,-0.5843427856188153
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,late_1s,r,1,0.39838139280927704
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,late_500ms,p,1,0.2826436524434663
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,late_500ms,q,1,-0.7582006269035142
common,9.15数据/log_15_2026-9-15-18-23-44.ulg,late_500ms,r,1,0.22413147750168208
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,early_100ms,p,1,-0.04777355699782729
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,early_100ms,q,1,-0.694711111278421
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,early_100ms,r,1,-0.02301702218609171
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,endpoint_100ms,p,1,-0.10789521783590318
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,endpoint_100ms,q,1,-1.0723088681697845
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,endpoint_100ms,r,1,-0.05802433006465434
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,endpoint_1s,p,1,-0.8198311552405358
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,endpoint_1s,q,1,1.0292609930038452
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,endpoint_1s,r,1,0.0038413144648075104
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,endpoint_200ms,p,1,0.13127926737070084
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,endpoint_200ms,q,1,-1.4428691267967224
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,endpoint_200ms,r,1,-0.08499245159327984
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,endpoint_500ms,p,1,-0.11401017010211945
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,endpoint_500ms,q,1,0.594176173210144
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,endpoint_500ms,r,1,-0.08262215368449688
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,late_1s,p,1,-0.5367031679037862
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,late_1s,q,1,-0.03951434286477582
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,late_1s,r,1,-0.08522726732083244
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,late_500ms,p,1,-0.09054385482813261
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,late_500ms,q,1,-0.018609387526192536
common,9.16数据/log_1_2026-9-16-18-02-34.ulg,late_500ms,r,1,-0.11957763067579162
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,early_100ms,p,3,-0.11057718528305173
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,early_100ms,q,3,-0.659541423882994
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,early_100ms,r,3,-0.04644475711415234
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,endpoint_100ms,p,3,0.11478073646624883
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,endpoint_100ms,q,3,-0.49963586280743283
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,endpoint_100ms,r,3,-0.01954480508963267
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,endpoint_1s,p,3,-0.15671498080094656
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,endpoint_1s,q,3,-0.04977991183598832
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,endpoint_1s,r,3,-0.1452476605772972
common,9.16数据/log_2_2026-9-16-18-08-46.ulg,endpoint_200ms,p,3,-0.09090130279461543
