experiment,partition,kind,step,amplification_median,amplification_p90,contraction_fraction,velocity_rmse,attitude_rmse,body_rate_rmse
R2,validation,rate,18,0.3821766507244355,1.0326838307048773,0.8766666666666667,0.7535954235341159,6.169385280559007,0.6497530779888905
R2,validation,rate,19,0.3769807122282417,1.0269857196108227,0.8733333333333333,0.7494406416072371,6.271662335694772,0.7325633561119353
R2,validation,rate,20,0.3656930559001481,1.050908867686084,0.8633333333333333,0.7242350154237983,6.409351182368646,0.6888125959001609
R2,validation,velocity,0,1.0,1.000000430466008,0.48,0.554260433350562,9.035490975690201e-07,0.0
R2,validation,velocity,1,0.995392348137926,0.9965939520128034,1.0,0.5943243177003629,0.5495197383271183,0.6195635289260959
R2,validation,velocity,2,0.9900900084135154,0.9932573185779144,1.0,0.6807012450089408,1.1117116020670899,0.6456932713150082
R2,validation,velocity,3,0.984930231986682,0.9882214550007861,1.0,0.7844622732510123,1.69887996558147,0.6972810515925104
R2,validation,velocity,4,0.9802849772773332,0.9847579017451599,1.0,0.8516837483490874,2.2131789060248193,0.7183918498174665
R2,validation,velocity,5,0.9761577859345378,0.9817325306927402,1.0,0.8790307044158965,2.481534083529143,0.8039657860063617
R2,validation,velocity,6,0.972123754013093,0.9787327161881825,1.0,0.8702063098808646,2.7900664369896857,0.7261941103789582
R2,validation,velocity,7,0.9687639477332206,0.9760311816406635,1.0,0.8320824174899926,2.946184492981527,0.7405672998576313
R2,validation,velocity,8,0.9650849248548452,0.9735886537638779,1.0,0.7850447672796983,3.0417573119159087,0.7803062809450124
R2,validation,velocity,9,0.9616680163270974,0.9710765489301463,1.0,0.7383364890598083,3.3956429745238657,0.7397002394381529
R2,validation,velocity,10,0.9581842079468973,0.9689058449540244,1.0,0.7117978396922483,3.705158271280532,0.7127557566409577
R2,validation,velocity,11,0.9545793711644888,0.9662490393044844,1.0,0.7030722544445158,4.034161774844302,0.6643205295478828
R2,validation,velocity,12,0.95129925103665,0.963022510789261,1.0,0.6994513194745146,4.157480547367318,0.7224623709216811
R2,validation,velocity,13,0.9482152675415148,0.9596979097488575,1.0,0.7091510324947976,4.4694836130067435,0.6860258563220508
R2,validation,velocity,14,0.9448406052957758,0.957442586584962,1.0,0.743070976020531,4.730428597851704,0.7686949507315949
R2,validation,velocity,15,0.9421937642783917,0.9547520035554937,1.0,0.7988029041739914,5.046116752090289,0.7383847636677183
R2,validation,velocity,16,0.9397678982483585,0.9524110923577791,1.0,0.8495512303559657,5.425611946626123,0.7325702032471672
R2,validation,velocity,17,0.9367569074085731,0.9496089994247633,1.0,0.8914968325543046,5.804806605272572,0.652841890729185
R2,validation,velocity,18,0.9337106861184429,0.9477159029096579,1.0,0.9123907096479706,6.155785345973463,0.6495263467104924
R2,validation,velocity,19,0.9300020809840127,0.945088944729794,1.0,0.9077509501836709,6.257988950323033,0.7323137653964633
R2,validation,velocity,20,0.9265673632042819,0.9428700588218025,1.0,0.8858000570792028,6.395960645595918,0.688719128655338
R3,train,attitude,0,0.9999999252948054,1.0000006723467516,0.5555555555555556,0.0,1.9999999099850856,0.0
R3,train,attitude,1,0.9990854963599893,0.9999453905027287,0.9555555555555556,0.2629613454797419,2.1039932766502956,0.6377588375936949
R3,train,attitude,2,0.9968778458010078,0.9999311143400357,0.9111111111111111,0.5287765264097734,2.347330143312405,0.8309263280934237
R3,train,attitude,3,0.9924371075642744,1.0007776661350147,0.8277777777777777,0.7919032394582657,2.8435072272528936,1.0668637832058154
R3,train,attitude,4,0.986994871488389,1.0031539636708637,0.7138888888888889,0.9693628306415909,3.403155122694381,1.1688043725042168
R3,train,attitude,5,0.9823017417516127,1.0059607498907437,0.6416666666666667,1.1036077394749133,4.046525958251318,1.101814227277002
R3,train,attitude,6,0.9867570101487009,1.011225023251992,0.5805555555555556,1.196317378592956,4.767727649647155,1.0299408844776259
R3,train,attitude,7,0.9972659392870884,1.020694384784046,0.5361111111111111,1.2325096449817916,5.467125817966451,0.9967955974980551
R3,train,attitude,8,1.0000941285452285,1.0341516440745708,0.5,1.2267792951831247,5.979954946621875,0.944431120499336
R3,train,attitude,9,1.000296094038899,1.0484150919434183,0.49444444444444446,1.194859421747714,6.414630670373814,0.9299422209625109
R3,train,attitude,10,1.0013356915273104,1.0584026609990327,0.4722222222222222,1.1655192826975158,6.839157572516743,0.93200276569171
R3,train,attitude,11,1.0019623560524282,1.0649469032829197,0.4666666666666667,1.1880166554927438,7.208685222547651,0.9416301913125192
R3,train,attitude,12,1.0031859524352025,1.0660409309761356,0.48055555555555557,1.2346777230305634,7.50446839483965,0.8803597269012337
R3,train,attitude,13,1.0041539449945653,1.0598029650491747,0.4527777777777778,1.291038089278845,7.811976783294657,0.8602828136835341
R3,train,attitude,14,1.0051132343987539,1.0555849304681402,0.45,1.3173619706842568,7.979917620444573,1.0190842734934082
R3,train,attitude,15,1.0047270458951365,1.0537211105674233,0.4666666666666667,1.3235400582434975,8.24922534455657,1.0153832012300967
R3,train,attitude,16,0.99437503501806,1.0594623243027206,0.525,1.3116299422414393,8.555209139905289,0.9718036375978966
R3,train,attitude,17,0.9896538534807018,1.0609610449762625,0.5361111111111111,1.3151323830640853,8.802943243239609,0.902524835672
R3,train,attitude,18,0.990994064672287,1.0637190935271685,0.5222222222222223,1.3257294595017757,8.992582830820226,0.9435272101598378
R3,train,attitude,19,0.9922065299810623,1.069638852677621,0.5111111111111111,1.3341476156286998,9.274065826773601,0.8972641012649167
R3,train,attitude,20,0.9928942286501892,1.0765451387462228,0.5222222222222223,1.3163365328722039,9.613612225526264,0.9306371651681585
R3,train,rate,0,0.9999999573113164,1.000000170754734,0.5,0.0,1.428636563053906e-06,0.08726645536306915
R3,train,rate,1,0.9344487516377513,0.9669674369014299,1.0,0.26293674840785536,0.6707612798899156,0.642855880396056
R3,train,rate,2,0.8071776923283143,0.9277455354894079,1.0,0.5286919800140784,1.2653876456852173,0.8336294299816484
R3,train,rate,3,0.636409959406477,0.8958358811362636,1.0,0.7917491357432024,2.067423571622094,1.0680240813788662
R3,train,rate,4,0.5009384253305769,0.8750838875320528,1.0,0.9690987490776336,2.8082148687186312,1.169140315647168
R3,train,rate,5,0.41294505300483075,0.8616358166934268,1.0,1.1032134430073972,3.5765688547109784,1.1018188204460075
R3,train,rate,6,0.4376838067992145,0.8574099443800605,1.0,1.1957786946149376,4.387058537337996,1.0299018964749103
R3,train,rate,7,0.4697301588548367,0.860183231782647,0.9972222222222222,1.2317997416328068,5.1464580928758545,0.996867341372455
R3,train,rate,8,0.46740264376139895,0.8707761980877862,0.9888888888888889,1.225911341897506,5.693621795250106,0.9444607031774436
R3,train,rate,9,0.4439371012983677,0.8876295879022319,0.9861111111111112,1.1938422962809923,6.152295235024836,0.9298658383000094
R3,train,rate,10,0.4066649500124053,0.9065337762255792,0.9861111111111112,1.1643833815011309,6.596505720070642,0.9319352415765773
R3,train,rate,11,0.38355634897691443,0.9255948539987259,0.975,1.1868254981948942,6.98129869624794,0.9412956629427537
R3,train,rate,12,0.3916284588719293,0.9376829999830953,0.9527777777777777,1.2334545454004333,7.2890518238170525,0.8800415840607687
R3,train,rate,13,0.41072502801658295,0.9509869196750949,0.9388888888888889,1.289785196288333,7.608262103717231,0.8600117355414053
R3,train,rate,14,0.4060664333246305,0.978577887979089,0.9138888888888889,1.3160367067892724,7.784404669797684,1.0188171941079571
R3,train,rate,15,0.4019360257142969,1.0072785059233964,0.8888888888888888,1.3220994200396976,8.06399983029756,1.0146794538654045
R3,train,rate,16,0.39946159751640653,1.0317496315539723,0.8805555555555555,1.3099842806225563,8.380748583151888,0.9710399381626095
R3,train,rate,17,0.39052931064776997,1.045869562507588,0.8722222222222222,1.3132615719477365,8.637052287142723,0.9017241312578989
R3,train,rate,18,0.38439426380206243,1.0618372902043305,0.8611111111111112,1.3235888823939284,8.833538837526767,0.9428263557321477
R3,train,rate,19,0.38437635589931135,1.0679361968105405,0.8444444444444444,1.3317778665197009,9.122840237341086,0.8965004958048195
R3,train,rate,20,0.38022808307491024,1.0780379615094924,0.8388888888888889,1.3137312019587157,9.470260550570464,0.9296653020446157
R3,train,velocity,0,1.0,1.000000443066556,0.4708333333333333,0.5639186291714184,1.428636563053906e-06,0.0
R3,train,velocity,1,0.9944014589824235,0.9964183093705459,1.0,0.6193302503014331,0.6639196099933617,0.6376987475886537
R3,train,velocity,2,0.9884467240434243,0.9912542039827457,1.0,0.7681947937652684,1.252203917499563,0.8307803958567159
R3,train,velocity,3,0.9829804112255133,0.9870687361695224,1.0,0.9664202672648663,2.05216783612319,1.0666461179555229
R3,train,velocity,4,0.9773725649886855,0.9833126081517722,1.0,1.114752374701892,2.791831282669298,1.168521037077755
R3,train,velocity,5,0.9719236994505129,0.9800101627747737,1.0,1.2318089331731146,3.5606066179196003,1.1014565063106931
R3,train,velocity,6,0.9673974337363351,0.9768261566890815,1.0,1.3141934508874522,4.372481576136608,1.0294506037555864
R3,train,velocity,7,0.9623840772426762,0.9739102839233107,1.0,1.3459239279623452,5.133339753947919,0.9965125603606427
R3,train,velocity,8,0.9580290662319477,0.9709544833532205,1.0,1.3394768220881317,5.681387984093176,0.9444352459401715
R3,train,velocity,9,0.953757364349983,0.9669105725503185,1.0,1.3091154605928836,6.141024895174924,0.9301230904143628
R3,train,velocity,10,0.9495360451471787,0.962653158444073,1.0,1.2812420136087073,6.5864446398425835,0.9320699252795914
R3,train,velocity,11,0.9448491775888332,0.9593308824584817,1.0,1.3006382312652005,6.972120158229424,0.9417120983693913
R3,train,velocity,12,0.9399839833283563,0.9575660438927756,1.0,1.3423743452351562,7.2804999189902855,0.8803433328914969
R3,train,velocity,13,0.935286374834578,0.9544826610780889,1.0,1.3933697882439129,7.600274111856939,0.8601507758933752
R3,train,velocity,14,0.9319108926174552,0.9517299649356497,1.0,1.4168143348529891,7.7768564801877895,1.018795676323186
R3,train,velocity,15,0.9276694500094649,0.9486868963137205,1.0,1.4215894046664885,8.056834767268828,1.0147721156997118
R3,train,velocity,16,0.922802270154644,0.9455314634014296,1.0,1.4094671601355842,8.37426635757923,0.9709030993828289
R3,train,velocity,17,0.9189579278122072,0.9434804847754569,1.0,1.4117102235653398,8.631264988531553,0.9016667600243787
R3,train,velocity,18,0.9135046727135784,0.9412605205109013,1.0,1.420535811605576,8.828396287394275,0.9428462258018706
R3,train,velocity,19,0.9092781853819059,0.9391861286139077,1.0,1.4273448184954907,9.118444213224338,0.8965784791458904
R3,train,velocity,20,0.906639835082362,0.9359046774183889,1.0,1.4096618472480729,9.466483161207059,0.9301216247733114
R3,validation,attitude,0,0.9999999252948054,1.0000006723467516,0.56,0.0,1.999999800929745,0.0
R3,validation,attitude,1,0.9990956936190558,1.000014903686328,0.89,0.22621797413007233,2.0703974240979344,0.6179182890009409
R3,validation,attitude,2,0.996316847141966,1.0002838872100972,0.8733333333333333,0.41214393590165754,2.2738037109860727,0.6435392189018502
R3,validation,attitude,3,0.9912332707054785,1.000863412757406,0.8133333333333334,0.5769715460020801,2.596363988123601,0.701409740560955
R3,validation,attitude,4,0.9841909614185023,1.0023817435445375,0.7266666666666667,0.6718873236637846,2.9496352080181034,0.7273991823212227
R3,validation,attitude,5,0.980410243576287,1.005002073069151,0.68,0.7110056711621735,3.1501749175663663,0.8163731152577678
R3,validation,attitude,6,0.9855807395067215,1.0093306563971924,0.6233333333333333,0.702605562043804,3.3990875767439426,0.7369245367285767
R3,validation,attitude,7,0.9952387017731278,1.0146557099047882,0.57,0.6550624837943224,3.528429120293517,0.7479720710020195
R3,validation,attitude,8,0.9987011007810429,1.0204115135645957,0.52,0.5929302284549983,3.6024444705985705,0.785598639709002
R3,validation,attitude,9,1.0011237902427546,1.027565163473642,0.4766666666666667,0.5259147296432419,3.894312179145203,0.7436907215458546
R3,validation,attitude,10,1.0022691329341586,1.0369446397155229,0.45666666666666667,0.4838635348644072,4.153880975507351,0.7172446309167051
R3,validation,attitude,11,1.002978832283103,1.0501182956756898,0.44,0.468455695629102,4.44064168967384,0.6675007987808552
R3,validation,attitude,12,1.005273252925642,1.0553900470269202,0.4266666666666667,0.4599654455386445,4.543352617706938,0.732488291077058
R3,validation,attitude,13,1.0058722765287484,1.0596260257957035,0.43333333333333335,0.47374716595670746,4.827904472966588,0.6929889034495431
R3,validation,attitude,14,1.0051483831928252,1.0653290054123914,0.44,0.5256521449679807,5.06977756723132,0.7725115799829926
R3,validation,attitude,15,1.005719803226517,1.0600054011855713,0.4533333333333333,0.6063629664176957,5.361582023921514,0.7416419422721299
R3,validation,attitude,16,1.0041437103829014,1.0592766296004394,0.4866666666666667,0.6769353816732162,5.719876349579683,0.7382171935485354
R3,validation,attitude,17,0.999015124066652,1.0657710136374332,0.5066666666666667,0.7333841393244191,6.076394275349045,0.6582941251071189
R3,validation,attitude,18,0.9951210784441895,1.070908213462623,0.5233333333333333,0.7621024907007397,6.408572132132275,0.6528478167984146
R3,validation,attitude,19,0.9923183263048195,1.0721272976516423,0.53,0.7584890961432803,6.501284303783064,0.7363585213142683
R3,validation,attitude,20,0.9945987023707693,1.0805141883840892,0.53,0.7329977669792811,6.626976521165098,0.6909464173194839
R3,validation,rate,0,1.0,1.000000170754734,0.39,0.0,9.035490975690201e-07,0.08726645632336592
R3,validation,rate,1,0.9254800726663848,0.9660920542187261,1.0,0.22618885262877472,0.557348540632704,0.623098080406577
R3,validation,rate,2,0.7888643751495171,0.9293871971173869,1.0,0.41206147607163796,1.1234125775867168,0.6470078256465129
R3,validation,rate,3,0.6155131871319915,0.895652362485663,1.0,0.5768194111094272,1.7125229593953895,0.7031497940267006
R3,validation,rate,4,0.469850370187726,0.8678713270870113,1.0,0.6716275733539282,2.2364395350600375,0.7280894065185184
R3,validation,rate,5,0.39050286500830805,0.8490779073597511,1.0,0.710572456525703,2.5163870332242584,0.8164585999623982
R3,validation,rate,6,0.42445650475645846,0.8360195500510301,1.0,0.7019142900478088,2.838913634321933,0.7369388800024816
R3,validation,rate,7,0.4706223309967824,0.8364360635364707,0.9933333333333333,0.6540249811178811,3.004788278805675,0.7480889179490565
R3,validation,rate,8,0.4795365392079336,0.8475321501282453,0.9933333333333333,0.5914544876842407,3.1001548588351966,0.7857322147169217
R3,validation,rate,9,0.4414458751034987,0.8621782788708263,0.9866666666666667,0.5238930290680437,3.4410942105227376,0.7436583405186373
R3,validation,rate,10,0.39745198504939844,0.8829404153062497,0.98,0.48131839413094357,3.7365110276134454,0.717092310957486
R3,validation,rate,11,0.34643886946364055,0.902861866420962,0.9666666666666667,0.4655015427261407,4.056074246964808,0.6671977586296781
R3,validation,rate,12,0.343981324640096,0.9095697441735497,0.9566666666666667,0.45669666197941006,4.171515328454132,0.7321229733344314
R3,validation,rate,13,0.36323948112417404,0.9374353629297961,0.94,0.47034737774091984,4.48340633613953,0.6925283882704237
R3,validation,rate,14,0.37942192863032675,0.9616165897103544,0.9133333333333333,0.5223994030624772,4.746963256387349,0.7720764874023948
R3,validation,rate,15,0.3856356293754833,0.9773881458306907,0.9,0.6033603122237521,5.0620965841640775,0.741076044918063
R3,validation,rate,16,0.37757568575528144,0.9938756765516018,0.9,0.6740433804901608,5.444969365493591,0.7375009439553138
R3,validation,rate,17,0.37205778920772026,1.0176273612604982,0.8866666666666667,0.730508951562369,5.82320590135809,0.6572253081237607
R3,validation,rate,18,0.37715242745783933,1.021061264578826,0.88,0.7591260746522271,6.173235266980494,0.6517751544332733
R3,validation,rate,19,0.3713405339466388,1.0258749515269998,0.87,0.755273506430099,6.273582964136986,0.7356112894418911
R3,validation,rate,20,0.35780991813505775,1.0463383098662258,0.87,0.7294166248480927,6.407392065565018,0.6901449534592062
R3,validation,velocity,0,1.0,1.000000430466008,0.48,0.554260433350562,9.035490975690201e-07,0.0
R3,validation,velocity,1,0.9953748040861077,0.9966100438279248,1.0,0.5962260696754376,0.5487601078741448,0.6178930436661358
R3,validation,velocity,2,0.9901146985284578,0.9932047187049301,1.0,0.6862620075994883,1.1085193221470073,0.6434122818403926
R3,validation,velocity,3,0.9851067753233256,0.9884603641291563,1.0,0.7941498012339506,1.693946683193135,0.7011684265452249
R3,validation,velocity,4,0.9804823947810208,0.9849485370430549,1.0,0.8637956834283198,2.216033161803103,0.7270092736815892
R3,validation,velocity,5,0.976250334406082,0.9817727082785602,1.0,0.8929287451353045,2.493873647339963,0.8159323672800772
R3,validation,velocity,6,0.9721505380499071,0.9788225518381721,1.0,0.8846320340366924,2.8162004760103665,0.7363145146612348
R3,validation,velocity,7,0.9686897256240283,0.9760463443779648,1.0,0.8457788157506295,2.981735318390455,0.7476080785151221
R3,validation,velocity,8,0.9650965638659843,0.9732972625335404,1.0,0.7970357325695387,3.07690784633276,0.7854136514189558
R3,validation,velocity,9,0.9618000834205094,0.9707223538156808,1.0,0.7468287514502069,3.4196754126697546,0.7432622278078819
R3,validation,velocity,10,0.9580607370738764,0.9684826724083789,1.0,0.7161161708691729,3.7165524841465465,0.717014950039646
R3,validation,velocity,11,0.954746194775147,0.9657131069092297,1.0,0.7041202724161832,4.0374655935039065,0.6673355661913157
R3,validation,velocity,12,0.9516304403519384,0.9626678967732304,1.0,0.6968800830356665,4.153593986817027,0.7322860462278419
R3,validation,velocity,13,0.9483901825916545,0.959757721003674,1.0,0.704409704772435,4.466578434405017,0.6926252406313771
R3,validation,velocity,14,0.9453473191599582,0.9572609999977324,1.0,0.7388276584876079,4.730877941692183,0.7719201234208928
R3,validation,velocity,15,0.942578123436989,0.9544649229747649,1.0,0.7968661110020512,5.0464022761285685,0.741191537650486
R3,validation,velocity,16,0.9399030780408528,0.951904738582271,1.0,0.8504613219099949,5.42992058627886,0.7375059082244103
R3,validation,velocity,17,0.9370495978831705,0.9500301884396567,1.0,0.8947219755609409,5.808465742752968,0.65736351929123
R3,validation,velocity,18,0.9335727097962185,0.9479538471494784,1.0,0.9171339001954006,6.1592229062848345,0.6515690220348045
R3,validation,velocity,19,0.9299450329437298,0.9453092146999337,1.0,0.912779972196704,6.259541858399798,0.7353758990274892
R3,validation,velocity,20,0.9266876413576286,0.9425656343755795,1.0,0.8902888253083185,6.393673814565332,0.6900447349368602
R3-high,train,attitude,0,0.9999999252948054,1.0000006723467516,0.5555555555555556,0.0,1.9999999099850856,0.0
R3-high,train,attitude,1,0.999390965900814,0.9999588747903585,0.9388888888888889,0.24475931701070797,2.1011240506980484,0.6341223543924402
R3-high,train,attitude,2,0.9973728797731951,1.000078455395396,0.8861111111111111,0.5031109458931864,2.336034415264078,0.8120204726922642
R3-high,train,attitude,3,0.9940722922168392,1.0010911366021837,0.8027777777777778,0.763657360606857,2.817097282070478,1.06841875984384
R3-high,train,attitude,4,0.9915632061975429,1.004704417691684,0.6972222222222222,0.9338327920195214,3.3824892789549077,1.174176446613342
R3-high,train,attitude,5,0.9946388190602833,1.0118314501398855,0.5833333333333334,1.0696687455665315,4.045385898467997,1.1026396403549266
R3-high,train,attitude,6,1.0003624322517266,1.0371699281709554,0.49444444444444446,1.1670077959574525,4.794431370154831,1.0282387362202472
R3-high,train,attitude,7,1.0017578132295428,1.067166887669534,0.475,1.210642704849298,5.522189731873436,1.0001883432910317
R3-high,train,attitude,8,1.0019337066102891,1.088585726078463,0.4777777777777778,1.2152261157646813,6.070103536605986,0.9353823669374797
R3-high,train,attitude,9,1.000535598892869,1.1095006181854856,0.4861111111111111,1.1974193055357427,6.524241602645595,0.9074914626417199
R3-high,train,attitude,10,0.9996453370885146,1.1178028006977465,0.5027777777777778,1.1785317312708934,6.940202674430371,0.9092601082031605
R3-high,train,attitude,11,0.9997368883045283,1.1210833149683064,0.5055555555555555,1.2056395862507214,7.301562429708116,0.9190753025257452
R3-high,train,attitude,12,1.0001476548171777,1.112533708851445,0.5,1.2491139889913159,7.571965907969959,0.8504887203292848
R3-high,train,attitude,13,1.00201584497178,1.0976731871850713,0.4666666666666667,1.2984237516154684,7.861809918913379,0.828289572723756
R3-high,train,attitude,14,1.0028062632835173,1.0782805329468583,0.46944444444444444,1.3199533593311215,8.015816344889188,0.9952884078165476
R3-high,train,attitude,15,1.0013622118714025,1.0606123061867108,0.48055555555555557,1.32183488688852,8.260931951946434,0.9928710523596678
R3-high,train,attitude,16,0.9939717763774705,1.0597722462731445,0.5444444444444444,1.3051970940944815,8.551016378610285,0.9479770913815474
R3-high,train,attitude,17,0.9895916987587732,1.058206656979893,0.5555555555555556,1.3040939928809512,8.795125410596597,0.8729190492246456
R3-high,train,attitude,18,0.9896696162767677,1.0601241376219097,0.5527777777777778,1.3105446652046522,8.972205703637883,0.9237204414438477
R3-high,train,attitude,19,0.9933223267679918,1.0634092014388221,0.5333333333333333,1.3199202327503217,9.253742649263504,0.8707102919918256
R3-high,train,attitude,20,0.9944577336685108,1.0723328116420576,0.5194444444444445,1.3083085233225347,9.596695592658456,0.9041477660869792
R3-high,train,rate,0,0.9999999573113164,1.000000170754734,0.5,0.0,1.428636563053906e-06,0.08726645536306915
R3-high,train,rate,1,0.9208115101668222,0.9641720282230254,1.0,0.2447114594802051,0.662554275059754,0.6391625012116129
R3-high,train,rate,2,0.7833676095003153,0.9247883879267524,1.0,0.5029749844852007,1.245684458190634,0.814683261099786
R3-high,train,rate,3,0.6216682122816026,0.8902848325570538,1.0,0.7634183981085226,2.0320275045724068,1.0695151669091008
R3-high,train,rate,4,0.4709281740701081,0.8715063880199845,1.0,0.9334153948203273,2.7832523416896002,1.1744954189685812
R3-high,train,rate,5,0.3897591854521064,0.8642398861544036,1.0,1.0690480957269353,3.5742415161577745,1.1026543211346385
R3-high,train,rate,6,0.4085272438324671,0.8662516415933261,1.0,1.1661632156035209,4.413981434185231,1.0282167467270535
R3-high,train,rate,7,0.4354306553925284,0.8709970693364967,0.9888888888888889,1.209557678808603,5.201928477944013,1.0002987561491157
R3-high,train,rate,8,0.4299252452849068,0.883651557547846,0.9861111111111112,1.2139617863602807,5.784687485601598,0.9354631900548833
R3-high,train,rate,9,0.41489003480493747,0.9049932355512039,0.9611111111111111,1.196041694640904,6.262867636647294,0.9074421657164125
R3-high,train,rate,10,0.3744320057209666,0.9345523314595279,0.9555555555555556,1.1771024311919764,6.697970484074544,0.9091499774374363
R3-high,train,rate,11,0.36982860749685,0.9695250696124362,0.9416666666666667,1.2042334089538582,7.074848534554082,0.9186905680228812
R3-high,train,rate,12,0.39965642866814893,0.9947224322031134,0.9083333333333333,1.247736366981241,7.35758524424735,0.8500339192699379
R3-high,train,rate,13,0.41871058660569127,1.0092622148972237,0.8916666666666667,1.2970493476525757,7.6601097124070705,0.8278048256630741
R3-high,train,rate,14,0.41411271656609494,1.0259516801668205,0.8611111111111112,1.3185219068350345,7.82359727262519,0.9948544293549577
R3-high,train,rate,15,0.3990333659873303,1.0446914572943262,0.8388888888888889,1.320287921129446,8.079790718804244,0.9920042343470694
R3-high,train,rate,16,0.3945092833372578,1.0644833226412411,0.8194444444444444,1.303431677066754,8.381274697024669,0.9470550243452932
R3-high,train,rate,17,0.39725766616185876,1.0752161712246513,0.8055555555555556,1.3020753001335752,8.634521473354337,0.8720110895767754
R3-high,train,rate,18,0.4036277142105334,1.0913796692241742,0.7944444444444444,1.3082180556052283,8.818442453169466,0.9230891512456876
R3-high,train,rate,19,0.4038598339273606,1.0970564957406086,0.7888888888888889,1.3173597963210868,9.10762381417261,0.8701468431036744
R3-high,train,rate,20,0.3991523606927383,1.1072248035594854,0.7833333333333333,1.3055489710689963,9.458218797594666,0.9033730700758659
R3-high,train,velocity,0,1.0,1.000000443066556,0.4708333333333333,0.5639186291714184,1.428636563053906e-06,0.0
R3-high,train,velocity,1,0.9943101882588221,0.9963603323453801,1.0,0.6117729727184884,0.6556878902507668,0.6340474398510161
R3-high,train,velocity,2,0.9883925286473502,0.9915718731446934,1.0,0.7506011822936688,1.2324873485064103,0.8118563475280242
R3-high,train,velocity,3,0.9821397161735783,0.9877020359661366,1.0,0.9431370981521783,2.0168503842520344,1.068212163395817
R3-high,train,velocity,4,0.9763244748321753,0.9839560756743684,1.0,1.0836116059969185,2.767201670341808,1.1739769451325976
R3-high,train,velocity,5,0.9718873704357629,0.9810334420380105,1.0,1.2010394984680806,3.5588679069832754,1.1024368809963168
R3-high,train,velocity,6,0.9679068001699134,0.9781113656519707,1.0,1.2870646963277426,4.400243022382674,1.0279539798080266
R3-high,train,velocity,7,0.9640294573852184,0.9743503580560536,1.0,1.325397281166504,5.18990340675551,1.0002052388350866
R3-high,train,velocity,8,0.9595217054132206,0.9714706620468693,1.0,1.3284006538793722,5.773779579551852,0.9356438432525956
R3-high,train,velocity,9,0.9555541213101603,0.9683697981936976,1.0,1.311032825045703,6.253225962060456,0.9078818099147025
R3-high,train,velocity,10,0.9513807359479977,0.9651870243730077,1.0,1.292812033050607,6.689700015756504,0.9093748501317656
R3-high,train,velocity,11,0.9470411566220774,0.9618813628963238,1.0,1.3166299464067317,7.067485599534812,0.919082749549416
R3-high,train,velocity,12,0.9423033929523508,0.9589798232747356,1.0,1.3556419762044412,7.3505665293271205,0.8501368288041867
R3-high,train,velocity,13,0.9370886750999892,0.9558765024654767,1.0,1.4002344841631906,7.653169446520975,0.8277361999701086
R3-high,train,velocity,14,0.9333159479308821,0.9524559115902405,1.0,1.4192175540504843,7.816449771026933,0.9947459464029985
R3-high,train,velocity,15,0.9289308641646585,0.9487180477086442,1.0,1.4199260566786283,8.07237961545081,0.9920740140933795
R3-high,train,velocity,16,0.9242738616890912,0.9458613663980645,1.0,1.40332800748618,8.37396222994355,0.9469318555370796
R3-high,train,velocity,17,0.9197591921257622,0.9426873048642542,1.0,1.4011868888363272,8.627615156571716,0.8717653989883196
R3-high,train,velocity,18,0.9154568554101654,0.9397737664348528,1.0,1.406061812804027,8.812087227155903,0.9228046074336477
R3-high,train,velocity,19,0.9096345887987326,0.9371701376817301,1.0,1.413713957127918,9.101990818294059,0.8700524517980612
R3-high,train,velocity,20,0.9059638499438087,0.9346379313043169,1.0,1.4018318691525684,9.45312075270474,0.9037046231403499
R3-high,validation,attitude,0,0.9999999252948054,1.0000006723467516,0.56,0.0,1.999999800929745,0.0
R3-high,validation,attitude,1,0.9992502960193337,1.000011063839324,0.8866666666666667,0.19437076849712961,2.071787555568411,0.6322616805580801
R3-high,validation,attitude,2,0.9971642655172028,1.0003152185687232,0.88,0.35489506336804316,2.289764866329457,0.6646046922649022
R3-high,validation,attitude,3,0.9924047975675989,1.00081345739376,0.8266666666666667,0.4998761158786679,2.626945723505717,0.683725106538978
R3-high,validation,attitude,4,0.9871242235328833,1.002497820475947,0.7266666666666667,0.5870198257127442,2.9534933728284627,0.6827582972679549
R3-high,validation,attitude,5,0.9902088383715761,1.006894968231616,0.6333333333333333,0.6243693930200329,3.1214893566633277,0.7582633436372902
R3-high,validation,attitude,6,0.9990755979217014,1.0180118258323092,0.5166666666666667,0.6207966242220938,3.3270482154558807,0.693170217630761
R3-high,validation,attitude,7,1.0014766228769718,1.0383651589913303,0.47,0.5814985959119073,3.420909186132029,0.7122982304749665
R3-high,validation,attitude,8,1.002132571838383,1.053233293117037,0.44333333333333336,0.5274282440896435,3.4938710696341646,0.7448741442947957
R3-high,validation,attitude,9,1.0029541795688763,1.0703078601070526,0.44666666666666666,0.47487809302022727,3.8110930538740186,0.7067811992315546
R3-high,validation,attitude,10,1.0034918328545972,1.073626757906611,0.46,0.4489853167978031,4.06904349489355,0.6765617623213787
R3-high,validation,attitude,11,1.0040233976669568,1.0735874853857967,0.46,0.4468510969155612,4.355954019797552,0.643003909771347
R3-high,validation,attitude,12,1.0036530093120026,1.0786515040023308,0.45666666666666667,0.45310795356601463,4.470674872720316,0.6926718620313752
R3-high,validation,attitude,13,1.0051706453408236,1.0818886967305272,0.44,0.4711859821118522,4.747365046084242,0.6729559720552991
