group,step,condition,metric,cohort,seed,value
common_high,41,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6678018902385392
common_high,41,autonomous,position_rmse_m,ALL,17,0.3976839441173751
common_high,41,autonomous,position_rmse_m,ALL,23,0.40692858978800134
common_high,41,autonomous,position_rmse_m,ALL,42,0.4005955349038396
common_high,41,autonomous,position_rmse_m,Sep17,17,0.31325521433394415
common_high,41,autonomous,position_rmse_m,Sep17,23,0.3455069275031541
common_high,41,autonomous,position_rmse_m,Sep17,42,0.33223639051904774
common_high,41,autonomous,position_rmse_m,Sep7,17,0.47273170392486935
common_high,41,autonomous,position_rmse_m,Sep7,23,0.4615256229300878
common_high,41,autonomous,position_rmse_m,Sep7,42,0.4613592188014323
common_high,41,autonomous,velocity_rmse_m_s,ALL,17,0.702375503273283
common_high,41,autonomous,velocity_rmse_m_s,ALL,23,0.7056485438131516
common_high,41,autonomous,velocity_rmse_m_s,ALL,42,0.7345649192529703
common_high,41,autonomous,velocity_rmse_m_s,Sep17,17,0.6917548803251485
common_high,41,autonomous,velocity_rmse_m_s,Sep17,23,0.7439423384641626
common_high,41,autonomous,velocity_rmse_m_s,Sep17,42,0.766718277394004
common_high,41,autonomous,velocity_rmse_m_s,Sep7,17,0.7118160570049581
common_high,41,autonomous,velocity_rmse_m_s,Sep7,23,0.671609615234475
common_high,41,autonomous,velocity_rmse_m_s,Sep7,42,0.7059841564609403
common_high,42,autonomous,attitude_error_deg,ALL,17,6.775155855352373
common_high,42,autonomous,attitude_error_deg,ALL,23,6.581497456439767
common_high,42,autonomous,attitude_error_deg,ALL,42,6.656603228646371
common_high,42,autonomous,attitude_error_deg,Sep17,17,7.628398722710081
common_high,42,autonomous,attitude_error_deg,Sep17,23,7.372316405461412
common_high,42,autonomous,attitude_error_deg,Sep17,42,7.499696771234271
common_high,42,autonomous,attitude_error_deg,Sep7,17,6.016717751034409
common_high,42,autonomous,attitude_error_deg,Sep7,23,5.878547279531638
common_high,42,autonomous,attitude_error_deg,Sep7,42,5.9071867463460155
common_high,42,autonomous,body_rate_rmse_rad_s,ALL,17,0.6720311583857745
common_high,42,autonomous,body_rate_rmse_rad_s,ALL,23,0.6581299364199132
common_high,42,autonomous,body_rate_rmse_rad_s,ALL,42,0.6551484635313046
common_high,42,autonomous,body_rate_rmse_rad_s,Sep17,17,0.674335039569756
common_high,42,autonomous,body_rate_rmse_rad_s,Sep17,23,0.65733150071118
common_high,42,autonomous,body_rate_rmse_rad_s,Sep17,42,0.6653152740809435
common_high,42,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6699832640000131
common_high,42,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6588396570498982
common_high,42,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6461112985982922
common_high,42,autonomous,position_rmse_m,ALL,17,0.4105363721277932
common_high,42,autonomous,position_rmse_m,ALL,23,0.4201207684255143
common_high,42,autonomous,position_rmse_m,ALL,42,0.4137465107628942
common_high,42,autonomous,position_rmse_m,Sep17,17,0.3253367212408537
common_high,42,autonomous,position_rmse_m,Sep17,23,0.3591204151001336
common_high,42,autonomous,position_rmse_m,Sep17,42,0.3455328567243362
common_high,42,autonomous,position_rmse_m,Sep7,17,0.486269395138406
common_high,42,autonomous,position_rmse_m,Sep7,23,0.4743433047147416
common_high,42,autonomous,position_rmse_m,Sep7,42,0.47438086990827905
common_high,42,autonomous,velocity_rmse_m_s,ALL,17,0.7205437734735634
common_high,42,autonomous,velocity_rmse_m_s,ALL,23,0.7280272831010948
common_high,42,autonomous,velocity_rmse_m_s,ALL,42,0.7538493837098104
common_high,42,autonomous,velocity_rmse_m_s,Sep17,17,0.7211105823866423
common_high,42,autonomous,velocity_rmse_m_s,Sep17,23,0.7804546306593239
common_high,42,autonomous,velocity_rmse_m_s,Sep17,42,0.7974393497060444
common_high,42,autonomous,velocity_rmse_m_s,Sep7,17,0.7200399433286042
common_high,42,autonomous,velocity_rmse_m_s,Sep7,23,0.681425196382669
common_high,42,autonomous,velocity_rmse_m_s,Sep7,42,0.7151027472687134
common_high,43,autonomous,attitude_error_deg,ALL,17,6.880715930761973
common_high,43,autonomous,attitude_error_deg,ALL,23,6.687444433128677
common_high,43,autonomous,attitude_error_deg,ALL,42,6.749220775765683
common_high,43,autonomous,attitude_error_deg,Sep17,17,7.719705604166222
common_high,43,autonomous,attitude_error_deg,Sep17,23,7.479082061986057
common_high,43,autonomous,attitude_error_deg,Sep17,42,7.592040458282266
common_high,43,autonomous,attitude_error_deg,Sep7,17,6.134947332180417
common_high,43,autonomous,attitude_error_deg,Sep7,23,5.983766540811007
common_high,43,autonomous,attitude_error_deg,Sep7,42,6.000047724639831
common_high,43,autonomous,body_rate_rmse_rad_s,ALL,17,0.6883303495263281
common_high,43,autonomous,body_rate_rmse_rad_s,ALL,23,0.6777864993460526
common_high,43,autonomous,body_rate_rmse_rad_s,ALL,42,0.6643669577641677
common_high,43,autonomous,body_rate_rmse_rad_s,Sep17,17,0.6815697227038163
common_high,43,autonomous,body_rate_rmse_rad_s,Sep17,23,0.675050876268445
common_high,43,autonomous,body_rate_rmse_rad_s,Sep17,42,0.6632535949165319
common_high,43,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6943397955907831
common_high,43,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6802181643039261
common_high,43,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6653566136287328
common_high,43,autonomous,position_rmse_m,ALL,17,0.42370562429385616
common_high,43,autonomous,position_rmse_m,ALL,23,0.43356287670331045
common_high,43,autonomous,position_rmse_m,ALL,42,0.42697663655680307
common_high,43,autonomous,position_rmse_m,Sep17,17,0.33742316895125796
common_high,43,autonomous,position_rmse_m,Sep17,23,0.37258071633960566
common_high,43,autonomous,position_rmse_m,Sep17,42,0.35846988624567017
common_high,43,autonomous,position_rmse_m,Sep7,17,0.5004011401539434
common_high,43,autonomous,position_rmse_m,Sep7,23,0.4877692414710481
common_high,43,autonomous,position_rmse_m,Sep7,42,0.4878715257222546
common_high,43,autonomous,velocity_rmse_m_s,ALL,17,0.739029785794225
common_high,43,autonomous,velocity_rmse_m_s,ALL,23,0.7485509318557498
common_high,43,autonomous,velocity_rmse_m_s,ALL,42,0.7691224758930737
common_high,43,autonomous,velocity_rmse_m_s,Sep17,17,0.7503312683678731
common_high,43,autonomous,velocity_rmse_m_s,Sep17,23,0.8122624711318138
common_high,43,autonomous,velocity_rmse_m_s,Sep17,42,0.822199313193992
common_high,43,autonomous,velocity_rmse_m_s,Sep7,17,0.7289840235065377
common_high,43,autonomous,velocity_rmse_m_s,Sep7,23,0.6919184524992484
common_high,43,autonomous,velocity_rmse_m_s,Sep7,42,0.7219430649589242
common_high,44,autonomous,attitude_error_deg,ALL,17,6.961089790374294
common_high,44,autonomous,attitude_error_deg,ALL,23,6.770869574627788
common_high,44,autonomous,attitude_error_deg,ALL,42,6.821618141365067
common_high,44,autonomous,attitude_error_deg,Sep17,17,7.777995373916486
common_high,44,autonomous,attitude_error_deg,Sep17,23,7.54888870843566
common_high,44,autonomous,attitude_error_deg,Sep17,42,7.659250412339216
common_high,44,autonomous,attitude_error_deg,Sep7,17,6.234951493892346
common_high,44,autonomous,attitude_error_deg,Sep7,23,6.079297011243014
common_high,44,autonomous,attitude_error_deg,Sep7,42,6.0770561227213795
common_high,44,autonomous,body_rate_rmse_rad_s,ALL,17,0.6753782172992602
common_high,44,autonomous,body_rate_rmse_rad_s,ALL,23,0.6678235822145533
common_high,44,autonomous,body_rate_rmse_rad_s,ALL,42,0.663875537310942
common_high,44,autonomous,body_rate_rmse_rad_s,Sep17,17,0.6585038825403509
common_high,44,autonomous,body_rate_rmse_rad_s,Sep17,23,0.6635572485724436
common_high,44,autonomous,body_rate_rmse_rad_s,Sep17,42,0.6552436807686891
common_high,44,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6903776259738463
common_high,44,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6716158787853176
common_high,44,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6715482986818333
common_high,44,autonomous,position_rmse_m,ALL,17,0.4377388749144918
common_high,44,autonomous,position_rmse_m,ALL,23,0.44795748890376647
common_high,44,autonomous,position_rmse_m,ALL,42,0.44142020479077493
common_high,44,autonomous,position_rmse_m,Sep17,17,0.3507748644954904
common_high,44,autonomous,position_rmse_m,Sep17,23,0.3877995099410106
common_high,44,autonomous,position_rmse_m,Sep17,42,0.3733408081010137
common_high,44,autonomous,position_rmse_m,Sep7,17,0.5150402175091596
common_high,44,autonomous,position_rmse_m,Sep7,23,0.5014312479817717
common_high,44,autonomous,position_rmse_m,Sep7,42,0.5019352240705627
common_high,44,autonomous,velocity_rmse_m_s,ALL,17,0.7537189835719185
common_high,44,autonomous,velocity_rmse_m_s,ALL,23,0.7617786674868481
common_high,44,autonomous,velocity_rmse_m_s,ALL,42,0.7806560525743862
common_high,44,autonomous,velocity_rmse_m_s,Sep17,17,0.7682497440453684
common_high,44,autonomous,velocity_rmse_m_s,Sep17,23,0.8259756074909537
common_high,44,autonomous,velocity_rmse_m_s,Sep17,42,0.8383687088839039
common_high,44,autonomous,velocity_rmse_m_s,Sep7,17,0.7408027520399629
common_high,44,autonomous,velocity_rmse_m_s,Sep7,23,0.7047147208165321
common_high,44,autonomous,velocity_rmse_m_s,Sep7,42,0.7293559136325927
common_high,45,autonomous,attitude_error_deg,ALL,17,7.042963782602574
common_high,45,autonomous,attitude_error_deg,ALL,23,6.850611049625006
common_high,45,autonomous,attitude_error_deg,ALL,42,6.903963178038935
common_high,45,autonomous,attitude_error_deg,Sep17,17,7.835750741675732
common_high,45,autonomous,attitude_error_deg,Sep17,23,7.597841740864661
common_high,45,autonomous,attitude_error_deg,Sep17,42,7.714646465876677
common_high,45,autonomous,attitude_error_deg,Sep7,17,6.338264263426433
common_high,45,autonomous,attitude_error_deg,Sep7,23,6.186405990745311
common_high,45,autonomous,attitude_error_deg,Sep7,42,6.183355811072052
common_high,45,autonomous,body_rate_rmse_rad_s,ALL,17,0.6251529102043006
common_high,45,autonomous,body_rate_rmse_rad_s,ALL,23,0.6244503095626854
common_high,45,autonomous,body_rate_rmse_rad_s,ALL,42,0.6198414453733323
common_high,45,autonomous,body_rate_rmse_rad_s,Sep17,17,0.6352183220078015
common_high,45,autonomous,body_rate_rmse_rad_s,Sep17,23,0.6512670020542062
common_high,45,autonomous,body_rate_rmse_rad_s,Sep17,42,0.6413378708309141
common_high,45,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6162058774900777
common_high,45,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6006132495702228
common_high,45,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6007335116332596
common_high,45,autonomous,position_rmse_m,ALL,17,0.45171944832131344
common_high,45,autonomous,position_rmse_m,ALL,23,0.46224284908933316
common_high,45,autonomous,position_rmse_m,ALL,42,0.4556057260295514
common_high,45,autonomous,position_rmse_m,Sep17,17,0.3642645481668392
common_high,45,autonomous,position_rmse_m,Sep17,23,0.402681494991457
common_high,45,autonomous,position_rmse_m,Sep17,42,0.38826245360738765
common_high,45,autonomous,position_rmse_m,Sep7,17,0.5294571373475128
common_high,45,autonomous,position_rmse_m,Sep7,23,0.515186274954112
common_high,45,autonomous,position_rmse_m,Sep7,42,0.5154664126270303
common_high,45,autonomous,velocity_rmse_m_s,ALL,17,0.7637819261364505
common_high,45,autonomous,velocity_rmse_m_s,ALL,23,0.768988562225323
common_high,45,autonomous,velocity_rmse_m_s,ALL,42,0.7888910104842862
common_high,45,autonomous,velocity_rmse_m_s,Sep17,17,0.7804011385974153
common_high,45,autonomous,velocity_rmse_m_s,Sep17,23,0.8312513010933973
common_high,45,autonomous,velocity_rmse_m_s,Sep17,42,0.8515252451612735
common_high,45,autonomous,velocity_rmse_m_s,Sep7,17,0.7490092928378151
common_high,45,autonomous,velocity_rmse_m_s,Sep7,23,0.7136439054537013
common_high,45,autonomous,velocity_rmse_m_s,Sep7,42,0.7332161352158532
common_high,45,local100ms,attitude_error_deg,ALL,17,1.5466848508306708
common_high,45,local100ms,attitude_error_deg,ALL,23,1.52263676786248
common_high,45,local100ms,attitude_error_deg,ALL,42,1.5052719445400888
common_high,45,local100ms,attitude_error_deg,Sep17,17,1.633638263668192
common_high,45,local100ms,attitude_error_deg,Sep17,23,1.5882359941389605
common_high,45,local100ms,attitude_error_deg,Sep17,42,1.5771315083734854
common_high,45,local100ms,attitude_error_deg,Sep7,17,1.4693929283084297
common_high,45,local100ms,attitude_error_deg,Sep7,23,1.4643263445056083
common_high,45,local100ms,attitude_error_deg,Sep7,42,1.4413967766881806
common_high,45,local100ms,body_rate_rmse_rad_s,ALL,17,0.5551028868501314
common_high,45,local100ms,body_rate_rmse_rad_s,ALL,23,0.5432581134290573
common_high,45,local100ms,body_rate_rmse_rad_s,ALL,42,0.5416756817259435
common_high,45,local100ms,body_rate_rmse_rad_s,Sep17,17,0.5397321991378516
common_high,45,local100ms,body_rate_rmse_rad_s,Sep17,23,0.5316247849359751
common_high,45,local100ms,body_rate_rmse_rad_s,Sep17,42,0.5318072780732385
common_high,45,local100ms,body_rate_rmse_rad_s,Sep7,17,0.5687657203721579
common_high,45,local100ms,body_rate_rmse_rad_s,Sep7,23,0.5535988498673525
common_high,45,local100ms,body_rate_rmse_rad_s,Sep7,42,0.5504475960839035
common_high,45,local100ms,position_rmse_m,ALL,17,0.02656792934469135
common_high,45,local100ms,position_rmse_m,ALL,23,0.02669254941957383
common_high,45,local100ms,position_rmse_m,ALL,42,0.026719679278399095
common_high,45,local100ms,position_rmse_m,Sep17,17,0.023878939021552286
common_high,45,local100ms,position_rmse_m,Sep17,23,0.02419377773466841
common_high,45,local100ms,position_rmse_m,Sep17,42,0.023848295236535606
common_high,45,local100ms,position_rmse_m,Sep7,17,0.028958142965259406
common_high,45,local100ms,position_rmse_m,Sep7,23,0.02891367980615642
common_high,45,local100ms,position_rmse_m,Sep7,42,0.029272020648944422
common_high,45,local100ms,velocity_rmse_m_s,ALL,17,0.17128235219435134
common_high,45,local100ms,velocity_rmse_m_s,ALL,23,0.17774214553274015
common_high,45,local100ms,velocity_rmse_m_s,ALL,42,0.18559684711222313
common_high,45,local100ms,velocity_rmse_m_s,Sep17,17,0.2240318941165899
common_high,45,local100ms,velocity_rmse_m_s,Sep17,23,0.23332684954317173
common_high,45,local100ms,velocity_rmse_m_s,Sep17,42,0.2320489963842457
common_high,45,local100ms,velocity_rmse_m_s,Sep7,17,0.12439387048569478
common_high,45,local100ms,velocity_rmse_m_s,Sep7,23,0.1283335197456898
common_high,45,local100ms,velocity_rmse_m_s,Sep7,42,0.1443060477593142
common_high,46,autonomous,attitude_error_deg,ALL,17,7.179043583892029
common_high,46,autonomous,attitude_error_deg,ALL,23,6.969726683272432
common_high,46,autonomous,attitude_error_deg,ALL,42,7.0330243357630255
common_high,46,autonomous,attitude_error_deg,Sep17,17,7.975214570832549
common_high,46,autonomous,attitude_error_deg,Sep17,23,7.707648067583959
common_high,46,autonomous,attitude_error_deg,Sep17,42,7.842987433716328
common_high,46,autonomous,attitude_error_deg,Sep7,17,6.4713360399449
common_high,46,autonomous,attitude_error_deg,Sep7,23,6.313796563884407
common_high,46,autonomous,attitude_error_deg,Sep7,42,6.313057137582312
common_high,46,autonomous,body_rate_rmse_rad_s,ALL,17,0.5895786798751416
common_high,46,autonomous,body_rate_rmse_rad_s,ALL,23,0.6018560575308076
common_high,46,autonomous,body_rate_rmse_rad_s,ALL,42,0.5812671601407665
common_high,46,autonomous,body_rate_rmse_rad_s,Sep17,17,0.5939532984290948
common_high,46,autonomous,body_rate_rmse_rad_s,Sep17,23,0.6247535633823574
common_high,46,autonomous,body_rate_rmse_rad_s,Sep17,42,0.5929222041124148
common_high,46,autonomous,body_rate_rmse_rad_s,Sep7,17,0.5856901300494053
common_high,46,autonomous,body_rate_rmse_rad_s,Sep7,23,0.5815027189960967
common_high,46,autonomous,body_rate_rmse_rad_s,Sep7,42,0.5709071210548571
common_high,46,autonomous,position_rmse_m,ALL,17,0.4648093473244937
common_high,46,autonomous,position_rmse_m,ALL,23,0.4756100932608639
common_high,46,autonomous,position_rmse_m,ALL,42,0.4690029562235694
common_high,46,autonomous,position_rmse_m,Sep17,17,0.3769732152162465
common_high,46,autonomous,position_rmse_m,Sep17,23,0.4165470679462136
common_high,46,autonomous,position_rmse_m,Sep17,42,0.4019891237007516
common_high,46,autonomous,position_rmse_m,Sep7,17,0.5428859091984912
common_high,46,autonomous,position_rmse_m,Sep7,23,0.5281105602072197
common_high,46,autonomous,position_rmse_m,Sep7,42,0.528570807354963
common_high,46,autonomous,velocity_rmse_m_s,ALL,17,0.7686779388489027
common_high,46,autonomous,velocity_rmse_m_s,ALL,23,0.772720279094224
common_high,46,autonomous,velocity_rmse_m_s,ALL,42,0.7967978948250414
common_high,46,autonomous,velocity_rmse_m_s,Sep17,17,0.7876865416897254
common_high,46,autonomous,velocity_rmse_m_s,Sep17,23,0.8310002548003306
common_high,46,autonomous,velocity_rmse_m_s,Sep17,42,0.8612507950593833
common_high,46,autonomous,velocity_rmse_m_s,Sep7,17,0.7517814029903936
common_high,46,autonomous,velocity_rmse_m_s,Sep7,23,0.7209158562443516
common_high,46,autonomous,velocity_rmse_m_s,Sep7,42,0.7395064279500708
common_high,47,autonomous,attitude_error_deg,ALL,17,7.306216883141883
common_high,47,autonomous,attitude_error_deg,ALL,23,7.081195360843507
common_high,47,autonomous,attitude_error_deg,ALL,42,7.147940360371884
common_high,47,autonomous,attitude_error_deg,Sep17,17,8.11976481768253
common_high,47,autonomous,attitude_error_deg,Sep17,23,7.826382108241602
common_high,47,autonomous,attitude_error_deg,Sep17,42,7.977551220956582
common_high,47,autonomous,attitude_error_deg,Sep7,17,6.583063163550197
common_high,47,autonomous,attitude_error_deg,Sep7,23,6.4188071409340886
common_high,47,autonomous,attitude_error_deg,Sep7,42,6.410508484296596
common_high,47,autonomous,body_rate_rmse_rad_s,ALL,17,0.6267289912530773
common_high,47,autonomous,body_rate_rmse_rad_s,ALL,23,0.645502043436585
common_high,47,autonomous,body_rate_rmse_rad_s,ALL,42,0.6216793022661156
common_high,47,autonomous,body_rate_rmse_rad_s,Sep17,17,0.6305550291379788
common_high,47,autonomous,body_rate_rmse_rad_s,Sep17,23,0.6620437753433542
common_high,47,autonomous,body_rate_rmse_rad_s,Sep17,42,0.615989478449178
common_high,47,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6233280686887207
common_high,47,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6307982817416791
common_high,47,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6267369234367268
common_high,47,autonomous,position_rmse_m,ALL,17,0.478512394624727
common_high,47,autonomous,position_rmse_m,ALL,23,0.4898068981375013
common_high,47,autonomous,position_rmse_m,ALL,42,0.48339839765110676
common_high,47,autonomous,position_rmse_m,Sep17,17,0.39110483711036004
common_high,47,autonomous,position_rmse_m,Sep17,23,0.4322238723651503
common_high,47,autonomous,position_rmse_m,Sep17,42,0.4178461600290761
common_high,47,autonomous,position_rmse_m,Sep7,17,0.5562080013041643
common_high,47,autonomous,position_rmse_m,Sep7,23,0.5409918099351466
common_high,47,autonomous,position_rmse_m,Sep7,42,0.541667053315134
common_high,47,autonomous,velocity_rmse_m_s,ALL,17,0.7757778514792318
common_high,47,autonomous,velocity_rmse_m_s,ALL,23,0.7787618783548091
common_high,47,autonomous,velocity_rmse_m_s,ALL,42,0.808538717674643
common_high,47,autonomous,velocity_rmse_m_s,Sep17,17,0.7967057322575133
common_high,47,autonomous,velocity_rmse_m_s,Sep17,23,0.8336867520661727
common_high,47,autonomous,velocity_rmse_m_s,Sep17,42,0.872507542965672
common_high,47,autonomous,velocity_rmse_m_s,Sep7,17,0.7571752907874261
common_high,47,autonomous,velocity_rmse_m_s,Sep7,23,0.7299397683891525
common_high,47,autonomous,velocity_rmse_m_s,Sep7,42,0.7516775396381729
common_high,48,autonomous,attitude_error_deg,ALL,17,7.392072181087365
common_high,48,autonomous,attitude_error_deg,ALL,23,7.160576905098326
common_high,48,autonomous,attitude_error_deg,ALL,42,7.233907294335804
common_high,48,autonomous,attitude_error_deg,Sep17,17,8.23226288507789
common_high,48,autonomous,attitude_error_deg,Sep17,23,7.912681246041169
common_high,48,autonomous,attitude_error_deg,Sep17,42,8.087698684348364
common_high,48,autonomous,attitude_error_deg,Sep7,17,6.645235999762453
common_high,48,autonomous,attitude_error_deg,Sep7,23,6.492039713149131
common_high,48,autonomous,attitude_error_deg,Sep7,42,6.47498161432464
common_high,48,autonomous,body_rate_rmse_rad_s,ALL,17,0.7019657872688392
common_high,48,autonomous,body_rate_rmse_rad_s,ALL,23,0.7016194519490515
common_high,48,autonomous,body_rate_rmse_rad_s,ALL,42,0.6792770502581268
common_high,48,autonomous,body_rate_rmse_rad_s,Sep17,17,0.6796061281196244
common_high,48,autonomous,body_rate_rmse_rad_s,Sep17,23,0.701915629423191
common_high,48,autonomous,body_rate_rmse_rad_s,Sep17,42,0.6611992542783186
common_high,48,autonomous,body_rate_rmse_rad_s,Sep7,17,0.7218410398459191
common_high,48,autonomous,body_rate_rmse_rad_s,Sep7,23,0.7013561830831497
common_high,48,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6953462022401786
common_high,48,autonomous,position_rmse_m,ALL,17,0.4927766887629646
common_high,48,autonomous,position_rmse_m,ALL,23,0.5042747814625294
common_high,48,autonomous,position_rmse_m,ALL,42,0.4981429465968054
common_high,48,autonomous,position_rmse_m,Sep17,17,0.40538210444505535
common_high,48,autonomous,position_rmse_m,Sep17,23,0.44733339056103905
common_high,48,autonomous,position_rmse_m,Sep17,42,0.4337691920998642
common_high,48,autonomous,position_rmse_m,Sep7,17,0.5704607637122172
common_high,48,autonomous,position_rmse_m,Sep7,23,0.5548893511527431
common_high,48,autonomous,position_rmse_m,Sep7,42,0.5553640617051977
common_high,48,autonomous,velocity_rmse_m_s,ALL,17,0.7821332423669314
common_high,48,autonomous,velocity_rmse_m_s,ALL,23,0.7824548660435711
common_high,48,autonomous,velocity_rmse_m_s,ALL,42,0.8176764647995592
common_high,48,autonomous,velocity_rmse_m_s,Sep17,17,0.8050571839082671
common_high,48,autonomous,velocity_rmse_m_s,Sep17,23,0.8351972807577387
common_high,48,autonomous,velocity_rmse_m_s,Sep17,42,0.8815200867688414
common_high,48,autonomous,velocity_rmse_m_s,Sep7,17,0.7617564054412997
common_high,48,autonomous,velocity_rmse_m_s,Sep7,23,0.7355727196309777
common_high,48,autonomous,velocity_rmse_m_s,Sep7,42,0.7609265786046416
common_high,49,autonomous,attitude_error_deg,ALL,17,7.524398394559381
common_high,49,autonomous,attitude_error_deg,ALL,23,7.277854655207237
common_high,49,autonomous,attitude_error_deg,ALL,42,7.374234610309329
common_high,49,autonomous,attitude_error_deg,Sep17,17,8.406729928541365
common_high,49,autonomous,attitude_error_deg,Sep17,23,8.04507130675232
common_high,49,autonomous,attitude_error_deg,Sep17,42,8.268612273537842
common_high,49,autonomous,attitude_error_deg,Sep7,17,6.740103697686509
common_high,49,autonomous,attitude_error_deg,Sep7,23,6.595884298278275
common_high,49,autonomous,attitude_error_deg,Sep7,42,6.579232242995095
common_high,49,autonomous,body_rate_rmse_rad_s,ALL,17,0.6614177913653376
common_high,49,autonomous,body_rate_rmse_rad_s,ALL,23,0.6635497689789287
common_high,49,autonomous,body_rate_rmse_rad_s,ALL,42,0.6428395574760439
common_high,49,autonomous,body_rate_rmse_rad_s,Sep17,17,0.6789075355940843
common_high,49,autonomous,body_rate_rmse_rad_s,Sep17,23,0.6855635760294653
common_high,49,autonomous,body_rate_rmse_rad_s,Sep17,42,0.6599709537540106
common_high,49,autonomous,body_rate_rmse_rad_s,Sep7,17,0.6458713520508961
common_high,49,autonomous,body_rate_rmse_rad_s,Sep7,23,0.6439819404895629
common_high,49,autonomous,body_rate_rmse_rad_s,Sep7,42,0.627611649673407
common_high,49,autonomous,position_rmse_m,ALL,17,0.5065075652153932
common_high,49,autonomous,position_rmse_m,ALL,23,0.5181498099026522
common_high,49,autonomous,position_rmse_m,ALL,42,0.5124113191075094
common_high,49,autonomous,position_rmse_m,Sep17,17,0.41991888703613517
common_high,49,autonomous,position_rmse_m,Sep17,23,0.462531184028136
common_high,49,autonomous,position_rmse_m,Sep17,42,0.44946706384745094
common_high,49,autonomous,position_rmse_m,Sep7,17,0.5834752791525114
common_high,49,autonomous,position_rmse_m,Sep7,23,0.5675885884577778
common_high,49,autonomous,position_rmse_m,Sep7,42,0.5683617682275612
common_high,49,autonomous,velocity_rmse_m_s,ALL,17,0.7885679622230674
common_high,49,autonomous,velocity_rmse_m_s,ALL,23,0.7875739967852576
common_high,49,autonomous,velocity_rmse_m_s,ALL,42,0.8250387087720358
common_high,49,autonomous,velocity_rmse_m_s,Sep17,17,0.8147375289301612
common_high,49,autonomous,velocity_rmse_m_s,Sep17,23,0.8454152372511037
common_high,49,autonomous,velocity_rmse_m_s,Sep17,42,0.88935063972692
common_high,49,autonomous,velocity_rmse_m_s,Sep7,17,0.7653061251500952
common_high,49,autonomous,velocity_rmse_m_s,Sep7,23,0.7361595608156166
common_high,49,autonomous,velocity_rmse_m_s,Sep7,42,0.76787254792325
common_high,50,autonomous,attitude_error_deg,ALL,17,7.621379104339294
common_high,50,autonomous,attitude_error_deg,ALL,23,7.357161736188578
common_high,50,autonomous,attitude_error_deg,ALL,42,7.462949240595303
common_high,50,autonomous,attitude_error_deg,Sep17,17,8.55405316622387
common_high,50,autonomous,attitude_error_deg,Sep17,23,8.148113669135153
common_high,50,autonomous,attitude_error_deg,Sep17,42,8.403527501069028
common_high,50,autonomous,attitude_error_deg,Sep7,17,6.792335493775228
common_high,50,autonomous,attitude_error_deg,Sep7,23,6.654093351347177
common_high,50,autonomous,attitude_error_deg,Sep7,42,6.6268796757297705
common_high,50,autonomous,body_rate_rmse_rad_s,ALL,17,0.6757469094573388
common_high,50,autonomous,body_rate_rmse_rad_s,ALL,23,0.678178302569214
common_high,50,autonomous,body_rate_rmse_rad_s,ALL,42,0.660165659112303
common_high,50,autonomous,body_rate_rmse_rad_s,Sep17,17,0.6369057040335896
common_high,50,autonomous,body_rate_rmse_rad_s,Sep17,23,0.6496754360479986
common_high,50,autonomous,body_rate_rmse_rad_s,Sep17,42,0.6308914200845387
common_high,50,autonomous,body_rate_rmse_rad_s,Sep7,17,0.7102724253895604
common_high,50,autonomous,body_rate_rmse_rad_s,Sep7,23,0.7035141839214053
common_high,50,autonomous,body_rate_rmse_rad_s,Sep7,42,0.6861872049147602
common_high,50,autonomous,position_rmse_m,ALL,17,0.5204805613894171
common_high,50,autonomous,position_rmse_m,ALL,23,0.5323649039446041
common_high,50,autonomous,position_rmse_m,ALL,42,0.5269372451785603
common_high,50,autonomous,position_rmse_m,Sep17,17,0.43438172468765623
common_high,50,autonomous,position_rmse_m,Sep17,23,0.47815952172747656
common_high,50,autonomous,position_rmse_m,Sep17,42,0.46521669314475955
common_high,50,autonomous,position_rmse_m,Sep7,17,0.5970128606798712
common_high,50,autonomous,position_rmse_m,Sep7,23,0.5805474659153842
common_high,50,autonomous,position_rmse_m,Sep7,42,0.5817999580974944
common_high,50,autonomous,velocity_rmse_m_s,ALL,17,0.7968682373683129
common_high,50,autonomous,velocity_rmse_m_s,ALL,23,0.7954051745817661
common_high,50,autonomous,velocity_rmse_m_s,ALL,42,0.833482408838654
common_high,50,autonomous,velocity_rmse_m_s,Sep17,17,0.8254876795290965
common_high,50,autonomous,velocity_rmse_m_s,Sep17,23,0.859422302582053
common_high,50,autonomous,velocity_rmse_m_s,Sep17,42,0.8985065213276551
