condition,metric,horizon,kind,group,cohort,seed,value
synchronized,attitude_deg,1s,endpoint,low,Sep7,17,5.505274854744164
synchronized,attitude_deg,1s,endpoint,low,Sep7,23,5.657267376202532
synchronized,attitude_deg,1s,endpoint,low,Sep7,42,5.524771689665203
synchronized,attitude_deg,1s,endpoint,middle,ALL,17,6.836509532974325
synchronized,attitude_deg,1s,endpoint,middle,ALL,23,6.515690332917247
synchronized,attitude_deg,1s,endpoint,middle,ALL,42,6.9111049450134034
synchronized,attitude_deg,1s,endpoint,middle,Sep17,17,7.533647053720518
synchronized,attitude_deg,1s,endpoint,middle,Sep17,23,6.927071118425376
synchronized,attitude_deg,1s,endpoint,middle,Sep17,42,7.750906705210307
synchronized,attitude_deg,1s,endpoint,middle,Sep7,17,6.216831736755486
synchronized,attitude_deg,1s,endpoint,middle,Sep7,23,6.150018523576687
synchronized,attitude_deg,1s,endpoint,middle,Sep7,42,6.164614491505045
synchronized,attitude_deg,200ms,endpoint,ALL,ALL,17,2.2903283370905125
synchronized,attitude_deg,200ms,endpoint,ALL,ALL,23,2.3161404200943867
synchronized,attitude_deg,200ms,endpoint,ALL,ALL,42,2.374186392890006
synchronized,attitude_deg,200ms,endpoint,ALL,Sep17,17,2.4634609694446734
synchronized,attitude_deg,200ms,endpoint,ALL,Sep17,23,2.5026193035128057
synchronized,attitude_deg,200ms,endpoint,ALL,Sep17,42,2.5738400173397817
synchronized,attitude_deg,200ms,endpoint,ALL,Sep7,17,2.136432663886814
synchronized,attitude_deg,200ms,endpoint,ALL,Sep7,23,2.150381412611347
synchronized,attitude_deg,200ms,endpoint,ALL,Sep7,42,2.1967165044902055
synchronized,attitude_deg,200ms,endpoint,high,ALL,17,2.840504000603364
synchronized,attitude_deg,200ms,endpoint,high,ALL,23,2.875343246080255
synchronized,attitude_deg,200ms,endpoint,high,ALL,42,2.960279184477802
synchronized,attitude_deg,200ms,endpoint,high,Sep17,17,3.2476253109671704
synchronized,attitude_deg,200ms,endpoint,high,Sep17,23,3.3460913354605393
synchronized,attitude_deg,200ms,endpoint,high,Sep17,42,3.456975976626211
synchronized,attitude_deg,200ms,endpoint,high,Sep7,17,2.4786183913910924
synchronized,attitude_deg,200ms,endpoint,high,Sep7,23,2.4569004999644464
synchronized,attitude_deg,200ms,endpoint,high,Sep7,42,2.518770924790326
synchronized,attitude_deg,200ms,endpoint,low,ALL,17,1.8806302186954624
synchronized,attitude_deg,200ms,endpoint,low,ALL,23,1.9207953585853583
synchronized,attitude_deg,200ms,endpoint,low,ALL,42,1.9596325596662263
synchronized,attitude_deg,200ms,endpoint,low,Sep17,17,1.7492098247287802
synchronized,attitude_deg,200ms,endpoint,low,Sep17,23,1.8149345608977359
synchronized,attitude_deg,200ms,endpoint,low,Sep17,42,1.8551673499452201
synchronized,attitude_deg,200ms,endpoint,low,Sep7,17,1.9974483466658468
synchronized,attitude_deg,200ms,endpoint,low,Sep7,23,2.014893845418801
synchronized,attitude_deg,200ms,endpoint,low,Sep7,42,2.052490523862676
synchronized,attitude_deg,200ms,endpoint,middle,ALL,17,2.212479563051994
synchronized,attitude_deg,200ms,endpoint,middle,ALL,23,2.2142602666176385
synchronized,attitude_deg,200ms,endpoint,middle,ALL,42,2.269202178015884
synchronized,attitude_deg,200ms,endpoint,middle,Sep17,17,2.258610525626802
synchronized,attitude_deg,200ms,endpoint,middle,Sep17,23,2.2565455491789086
synchronized,attitude_deg,200ms,endpoint,middle,Sep17,42,2.3172541700011884
synchronized,attitude_deg,200ms,endpoint,middle,Sep7,17,2.1714742629854973
synchronized,attitude_deg,200ms,endpoint,middle,Sep7,23,2.176673348785398
synchronized,attitude_deg,200ms,endpoint,middle,Sep7,42,2.226489296251169
synchronized,attitude_deg,500_1000ms,interval,ALL,ALL,17,5.545120011014342
synchronized,attitude_deg,500_1000ms,interval,ALL,ALL,23,5.449197242594497
synchronized,attitude_deg,500_1000ms,interval,ALL,ALL,42,5.616212084046472
synchronized,attitude_deg,500_1000ms,interval,ALL,Sep17,17,6.266987358265546
synchronized,attitude_deg,500_1000ms,interval,ALL,Sep17,23,5.988847241684385
synchronized,attitude_deg,500_1000ms,interval,ALL,Sep17,42,6.413236190001154
synchronized,attitude_deg,500_1000ms,interval,ALL,Sep7,17,4.9034601467910495
synchronized,attitude_deg,500_1000ms,interval,ALL,Sep7,23,4.969508354514597
synchronized,attitude_deg,500_1000ms,interval,ALL,Sep7,42,4.907746212086754
synchronized,attitude_deg,500_1000ms,interval,high,ALL,17,6.587448874519038
synchronized,attitude_deg,500_1000ms,interval,high,ALL,23,6.605483270635227
synchronized,attitude_deg,500_1000ms,interval,high,ALL,42,6.645668188265955
synchronized,attitude_deg,500_1000ms,interval,high,Sep17,17,7.228252437577213
synchronized,attitude_deg,500_1000ms,interval,high,Sep17,23,7.242711163289819
synchronized,attitude_deg,500_1000ms,interval,high,Sep17,42,7.359714750114403
synchronized,attitude_deg,500_1000ms,interval,high,Sep7,17,6.017845707356215
synchronized,attitude_deg,500_1000ms,interval,high,Sep7,23,6.039058477164479
synchronized,attitude_deg,500_1000ms,interval,high,Sep7,42,6.010960133289559
synchronized,attitude_deg,500_1000ms,interval,low,ALL,17,4.761636933533003
synchronized,attitude_deg,500_1000ms,interval,low,ALL,23,4.65583429178438
synchronized,attitude_deg,500_1000ms,interval,low,ALL,42,4.8589154104977155
synchronized,attitude_deg,500_1000ms,interval,low,Sep17,17,5.047768326970535
synchronized,attitude_deg,500_1000ms,interval,low,Sep17,23,4.6577805399347785
synchronized,attitude_deg,500_1000ms,interval,low,Sep17,42,5.213264762294447
synchronized,attitude_deg,500_1000ms,interval,low,Sep7,17,4.5072979171440855
synchronized,attitude_deg,500_1000ms,interval,low,Sep7,23,4.654104293428472
synchronized,attitude_deg,500_1000ms,interval,low,Sep7,42,4.543938208900621
synchronized,attitude_deg,500_1000ms,interval,middle,ALL,17,5.552964034367514
synchronized,attitude_deg,500_1000ms,interval,middle,ALL,23,5.363723842330642
synchronized,attitude_deg,500_1000ms,interval,middle,ALL,42,5.6067390497554825
synchronized,attitude_deg,500_1000ms,interval,middle,Sep17,17,6.106212027460164
synchronized,attitude_deg,500_1000ms,interval,middle,Sep17,23,5.728662438145338
synchronized,attitude_deg,500_1000ms,interval,middle,Sep17,42,6.240631744288758
synchronized,attitude_deg,500_1000ms,interval,middle,Sep7,17,5.061188040507383
synchronized,attitude_deg,500_1000ms,interval,middle,Sep7,23,5.039333979384246
synchronized,attitude_deg,500_1000ms,interval,middle,Sep7,42,5.043278876837016
synchronized,attitude_deg,500ms,endpoint,ALL,ALL,17,4.134582607518286
synchronized,attitude_deg,500ms,endpoint,ALL,ALL,23,4.1522184741206525
synchronized,attitude_deg,500ms,endpoint,ALL,ALL,42,4.243636180245863
synchronized,attitude_deg,500ms,endpoint,ALL,Sep17,17,4.647601367905129
synchronized,attitude_deg,500ms,endpoint,ALL,Sep17,23,4.583598487668537
synchronized,attitude_deg,500ms,endpoint,ALL,Sep17,42,4.8106403737494094
synchronized,attitude_deg,500ms,endpoint,ALL,Sep7,17,3.678565931618869
synchronized,attitude_deg,500ms,endpoint,ALL,Sep7,23,3.7687695731892012
synchronized,attitude_deg,500ms,endpoint,ALL,Sep7,42,3.739632452687154
synchronized,attitude_deg,500ms,endpoint,high,ALL,17,5.127660886469231
synchronized,attitude_deg,500ms,endpoint,high,ALL,23,5.1213528145302645
synchronized,attitude_deg,500ms,endpoint,high,ALL,42,5.165691642191217
synchronized,attitude_deg,500ms,endpoint,high,Sep17,17,5.772873053880914
synchronized,attitude_deg,500ms,endpoint,high,Sep17,23,5.817527023966258
synchronized,attitude_deg,500ms,endpoint,high,Sep17,42,6.016388118592372
synchronized,attitude_deg,500ms,endpoint,high,Sep7,17,4.554138959881069
synchronized,attitude_deg,500ms,endpoint,high,Sep7,23,4.502531295031604
synchronized,attitude_deg,500ms,endpoint,high,Sep7,42,4.409516996501303
synchronized,attitude_deg,500ms,endpoint,low,ALL,17,3.454030283788417
synchronized,attitude_deg,500ms,endpoint,low,ALL,23,3.487168633602028
synchronized,attitude_deg,500ms,endpoint,low,ALL,42,3.5686047709886526
synchronized,attitude_deg,500ms,endpoint,low,Sep17,17,3.5381510741123114
synchronized,attitude_deg,500ms,endpoint,low,Sep17,23,3.457033890035373
synchronized,attitude_deg,500ms,endpoint,low,Sep17,42,3.694719997645448
synchronized,attitude_deg,500ms,endpoint,low,Sep7,17,3.3792562479449564
synchronized,attitude_deg,500ms,endpoint,low,Sep7,23,3.5139550723279425
synchronized,attitude_deg,500ms,endpoint,low,Sep7,42,3.456502347293723
synchronized,attitude_deg,500ms,endpoint,middle,ALL,17,4.054844187448549
synchronized,attitude_deg,500ms,endpoint,middle,ALL,23,4.041518170201524
synchronized,attitude_deg,500ms,endpoint,middle,ALL,42,4.16856800378637
synchronized,attitude_deg,500ms,endpoint,middle,Sep17,17,4.3895195802138165
synchronized,attitude_deg,500ms,endpoint,middle,Sep17,23,4.278429790412166
synchronized,attitude_deg,500ms,endpoint,middle,Sep17,42,4.512152866955933
synchronized,attitude_deg,500ms,endpoint,middle,Sep7,17,3.7573549494349794
synchronized,attitude_deg,500ms,endpoint,middle,Sep7,23,3.8309300633476204
synchronized,attitude_deg,500ms,endpoint,middle,Sep7,42,3.8631592365245364
synchronized,p_rad_s,0_500ms,interval,ALL,ALL,17,0.47559261242063816
synchronized,p_rad_s,0_500ms,interval,ALL,ALL,23,0.46924628849668026
synchronized,p_rad_s,0_500ms,interval,ALL,ALL,42,0.4758866484221528
synchronized,p_rad_s,0_500ms,interval,ALL,Sep17,17,0.4518531974488278
synchronized,p_rad_s,0_500ms,interval,ALL,Sep17,23,0.4415782274950342
synchronized,p_rad_s,0_500ms,interval,ALL,Sep17,42,0.4487086268799415
synchronized,p_rad_s,0_500ms,interval,ALL,Sep7,17,0.49669431461780295
synchronized,p_rad_s,0_500ms,interval,ALL,Sep7,23,0.4938401204981434
synchronized,p_rad_s,0_500ms,interval,ALL,Sep7,42,0.5000448897930071
synchronized,p_rad_s,0_500ms,interval,high,ALL,17,0.5096509586401811
synchronized,p_rad_s,0_500ms,interval,high,ALL,23,0.5043619491454375
synchronized,p_rad_s,0_500ms,interval,high,ALL,42,0.51088098116859
synchronized,p_rad_s,0_500ms,interval,high,Sep17,17,0.493963684766149
synchronized,p_rad_s,0_500ms,interval,high,Sep17,23,0.490562912572665
synchronized,p_rad_s,0_500ms,interval,high,Sep17,42,0.49736630532810383
synchronized,p_rad_s,0_500ms,interval,high,Sep7,17,0.5235952020837652
synchronized,p_rad_s,0_500ms,interval,high,Sep7,23,0.5166277594323465
synchronized,p_rad_s,0_500ms,interval,high,Sep7,42,0.5228940263601333
synchronized,p_rad_s,0_500ms,interval,low,ALL,17,0.465344789747454
synchronized,p_rad_s,0_500ms,interval,low,ALL,23,0.4587402375401837
synchronized,p_rad_s,0_500ms,interval,low,ALL,42,0.4651950803733791
synchronized,p_rad_s,0_500ms,interval,low,Sep17,17,0.43957186292487427
synchronized,p_rad_s,0_500ms,interval,low,Sep17,23,0.4291773348576161
synchronized,p_rad_s,0_500ms,interval,low,Sep17,42,0.4329345360126012
synchronized,p_rad_s,0_500ms,interval,low,Sep7,17,0.4882540580341916
synchronized,p_rad_s,0_500ms,interval,low,Sep7,23,0.4850183732580216
synchronized,p_rad_s,0_500ms,interval,low,Sep7,42,0.49387111980518156
synchronized,p_rad_s,0_500ms,interval,middle,ALL,17,0.46903162862254255
synchronized,p_rad_s,0_500ms,interval,middle,ALL,23,0.46244129600373024
synchronized,p_rad_s,0_500ms,interval,middle,ALL,42,0.46772019627789485
synchronized,p_rad_s,0_500ms,interval,middle,Sep17,17,0.4369580997281304
synchronized,p_rad_s,0_500ms,interval,middle,Sep17,23,0.42351821925254224
synchronized,p_rad_s,0_500ms,interval,middle,Sep17,42,0.432168873285392
synchronized,p_rad_s,0_500ms,interval,middle,Sep7,17,0.4975414320842423
synchronized,p_rad_s,0_500ms,interval,middle,Sep7,23,0.49703958644923074
synchronized,p_rad_s,0_500ms,interval,middle,Sep7,42,0.49932137227123075
synchronized,p_rad_s,100ms,endpoint,ALL,ALL,17,0.45434765060460025
synchronized,p_rad_s,100ms,endpoint,ALL,ALL,23,0.44981715869548666
synchronized,p_rad_s,100ms,endpoint,ALL,ALL,42,0.45674204675808416
synchronized,p_rad_s,100ms,endpoint,ALL,Sep17,17,0.4351265481977793
synchronized,p_rad_s,100ms,endpoint,ALL,Sep17,23,0.42726983188618156
synchronized,p_rad_s,100ms,endpoint,ALL,Sep17,42,0.43642509941041047
synchronized,p_rad_s,100ms,endpoint,ALL,Sep7,17,0.47143307496621895
synchronized,p_rad_s,100ms,endpoint,ALL,Sep7,23,0.4698592269704245
synchronized,p_rad_s,100ms,endpoint,ALL,Sep7,42,0.4748015555115719
synchronized,p_rad_s,100ms,endpoint,high,ALL,17,0.4696596883177776
synchronized,p_rad_s,100ms,endpoint,high,ALL,23,0.46652512264314727
synchronized,p_rad_s,100ms,endpoint,high,ALL,42,0.47767550879122234
synchronized,p_rad_s,100ms,endpoint,high,Sep17,17,0.4679924534951038
synchronized,p_rad_s,100ms,endpoint,high,Sep17,23,0.4613695308878686
synchronized,p_rad_s,100ms,endpoint,high,Sep17,42,0.47949707497746785
synchronized,p_rad_s,100ms,endpoint,high,Sep7,17,0.47114167482682096
synchronized,p_rad_s,100ms,endpoint,high,Sep7,23,0.4711078708700616
synchronized,p_rad_s,100ms,endpoint,high,Sep7,42,0.4760563388478929
synchronized,p_rad_s,100ms,endpoint,low,ALL,17,0.43354485297927636
synchronized,p_rad_s,100ms,endpoint,low,ALL,23,0.43461915940203655
synchronized,p_rad_s,100ms,endpoint,low,ALL,42,0.43392281773824787
synchronized,p_rad_s,100ms,endpoint,low,Sep17,17,0.39233943379928565
synchronized,p_rad_s,100ms,endpoint,low,Sep17,23,0.3949963003110535
synchronized,p_rad_s,100ms,endpoint,low,Sep17,42,0.38855031960958025
synchronized,p_rad_s,100ms,endpoint,low,Sep7,17,0.47017189225037914
synchronized,p_rad_s,100ms,endpoint,low,Sep7,23,0.4698394785940214
synchronized,p_rad_s,100ms,endpoint,low,Sep7,42,0.47425392718595233
synchronized,p_rad_s,100ms,endpoint,middle,ALL,17,0.4481998873595372
synchronized,p_rad_s,100ms,endpoint,middle,ALL,23,0.4436187949450657
synchronized,p_rad_s,100ms,endpoint,middle,ALL,42,0.4510408597914729
synchronized,p_rad_s,100ms,endpoint,middle,Sep17,17,0.42697860633570833
synchronized,p_rad_s,100ms,endpoint,middle,Sep17,23,0.4162469559814145
synchronized,p_rad_s,100ms,endpoint,middle,Sep17,42,0.42940037885111565
synchronized,p_rad_s,100ms,endpoint,middle,Sep7,17,0.4670632482696074
synchronized,p_rad_s,100ms,endpoint,middle,Sep7,23,0.46794931846831134
synchronized,p_rad_s,100ms,endpoint,middle,Sep7,42,0.4702768428495683
synchronized,p_rad_s,1s,endpoint,ALL,ALL,17,0.4916266871069882
synchronized,p_rad_s,1s,endpoint,ALL,ALL,23,0.48980996461137943
synchronized,p_rad_s,1s,endpoint,ALL,ALL,42,0.49565959993133657
synchronized,p_rad_s,1s,endpoint,ALL,Sep17,17,0.47658947689509523
synchronized,p_rad_s,1s,endpoint,ALL,Sep17,23,0.46971820710822715
synchronized,p_rad_s,1s,endpoint,ALL,Sep17,42,0.4727483696154926
synchronized,p_rad_s,1s,endpoint,ALL,Sep7,17,0.5049930961842265
synchronized,p_rad_s,1s,endpoint,ALL,Sep7,23,0.5076693046141814
synchronized,p_rad_s,1s,endpoint,ALL,Sep7,42,0.5160251379898645
synchronized,p_rad_s,1s,endpoint,high,ALL,17,0.5010628742238044
synchronized,p_rad_s,1s,endpoint,high,ALL,23,0.4997212627499073
synchronized,p_rad_s,1s,endpoint,high,ALL,42,0.49509489237635335
synchronized,p_rad_s,1s,endpoint,high,Sep17,17,0.4846957902886399
synchronized,p_rad_s,1s,endpoint,high,Sep17,23,0.48295513981503313
synchronized,p_rad_s,1s,endpoint,high,Sep17,42,0.4749965582988891
synchronized,p_rad_s,1s,endpoint,high,Sep7,17,0.5156113932772838
synchronized,p_rad_s,1s,endpoint,high,Sep7,23,0.514624483136462
synchronized,p_rad_s,1s,endpoint,high,Sep7,42,0.5129600782229882
synchronized,p_rad_s,1s,endpoint,low,ALL,17,0.46710894709670736
synchronized,p_rad_s,1s,endpoint,low,ALL,23,0.4745854742821552
synchronized,p_rad_s,1s,endpoint,low,ALL,42,0.47665488680180135
synchronized,p_rad_s,1s,endpoint,low,Sep17,17,0.4611010117836978
synchronized,p_rad_s,1s,endpoint,low,Sep17,23,0.4673187272606663
synchronized,p_rad_s,1s,endpoint,low,Sep17,42,0.4596907417423388
synchronized,p_rad_s,1s,endpoint,low,Sep7,17,0.47244933404160466
synchronized,p_rad_s,1s,endpoint,low,Sep7,23,0.481044804967923
synchronized,p_rad_s,1s,endpoint,low,Sep7,42,0.49173412685465695
synchronized,p_rad_s,1s,endpoint,middle,ALL,17,0.49696013862261146
synchronized,p_rad_s,1s,endpoint,middle,ALL,23,0.49132955883470625
synchronized,p_rad_s,1s,endpoint,middle,ALL,42,0.49548227938194067
synchronized,p_rad_s,1s,endpoint,middle,Sep17,17,0.4682394923322023
synchronized,p_rad_s,1s,endpoint,middle,Sep17,23,0.45857362540660956
synchronized,p_rad_s,1s,endpoint,middle,Sep17,42,0.46320921652392805
synchronized,p_rad_s,1s,endpoint,middle,Sep7,17,0.522489601991864
synchronized,p_rad_s,1s,endpoint,middle,Sep7,23,0.5204459441041256
synchronized,p_rad_s,1s,endpoint,middle,Sep7,42,0.5241694463668408
synchronized,p_rad_s,200ms,endpoint,ALL,ALL,17,0.47689364545163004
synchronized,p_rad_s,200ms,endpoint,ALL,ALL,23,0.47520392361279135
synchronized,p_rad_s,200ms,endpoint,ALL,ALL,42,0.4792413415677479
synchronized,p_rad_s,200ms,endpoint,ALL,Sep17,17,0.4439136307404718
synchronized,p_rad_s,200ms,endpoint,ALL,Sep17,23,0.43425479941291556
synchronized,p_rad_s,200ms,endpoint,ALL,Sep17,42,0.44253588043240577
synchronized,p_rad_s,200ms,endpoint,ALL,Sep7,17,0.5062092140837707
synchronized,p_rad_s,200ms,endpoint,ALL,Sep7,23,0.511603145123792
synchronized,p_rad_s,200ms,endpoint,ALL,Sep7,42,0.5118684181324966
synchronized,p_rad_s,200ms,endpoint,high,ALL,17,0.48446070557851995
synchronized,p_rad_s,200ms,endpoint,high,ALL,23,0.47914956530756225
synchronized,p_rad_s,200ms,endpoint,high,ALL,42,0.4902957065495298
synchronized,p_rad_s,200ms,endpoint,high,Sep17,17,0.4780607858402741
synchronized,p_rad_s,200ms,endpoint,high,Sep17,23,0.46967318266834956
synchronized,p_rad_s,200ms,endpoint,high,Sep17,42,0.4870310882382688
synchronized,p_rad_s,200ms,endpoint,high,Sep7,17,0.4901495231236274
synchronized,p_rad_s,200ms,endpoint,high,Sep7,23,0.48757301654241786
synchronized,p_rad_s,200ms,endpoint,high,Sep7,42,0.49319758949287285
synchronized,p_rad_s,200ms,endpoint,low,ALL,17,0.47656859281476627
synchronized,p_rad_s,200ms,endpoint,low,ALL,23,0.47340174217179554
synchronized,p_rad_s,200ms,endpoint,low,ALL,42,0.47520130055183346
synchronized,p_rad_s,200ms,endpoint,low,Sep17,17,0.459279295189613
synchronized,p_rad_s,200ms,endpoint,low,Sep17,23,0.45205891571077184
synchronized,p_rad_s,200ms,endpoint,low,Sep17,42,0.45122486499236375
synchronized,p_rad_s,200ms,endpoint,low,Sep7,17,0.4919368573704581
synchronized,p_rad_s,200ms,endpoint,low,Sep7,23,0.4923731434704832
synchronized,p_rad_s,200ms,endpoint,low,Sep7,42,0.49651368771580656
synchronized,p_rad_s,200ms,endpoint,middle,ALL,17,0.4629443880145267
synchronized,p_rad_s,200ms,endpoint,middle,ALL,23,0.46806632630171
synchronized,p_rad_s,200ms,endpoint,middle,ALL,42,0.4653452623757942
synchronized,p_rad_s,200ms,endpoint,middle,Sep17,17,0.4147863045620537
synchronized,p_rad_s,200ms,endpoint,middle,Sep17,23,0.40378633155914156
synchronized,p_rad_s,200ms,endpoint,middle,Sep17,42,0.4093260493856842
synchronized,p_rad_s,200ms,endpoint,middle,Sep7,17,0.5057515733056138
synchronized,p_rad_s,200ms,endpoint,middle,Sep7,23,0.5252040994062153
synchronized,p_rad_s,200ms,endpoint,middle,Sep7,42,0.5151401183670032
synchronized,p_rad_s,500_1000ms,interval,ALL,ALL,17,0.48906162918504537
synchronized,p_rad_s,500_1000ms,interval,ALL,ALL,23,0.48214197396584585
synchronized,p_rad_s,500_1000ms,interval,ALL,ALL,42,0.4911181406383644
synchronized,p_rad_s,500_1000ms,interval,ALL,Sep17,17,0.47133419044004643
synchronized,p_rad_s,500_1000ms,interval,ALL,Sep17,23,0.4590703173250242
synchronized,p_rad_s,500_1000ms,interval,ALL,Sep17,42,0.46792104975237836
synchronized,p_rad_s,500_1000ms,interval,ALL,Sep7,17,0.5048193525139332
synchronized,p_rad_s,500_1000ms,interval,ALL,Sep7,23,0.5026501132021317
synchronized,p_rad_s,500_1000ms,interval,ALL,Sep7,42,0.5117377769814632
synchronized,p_rad_s,500_1000ms,interval,high,ALL,17,0.5197917209644264
synchronized,p_rad_s,500_1000ms,interval,high,ALL,23,0.5136178079780915
synchronized,p_rad_s,500_1000ms,interval,high,ALL,42,0.5206698480844805
