condition,metric,horizon,kind,group,cohort,seed,value
synchronized_lowpass,q_rad_s,100ms,endpoint,high,ALL,23,0.2011625042582935
synchronized_lowpass,q_rad_s,100ms,endpoint,high,ALL,42,0.2122184401303263
synchronized_lowpass,q_rad_s,100ms,endpoint,high,Sep17,17,0.2186229173215183
synchronized_lowpass,q_rad_s,100ms,endpoint,high,Sep17,23,0.2200088121522035
synchronized_lowpass,q_rad_s,100ms,endpoint,high,Sep17,42,0.22468993444728638
synchronized_lowpass,q_rad_s,100ms,endpoint,high,Sep7,17,0.19090377450829957
synchronized_lowpass,q_rad_s,100ms,endpoint,high,Sep7,23,0.1844102305748179
synchronized_lowpass,q_rad_s,100ms,endpoint,high,Sep7,42,0.2011326674041396
synchronized_lowpass,q_rad_s,100ms,endpoint,low,ALL,17,0.1344248436396911
synchronized_lowpass,q_rad_s,100ms,endpoint,low,ALL,23,0.1422941891972315
synchronized_lowpass,q_rad_s,100ms,endpoint,low,ALL,42,0.13287003067333528
synchronized_lowpass,q_rad_s,100ms,endpoint,low,Sep17,17,0.12929921971557992
synchronized_lowpass,q_rad_s,100ms,endpoint,low,Sep17,23,0.1399748172963343
synchronized_lowpass,q_rad_s,100ms,endpoint,low,Sep17,42,0.11946753845450273
synchronized_lowpass,q_rad_s,100ms,endpoint,low,Sep7,17,0.13898095379445657
synchronized_lowpass,q_rad_s,100ms,endpoint,low,Sep7,23,0.14435585310914012
synchronized_lowpass,q_rad_s,100ms,endpoint,low,Sep7,42,0.14478335709007537
synchronized_lowpass,q_rad_s,100ms,endpoint,middle,ALL,17,0.14784357425717473
synchronized_lowpass,q_rad_s,100ms,endpoint,middle,ALL,23,0.15435909674904516
synchronized_lowpass,q_rad_s,100ms,endpoint,middle,ALL,42,0.14593755519727997
synchronized_lowpass,q_rad_s,100ms,endpoint,middle,Sep17,17,0.14428276101914447
synchronized_lowpass,q_rad_s,100ms,endpoint,middle,Sep17,23,0.1526675831529191
synchronized_lowpass,q_rad_s,100ms,endpoint,middle,Sep17,42,0.14010172186540154
synchronized_lowpass,q_rad_s,100ms,endpoint,middle,Sep7,17,0.15100874157986827
synchronized_lowpass,q_rad_s,100ms,endpoint,middle,Sep7,23,0.15586266439004612
synchronized_lowpass,q_rad_s,100ms,endpoint,middle,Sep7,42,0.15112496260339414
synchronized_lowpass,q_rad_s,1s,endpoint,ALL,ALL,17,0.20458475387859962
synchronized_lowpass,q_rad_s,1s,endpoint,ALL,ALL,23,0.21736182976718635
synchronized_lowpass,q_rad_s,1s,endpoint,ALL,ALL,42,0.20124598920402026
synchronized_lowpass,q_rad_s,1s,endpoint,ALL,Sep17,17,0.21528020596727884
synchronized_lowpass,q_rad_s,1s,endpoint,ALL,Sep17,23,0.23982082839460325
synchronized_lowpass,q_rad_s,1s,endpoint,ALL,Sep17,42,0.21514239323403972
synchronized_lowpass,q_rad_s,1s,endpoint,ALL,Sep7,17,0.1950776853553292
synchronized_lowpass,q_rad_s,1s,endpoint,ALL,Sep7,23,0.19739827543170463
synchronized_lowpass,q_rad_s,1s,endpoint,ALL,Sep7,42,0.1888936300662252
synchronized_lowpass,q_rad_s,1s,endpoint,high,ALL,17,0.23361225493181373
synchronized_lowpass,q_rad_s,1s,endpoint,high,ALL,23,0.2551668500970431
synchronized_lowpass,q_rad_s,1s,endpoint,high,ALL,42,0.24176591444601628
synchronized_lowpass,q_rad_s,1s,endpoint,high,Sep17,17,0.25625865458111813
synchronized_lowpass,q_rad_s,1s,endpoint,high,Sep17,23,0.2878818759965696
synchronized_lowpass,q_rad_s,1s,endpoint,high,Sep17,42,0.2666090113972268
synchronized_lowpass,q_rad_s,1s,endpoint,high,Sep7,17,0.21348212191020985
synchronized_lowpass,q_rad_s,1s,endpoint,high,Sep7,23,0.22608682707524178
synchronized_lowpass,q_rad_s,1s,endpoint,high,Sep7,42,0.21968316160049578
synchronized_lowpass,q_rad_s,1s,endpoint,low,ALL,17,0.1898822581931936
synchronized_lowpass,q_rad_s,1s,endpoint,low,ALL,23,0.2079768298671407
synchronized_lowpass,q_rad_s,1s,endpoint,low,ALL,42,0.18530016963674567
synchronized_lowpass,q_rad_s,1s,endpoint,low,Sep17,17,0.18972324651645664
synchronized_lowpass,q_rad_s,1s,endpoint,low,Sep17,23,0.22108325583039096
synchronized_lowpass,q_rad_s,1s,endpoint,low,Sep17,42,0.18548790755219968
synchronized_lowpass,q_rad_s,1s,endpoint,low,Sep7,17,0.19002360190584866
synchronized_lowpass,q_rad_s,1s,endpoint,low,Sep7,23,0.1963266734553627
synchronized_lowpass,q_rad_s,1s,endpoint,low,Sep7,42,0.18513329148967542
synchronized_lowpass,q_rad_s,1s,endpoint,middle,ALL,17,0.19754424190985617
synchronized_lowpass,q_rad_s,1s,endpoint,middle,ALL,23,0.20445303771373335
synchronized_lowpass,q_rad_s,1s,endpoint,middle,ALL,42,0.18814575341602818
synchronized_lowpass,q_rad_s,1s,endpoint,middle,Sep17,17,0.20339887925851985
synchronized_lowpass,q_rad_s,1s,endpoint,middle,Sep17,23,0.2221733602222909
synchronized_lowpass,q_rad_s,1s,endpoint,middle,Sep17,42,0.1963385198405294
synchronized_lowpass,q_rad_s,1s,endpoint,middle,Sep7,17,0.19234011982215515
synchronized_lowpass,q_rad_s,1s,endpoint,middle,Sep7,23,0.18870163992834887
synchronized_lowpass,q_rad_s,1s,endpoint,middle,Sep7,42,0.18086329437202708
synchronized_lowpass,q_rad_s,200ms,endpoint,ALL,ALL,17,0.15755234612190697
synchronized_lowpass,q_rad_s,200ms,endpoint,ALL,ALL,23,0.16742354200942594
synchronized_lowpass,q_rad_s,200ms,endpoint,ALL,ALL,42,0.16595517010014807
synchronized_lowpass,q_rad_s,200ms,endpoint,ALL,Sep17,17,0.16948593696173492
synchronized_lowpass,q_rad_s,200ms,endpoint,ALL,Sep17,23,0.18740625869408253
synchronized_lowpass,q_rad_s,200ms,endpoint,ALL,Sep17,42,0.17638671142574788
synchronized_lowpass,q_rad_s,200ms,endpoint,ALL,Sep7,17,0.1469447098198377
synchronized_lowpass,q_rad_s,200ms,endpoint,ALL,Sep7,23,0.1496611271786201
synchronized_lowpass,q_rad_s,200ms,endpoint,ALL,Sep7,42,0.15668268892183712
synchronized_lowpass,q_rad_s,200ms,endpoint,high,ALL,17,0.19759281386807911
synchronized_lowpass,q_rad_s,200ms,endpoint,high,ALL,23,0.2172973596389834
synchronized_lowpass,q_rad_s,200ms,endpoint,high,ALL,42,0.21003428961732715
synchronized_lowpass,q_rad_s,200ms,endpoint,high,Sep17,17,0.22652730090070602
synchronized_lowpass,q_rad_s,200ms,endpoint,high,Sep17,23,0.26184766223081163
synchronized_lowpass,q_rad_s,200ms,endpoint,high,Sep17,42,0.24201205856871968
synchronized_lowpass,q_rad_s,200ms,endpoint,high,Sep7,17,0.17187326983907739
synchronized_lowpass,q_rad_s,200ms,endpoint,high,Sep7,23,0.17769709066846937
synchronized_lowpass,q_rad_s,200ms,endpoint,high,Sep7,42,0.18160960610497826
synchronized_lowpass,q_rad_s,200ms,endpoint,low,ALL,17,0.1294096679420706
synchronized_lowpass,q_rad_s,200ms,endpoint,low,ALL,23,0.13769753482607747
synchronized_lowpass,q_rad_s,200ms,endpoint,low,ALL,42,0.14017274300311103
synchronized_lowpass,q_rad_s,200ms,endpoint,low,Sep17,17,0.11888971433746186
synchronized_lowpass,q_rad_s,200ms,endpoint,low,Sep17,23,0.13310606195618255
synchronized_lowpass,q_rad_s,200ms,endpoint,low,Sep17,42,0.13145541283251708
synchronized_lowpass,q_rad_s,200ms,endpoint,low,Sep7,17,0.13876073781283388
synchronized_lowpass,q_rad_s,200ms,endpoint,low,Sep7,23,0.14177884404376181
synchronized_lowpass,q_rad_s,200ms,endpoint,low,Sep7,42,0.14792148093252788
synchronized_lowpass,q_rad_s,200ms,endpoint,middle,ALL,17,0.15093349659228752
synchronized_lowpass,q_rad_s,200ms,endpoint,middle,ALL,23,0.15531674837409332
synchronized_lowpass,q_rad_s,200ms,endpoint,middle,ALL,42,0.15531216730528813
synchronized_lowpass,q_rad_s,200ms,endpoint,middle,Sep17,17,0.15126838693182604
synchronized_lowpass,q_rad_s,200ms,endpoint,middle,Sep17,23,0.15959535681832082
synchronized_lowpass,q_rad_s,200ms,endpoint,middle,Sep17,42,0.1505451362154768
synchronized_lowpass,q_rad_s,200ms,endpoint,middle,Sep7,17,0.15063581629047548
synchronized_lowpass,q_rad_s,200ms,endpoint,middle,Sep7,23,0.1515135408681133
synchronized_lowpass,q_rad_s,200ms,endpoint,middle,Sep7,42,0.1595495282740093
synchronized_lowpass,q_rad_s,500_1000ms,interval,ALL,ALL,17,0.1903368723275581
synchronized_lowpass,q_rad_s,500_1000ms,interval,ALL,ALL,23,0.19843068109147097
synchronized_lowpass,q_rad_s,500_1000ms,interval,ALL,ALL,42,0.190414899125252
synchronized_lowpass,q_rad_s,500_1000ms,interval,ALL,Sep17,17,0.19866191520698268
synchronized_lowpass,q_rad_s,500_1000ms,interval,ALL,Sep17,23,0.21576546544227487
synchronized_lowpass,q_rad_s,500_1000ms,interval,ALL,Sep17,42,0.2003408765643371
synchronized_lowpass,q_rad_s,500_1000ms,interval,ALL,Sep7,17,0.18293683421251403
synchronized_lowpass,q_rad_s,500_1000ms,interval,ALL,Sep7,23,0.18302198389075638
synchronized_lowpass,q_rad_s,500_1000ms,interval,ALL,Sep7,42,0.1815918080682875
synchronized_lowpass,q_rad_s,500_1000ms,interval,high,ALL,17,0.23182866757021656
synchronized_lowpass,q_rad_s,500_1000ms,interval,high,ALL,23,0.24059450741021826
synchronized_lowpass,q_rad_s,500_1000ms,interval,high,ALL,42,0.23432554228882216
synchronized_lowpass,q_rad_s,500_1000ms,interval,high,Sep17,17,0.24919793032612897
synchronized_lowpass,q_rad_s,500_1000ms,interval,high,Sep17,23,0.2668047533260513
synchronized_lowpass,q_rad_s,500_1000ms,interval,high,Sep17,42,0.2502038874889527
synchronized_lowpass,q_rad_s,500_1000ms,interval,high,Sep7,17,0.21638932289829438
synchronized_lowpass,q_rad_s,500_1000ms,interval,high,Sep7,23,0.21729651104058886
synchronized_lowpass,q_rad_s,500_1000ms,interval,high,Sep7,42,0.22021145766648387
synchronized_lowpass,q_rad_s,500_1000ms,interval,low,ALL,17,0.16800340546711628
synchronized_lowpass,q_rad_s,500_1000ms,interval,low,ALL,23,0.17744560166988899
synchronized_lowpass,q_rad_s,500_1000ms,interval,low,ALL,42,0.16619389684043212
synchronized_lowpass,q_rad_s,500_1000ms,interval,low,Sep17,17,0.16538653935654762
synchronized_lowpass,q_rad_s,500_1000ms,interval,low,Sep17,23,0.1849362974819927
synchronized_lowpass,q_rad_s,500_1000ms,interval,low,Sep17,42,0.1628437647578732
synchronized_lowpass,q_rad_s,500_1000ms,interval,low,Sep7,17,0.1703295086765107
synchronized_lowpass,q_rad_s,500_1000ms,interval,low,Sep7,23,0.17078720539246345
synchronized_lowpass,q_rad_s,500_1000ms,interval,low,Sep7,42,0.16917179202492888
synchronized_lowpass,q_rad_s,500_1000ms,interval,middle,ALL,17,0.1851406971544238
synchronized_lowpass,q_rad_s,500_1000ms,interval,middle,ALL,23,0.19353464060293857
synchronized_lowpass,q_rad_s,500_1000ms,interval,middle,ALL,42,0.18511951647034006
synchronized_lowpass,q_rad_s,500_1000ms,interval,middle,Sep17,17,0.1841354421947981
synchronized_lowpass,q_rad_s,500_1000ms,interval,middle,Sep17,23,0.20116771039134088
synchronized_lowpass,q_rad_s,500_1000ms,interval,middle,Sep17,42,0.18681819041398254
synchronized_lowpass,q_rad_s,500_1000ms,interval,middle,Sep7,17,0.1860342571185355
synchronized_lowpass,q_rad_s,500_1000ms,interval,middle,Sep7,23,0.18674968967991426
synchronized_lowpass,q_rad_s,500_1000ms,interval,middle,Sep7,42,0.18360958407599118
synchronized_lowpass,q_rad_s,500ms,endpoint,ALL,ALL,17,0.17817817421518864
synchronized_lowpass,q_rad_s,500ms,endpoint,ALL,ALL,23,0.18166118947918578
synchronized_lowpass,q_rad_s,500ms,endpoint,ALL,ALL,42,0.17774209711215946
synchronized_lowpass,q_rad_s,500ms,endpoint,ALL,Sep17,17,0.17782788266154256
synchronized_lowpass,q_rad_s,500ms,endpoint,ALL,Sep17,23,0.18800662621996156
synchronized_lowpass,q_rad_s,500ms,endpoint,ALL,Sep17,42,0.17867638783142117
synchronized_lowpass,q_rad_s,500ms,endpoint,ALL,Sep7,17,0.17848954448509624
synchronized_lowpass,q_rad_s,500ms,endpoint,ALL,Sep7,23,0.17602080126516284
synchronized_lowpass,q_rad_s,500ms,endpoint,ALL,Sep7,42,0.1769116164728157
synchronized_lowpass,q_rad_s,500ms,endpoint,high,ALL,17,0.23401624348055727
synchronized_lowpass,q_rad_s,500ms,endpoint,high,ALL,23,0.23639046561648355
synchronized_lowpass,q_rad_s,500ms,endpoint,high,ALL,42,0.22666881581257722
synchronized_lowpass,q_rad_s,500ms,endpoint,high,Sep17,17,0.22164755252443968
synchronized_lowpass,q_rad_s,500ms,endpoint,high,Sep17,23,0.22615843929762985
synchronized_lowpass,q_rad_s,500ms,endpoint,high,Sep17,42,0.21693391171958729
synchronized_lowpass,q_rad_s,500ms,endpoint,high,Sep7,17,0.24501063544155072
synchronized_lowpass,q_rad_s,500ms,endpoint,high,Sep7,23,0.24548560012213136
synchronized_lowpass,q_rad_s,500ms,endpoint,high,Sep7,42,0.2353220638952349
synchronized_lowpass,q_rad_s,500ms,endpoint,low,ALL,17,0.14906235970492632
synchronized_lowpass,q_rad_s,500ms,endpoint,low,ALL,23,0.15500654834674843
synchronized_lowpass,q_rad_s,500ms,endpoint,low,ALL,42,0.15017949451133505
synchronized_lowpass,q_rad_s,500ms,endpoint,low,Sep17,17,0.13564683697402796
synchronized_lowpass,q_rad_s,500ms,endpoint,low,Sep17,23,0.15180827227542132
synchronized_lowpass,q_rad_s,500ms,endpoint,low,Sep17,42,0.1376493664808891
synchronized_lowpass,q_rad_s,500ms,endpoint,low,Sep7,17,0.16098726879905823
synchronized_lowpass,q_rad_s,500ms,endpoint,low,Sep7,23,0.15784946041015024
synchronized_lowpass,q_rad_s,500ms,endpoint,low,Sep7,42,0.16131738609395369
synchronized_lowpass,q_rad_s,500ms,endpoint,middle,ALL,17,0.17058601014289565
synchronized_lowpass,q_rad_s,500ms,endpoint,middle,ALL,23,0.174438150195546
synchronized_lowpass,q_rad_s,500ms,endpoint,middle,ALL,42,0.17205487294795296
synchronized_lowpass,q_rad_s,500ms,endpoint,middle,Sep17,17,0.1685586542791948
synchronized_lowpass,q_rad_s,500ms,endpoint,middle,Sep17,23,0.1797026978696536
synchronized_lowpass,q_rad_s,500ms,endpoint,middle,Sep17,42,0.17091133201540157
synchronized_lowpass,q_rad_s,500ms,endpoint,middle,Sep7,17,0.17238810424396306
synchronized_lowpass,q_rad_s,500ms,endpoint,middle,Sep7,23,0.16975855226300596
synchronized_lowpass,q_rad_s,500ms,endpoint,middle,Sep7,42,0.1730713537768875
synchronized_lowpass,r_rad_s,0_500ms,interval,ALL,ALL,17,0.11976109786328791
synchronized_lowpass,r_rad_s,0_500ms,interval,ALL,ALL,23,0.1199945081874425
synchronized_lowpass,r_rad_s,0_500ms,interval,ALL,ALL,42,0.1180383456023305
synchronized_lowpass,r_rad_s,0_500ms,interval,ALL,Sep17,17,0.1293621742905781
synchronized_lowpass,r_rad_s,0_500ms,interval,ALL,Sep17,23,0.1286410528669637
synchronized_lowpass,r_rad_s,0_500ms,interval,ALL,Sep17,42,0.12996462883701868
synchronized_lowpass,r_rad_s,0_500ms,interval,ALL,Sep7,17,0.11122680770569665
synchronized_lowpass,r_rad_s,0_500ms,interval,ALL,Sep7,23,0.11230869069453481
synchronized_lowpass,r_rad_s,0_500ms,interval,ALL,Sep7,42,0.10743720494927432
synchronized_lowpass,r_rad_s,0_500ms,interval,high,ALL,17,0.14254237161010705
synchronized_lowpass,r_rad_s,0_500ms,interval,high,ALL,23,0.1425281889741124
synchronized_lowpass,r_rad_s,0_500ms,interval,high,ALL,42,0.14181019820433088
synchronized_lowpass,r_rad_s,0_500ms,interval,high,Sep17,17,0.15346692270397252
synchronized_lowpass,r_rad_s,0_500ms,interval,high,Sep17,23,0.1533417705326574
synchronized_lowpass,r_rad_s,0_500ms,interval,high,Sep17,42,0.16065541002119763
synchronized_lowpass,r_rad_s,0_500ms,interval,high,Sep7,17,0.13283165952667106
synchronized_lowpass,r_rad_s,0_500ms,interval,high,Sep7,23,0.13291611647762797
synchronized_lowpass,r_rad_s,0_500ms,interval,high,Sep7,42,0.12505889881156043
synchronized_lowpass,r_rad_s,0_500ms,interval,low,ALL,17,0.1060608931178295
synchronized_lowpass,r_rad_s,0_500ms,interval,low,ALL,23,0.10695699390651822
synchronized_lowpass,r_rad_s,0_500ms,interval,low,ALL,42,0.10269537536407274
synchronized_lowpass,r_rad_s,0_500ms,interval,low,Sep17,17,0.10711989496916498
synchronized_lowpass,r_rad_s,0_500ms,interval,low,Sep17,23,0.1076533644256984
synchronized_lowpass,r_rad_s,0_500ms,interval,low,Sep17,42,0.10394422214690613
synchronized_lowpass,r_rad_s,0_500ms,interval,low,Sep7,17,0.10511955813886462
synchronized_lowpass,r_rad_s,0_500ms,interval,low,Sep7,23,0.10633799788946917
synchronized_lowpass,r_rad_s,0_500ms,interval,low,Sep7,42,0.10158528933488749
synchronized_lowpass,r_rad_s,0_500ms,interval,middle,ALL,17,0.11696377655897826
synchronized_lowpass,r_rad_s,0_500ms,interval,middle,ALL,23,0.11708839782983192
synchronized_lowpass,r_rad_s,0_500ms,interval,middle,ALL,42,0.11436415444093702
synchronized_lowpass,r_rad_s,0_500ms,interval,middle,Sep17,17,0.1247624370358367
synchronized_lowpass,r_rad_s,0_500ms,interval,middle,Sep17,23,0.1238439901107857
synchronized_lowpass,r_rad_s,0_500ms,interval,middle,Sep17,42,0.12297165059602586
synchronized_lowpass,r_rad_s,0_500ms,interval,middle,Sep7,17,0.11003163391288184
synchronized_lowpass,r_rad_s,0_500ms,interval,middle,Sep7,23,0.11108342691342854
synchronized_lowpass,r_rad_s,0_500ms,interval,middle,Sep7,42,0.10671304674752474
synchronized_lowpass,r_rad_s,100ms,endpoint,ALL,ALL,17,0.10523667765493007
synchronized_lowpass,r_rad_s,100ms,endpoint,ALL,ALL,23,0.10812606847590164
synchronized_lowpass,r_rad_s,100ms,endpoint,ALL,ALL,42,0.10391528667924153
synchronized_lowpass,r_rad_s,100ms,endpoint,ALL,Sep17,17,0.10641354272803245
synchronized_lowpass,r_rad_s,100ms,endpoint,ALL,Sep17,23,0.11321975241855048
synchronized_lowpass,r_rad_s,100ms,endpoint,ALL,Sep17,42,0.10597741967722661
synchronized_lowpass,r_rad_s,100ms,endpoint,ALL,Sep7,17,0.10419057536772794
synchronized_lowpass,r_rad_s,100ms,endpoint,ALL,Sep7,23,0.10359834941576934
synchronized_lowpass,r_rad_s,100ms,endpoint,ALL,Sep7,42,0.10208227956992146
synchronized_lowpass,r_rad_s,100ms,endpoint,high,ALL,17,0.11899545939779059
synchronized_lowpass,r_rad_s,100ms,endpoint,high,ALL,23,0.12208454480341462
synchronized_lowpass,r_rad_s,100ms,endpoint,high,ALL,42,0.11880802221615563
synchronized_lowpass,r_rad_s,100ms,endpoint,high,Sep17,17,0.11997541149470284
synchronized_lowpass,r_rad_s,100ms,endpoint,high,Sep17,23,0.12349560195653328
synchronized_lowpass,r_rad_s,100ms,endpoint,high,Sep17,42,0.12193505492214643
synchronized_lowpass,r_rad_s,100ms,endpoint,high,Sep7,17,0.11812439086720193
synchronized_lowpass,r_rad_s,100ms,endpoint,high,Sep7,23,0.12083027177842023
synchronized_lowpass,r_rad_s,100ms,endpoint,high,Sep7,42,0.11602843758860826
synchronized_lowpass,r_rad_s,100ms,endpoint,low,ALL,17,0.0956771001321115
synchronized_lowpass,r_rad_s,100ms,endpoint,low,ALL,23,0.0975710943993973
synchronized_lowpass,r_rad_s,100ms,endpoint,low,ALL,42,0.09347125377625151
synchronized_lowpass,r_rad_s,100ms,endpoint,low,Sep17,17,0.09160905732950077
synchronized_lowpass,r_rad_s,100ms,endpoint,low,Sep17,23,0.09767110235333536
synchronized_lowpass,r_rad_s,100ms,endpoint,low,Sep17,42,0.08956996907616258
synchronized_lowpass,r_rad_s,100ms,endpoint,low,Sep7,17,0.0992931381788766
synchronized_lowpass,r_rad_s,100ms,endpoint,low,Sep7,23,0.09748219844034124
synchronized_lowpass,r_rad_s,100ms,endpoint,low,Sep7,42,0.0969390623985528
synchronized_lowpass,r_rad_s,100ms,endpoint,middle,ALL,17,0.10243964155106945
synchronized_lowpass,r_rad_s,100ms,endpoint,middle,ALL,23,0.10571613956152925
synchronized_lowpass,r_rad_s,100ms,endpoint,middle,ALL,42,0.1005500662718933
synchronized_lowpass,r_rad_s,100ms,endpoint,middle,Sep17,17,0.10354703691267049
synchronized_lowpass,r_rad_s,100ms,endpoint,middle,Sep17,23,0.11223822890917577
synchronized_lowpass,r_rad_s,100ms,endpoint,middle,Sep17,42,0.10233681287824796
synchronized_lowpass,r_rad_s,100ms,endpoint,middle,Sep7,17,0.10145529011853521
synchronized_lowpass,r_rad_s,100ms,endpoint,middle,Sep7,23,0.09991872680806566
synchronized_lowpass,r_rad_s,100ms,endpoint,middle,Sep7,42,0.09896184706624472
synchronized_lowpass,r_rad_s,1s,endpoint,ALL,ALL,17,0.1557682968125796
synchronized_lowpass,r_rad_s,1s,endpoint,ALL,ALL,23,0.150814786543488
synchronized_lowpass,r_rad_s,1s,endpoint,ALL,ALL,42,0.15592543437149248
synchronized_lowpass,r_rad_s,1s,endpoint,ALL,Sep17,17,0.17836403629155922
synchronized_lowpass,r_rad_s,1s,endpoint,ALL,Sep17,23,0.16868817518813262
synchronized_lowpass,r_rad_s,1s,endpoint,ALL,Sep17,42,0.18283132218129353
synchronized_lowpass,r_rad_s,1s,endpoint,ALL,Sep7,17,0.13568319505348658
synchronized_lowpass,r_rad_s,1s,endpoint,ALL,Sep7,23,0.13492732997047058
synchronized_lowpass,r_rad_s,1s,endpoint,ALL,Sep7,42,0.13200908965166933
synchronized_lowpass,r_rad_s,1s,endpoint,high,ALL,17,0.16859658336870145
synchronized_lowpass,r_rad_s,1s,endpoint,high,ALL,23,0.16836166004051745
synchronized_lowpass,r_rad_s,1s,endpoint,high,ALL,42,0.1712216501671704
synchronized_lowpass,r_rad_s,1s,endpoint,high,Sep17,17,0.20167208953796478
synchronized_lowpass,r_rad_s,1s,endpoint,high,Sep17,23,0.2008468681066986
synchronized_lowpass,r_rad_s,1s,endpoint,high,Sep17,42,0.20637912563144195
synchronized_lowpass,r_rad_s,1s,endpoint,high,Sep7,17,0.13919613344046738
synchronized_lowpass,r_rad_s,1s,endpoint,high,Sep7,23,0.1394859195372453
synchronized_lowpass,r_rad_s,1s,endpoint,high,Sep7,42,0.13997056086559564
synchronized_lowpass,r_rad_s,1s,endpoint,low,ALL,17,0.1432076838480552
synchronized_lowpass,r_rad_s,1s,endpoint,low,ALL,23,0.13800041510918187
synchronized_lowpass,r_rad_s,1s,endpoint,low,ALL,42,0.14320966456749712
synchronized_lowpass,r_rad_s,1s,endpoint,low,Sep17,17,0.1550649902708804
synchronized_lowpass,r_rad_s,1s,endpoint,low,Sep17,23,0.1424773730453105
synchronized_lowpass,r_rad_s,1s,endpoint,low,Sep17,42,0.15953178466396328
synchronized_lowpass,r_rad_s,1s,endpoint,low,Sep7,17,0.13266785591665506
synchronized_lowpass,r_rad_s,1s,endpoint,low,Sep7,23,0.1340208969437342
synchronized_lowpass,r_rad_s,1s,endpoint,low,Sep7,42,0.1287011133706383
synchronized_lowpass,r_rad_s,1s,endpoint,middle,ALL,17,0.15496008528783436
synchronized_lowpass,r_rad_s,1s,endpoint,middle,ALL,23,0.14822965274669417
synchronized_lowpass,r_rad_s,1s,endpoint,middle,ALL,42,0.1542683487150708
synchronized_lowpass,r_rad_s,1s,endpoint,middle,Sep17,17,0.1703255228275171
synchronized_lowpass,r_rad_s,1s,endpoint,middle,Sep17,23,0.15974207553767963
synchronized_lowpass,r_rad_s,1s,endpoint,middle,Sep17,42,0.17454315906096446
synchronized_lowpass,r_rad_s,1s,endpoint,middle,Sep7,17,0.14130191858589422
synchronized_lowpass,r_rad_s,1s,endpoint,middle,Sep7,23,0.137996388043596
synchronized_lowpass,r_rad_s,1s,endpoint,middle,Sep7,42,0.1362462950742764
synchronized_lowpass,r_rad_s,200ms,endpoint,ALL,ALL,17,0.130513669559477
synchronized_lowpass,r_rad_s,200ms,endpoint,ALL,ALL,23,0.13084060169511086
synchronized_lowpass,r_rad_s,200ms,endpoint,ALL,ALL,42,0.12859173234653665
synchronized_lowpass,r_rad_s,200ms,endpoint,ALL,Sep17,17,0.13610359004699307
synchronized_lowpass,r_rad_s,200ms,endpoint,ALL,Sep17,23,0.1381161102589707
synchronized_lowpass,r_rad_s,200ms,endpoint,ALL,Sep17,42,0.13863087785447528
synchronized_lowpass,r_rad_s,200ms,endpoint,ALL,Sep7,17,0.12554485134835155
synchronized_lowpass,r_rad_s,200ms,endpoint,ALL,Sep7,23,0.12437348297167988
synchronized_lowpass,r_rad_s,200ms,endpoint,ALL,Sep7,42,0.11966804745059122
synchronized_lowpass,r_rad_s,200ms,endpoint,high,ALL,17,0.16558503913135353
synchronized_lowpass,r_rad_s,200ms,endpoint,high,ALL,23,0.1591317473525183
synchronized_lowpass,r_rad_s,200ms,endpoint,high,ALL,42,0.16385539579283587
synchronized_lowpass,r_rad_s,200ms,endpoint,high,Sep17,17,0.17576705726297076
synchronized_lowpass,r_rad_s,200ms,endpoint,high,Sep17,23,0.17286053793921413
synchronized_lowpass,r_rad_s,200ms,endpoint,high,Sep17,42,0.18421852693275786
synchronized_lowpass,r_rad_s,200ms,endpoint,high,Sep7,17,0.15653435634769375
synchronized_lowpass,r_rad_s,200ms,endpoint,high,Sep7,23,0.14692837794212202
synchronized_lowpass,r_rad_s,200ms,endpoint,high,Sep7,42,0.14575483477957185
synchronized_lowpass,r_rad_s,200ms,endpoint,low,ALL,17,0.11412757361097536
synchronized_lowpass,r_rad_s,200ms,endpoint,low,ALL,23,0.11675983514556028
synchronized_lowpass,r_rad_s,200ms,endpoint,low,ALL,42,0.11223022698380403
synchronized_lowpass,r_rad_s,200ms,endpoint,low,Sep17,17,0.10524157936460798
synchronized_lowpass,r_rad_s,200ms,endpoint,low,Sep17,23,0.10990521187501211
synchronized_lowpass,r_rad_s,200ms,endpoint,low,Sep17,42,0.10630492210164295
synchronized_lowpass,r_rad_s,200ms,endpoint,low,Sep7,17,0.12202623516330194
synchronized_lowpass,r_rad_s,200ms,endpoint,low,Sep7,23,0.12285283360826976
synchronized_lowpass,r_rad_s,200ms,endpoint,low,Sep7,42,0.11749716465683607
synchronized_lowpass,r_rad_s,200ms,endpoint,middle,ALL,17,0.12107533366675624
synchronized_lowpass,r_rad_s,200ms,endpoint,middle,ALL,23,0.12252798920108988
synchronized_lowpass,r_rad_s,200ms,endpoint,middle,ALL,42,0.11779609599359035
synchronized_lowpass,r_rad_s,200ms,endpoint,middle,Sep17,17,0.12540416794830134
synchronized_lowpass,r_rad_s,200ms,endpoint,middle,Sep17,23,0.12909771824660282
synchronized_lowpass,r_rad_s,200ms,endpoint,middle,Sep17,42,0.12577603037333435
synchronized_lowpass,r_rad_s,200ms,endpoint,middle,Sep7,17,0.11722748097204946
synchronized_lowpass,r_rad_s,200ms,endpoint,middle,Sep7,23,0.11668823004952283
synchronized_lowpass,r_rad_s,200ms,endpoint,middle,Sep7,42,0.11070282098937347
synchronized_lowpass,r_rad_s,500_1000ms,interval,ALL,ALL,17,0.14996299943311783
