condition,metric,horizon,kind,group,cohort,mean,std
original,rate_rad_s,1s,endpoint,low,Sep7,0.6006022643006249,0.00761233372843932
original,rate_rad_s,1s,endpoint,middle,ALL,0.6121624528562599,0.010988752425646942
original,rate_rad_s,1s,endpoint,middle,Sep17,0.597993579175225,0.015205446147631049
original,rate_rad_s,1s,endpoint,middle,Sep7,0.6247570072394021,0.008748602079073518
original,rate_rad_s,200ms,endpoint,ALL,ALL,0.5662829067172568,0.0028450703929824867
original,rate_rad_s,200ms,endpoint,ALL,Sep17,0.5370344702811892,0.0007091605500894133
original,rate_rad_s,200ms,endpoint,ALL,Sep7,0.5922815168826502,0.005015444449187387
original,rate_rad_s,200ms,endpoint,high,ALL,0.5932157785122897,0.0037415277230517735
original,rate_rad_s,200ms,endpoint,high,Sep17,0.6086982476129711,0.008795216676584842
original,rate_rad_s,200ms,endpoint,high,Sep7,0.5794535837561285,0.0017839022476905124
original,rate_rad_s,200ms,endpoint,low,ALL,0.5498629727099353,0.0035537184885522525
original,rate_rad_s,200ms,endpoint,low,Sep17,0.5160407074774774,0.002813290097930551
original,rate_rad_s,200ms,endpoint,low,Sep7,0.5799272084721201,0.004658949608227237
original,rate_rad_s,200ms,endpoint,middle,ALL,0.5560240612731703,0.0060290121567116725
original,rate_rad_s,200ms,endpoint,middle,Sep17,0.5081474321996906,0.0037618375436001507
original,rate_rad_s,200ms,endpoint,middle,Sep7,0.5985810648940411,0.011526949786410444
original,rate_rad_s,500_1000ms,interval,ALL,ALL,0.6023055712837705,0.005313837979395097
original,rate_rad_s,500_1000ms,interval,ALL,Sep17,0.5900745457994347,0.0081147671719353
original,rate_rad_s,500_1000ms,interval,ALL,Sep7,0.6131775939365135,0.003135166927004726
original,rate_rad_s,500_1000ms,interval,high,ALL,0.6507582911918317,0.0025148569398317287
original,rate_rad_s,500_1000ms,interval,high,Sep17,0.6504023211248553,0.0061375445880246645
original,rate_rad_s,500_1000ms,interval,high,Sep7,0.6510747090291439,0.0008451677952907563
original,rate_rad_s,500_1000ms,interval,low,ALL,0.5797071710302126,0.007654859266617867
original,rate_rad_s,500_1000ms,interval,low,Sep17,0.5634923778302572,0.012411271502324803
original,rate_rad_s,500_1000ms,interval,low,Sep7,0.594120320541284,0.0034954097707295996
original,rate_rad_s,500_1000ms,interval,middle,ALL,0.5970154066457987,0.005869043258660876
original,rate_rad_s,500_1000ms,interval,middle,Sep17,0.5708349745088207,0.008240789965615884
original,rate_rad_s,500_1000ms,interval,middle,Sep7,0.620286901878668,0.004191075528948462
original,rate_rad_s,500ms,endpoint,ALL,ALL,0.5965765681119546,0.0028140650971415606
original,rate_rad_s,500ms,endpoint,ALL,Sep17,0.5609187370666632,0.004592958152190309
original,rate_rad_s,500ms,endpoint,ALL,Sep7,0.6282724179299914,0.002589991378642911
original,rate_rad_s,500ms,endpoint,high,ALL,0.6687925217397871,0.00277020675081594
original,rate_rad_s,500ms,endpoint,high,Sep17,0.6269487031941505,0.0008867356723480835
original,rate_rad_s,500ms,endpoint,high,Sep7,0.7059870271136863,0.00596545018074616
original,rate_rad_s,500ms,endpoint,low,ALL,0.5585118319023715,0.004826245589753623
original,rate_rad_s,500ms,endpoint,low,Sep17,0.4989256438884084,0.007670627271205272
original,rate_rad_s,500ms,endpoint,low,Sep7,0.6114773323592277,0.004158928771837506
original,rate_rad_s,500ms,endpoint,middle,ALL,0.5755524978358896,0.004164422915269267
original,rate_rad_s,500ms,endpoint,middle,Sep17,0.5443044832896043,0.005617340838429824
original,rate_rad_s,500ms,endpoint,middle,Sep7,0.603328510765921,0.0033809536511753132
synchronized,attitude_deg,0_500ms,interval,ALL,ALL,2.8323905972667194,0.0327203134837565
synchronized,attitude_deg,0_500ms,interval,ALL,Sep17,3.1359180873261745,0.05640554165908876
synchronized,attitude_deg,0_500ms,interval,ALL,Sep7,2.5625883838805374,0.023724889630133805
synchronized,attitude_deg,0_500ms,interval,high,ALL,3.5366325638860636,0.022027944196187154
synchronized,attitude_deg,0_500ms,interval,high,Sep17,4.061937835918376,0.08354451114537978
synchronized,attitude_deg,0_500ms,interval,high,Sep7,3.069694544301786,0.03275239389132399
synchronized,attitude_deg,0_500ms,interval,low,ALL,2.3421592562328457,0.03664976666947521
synchronized,attitude_deg,0_500ms,interval,low,Sep17,2.32481229370199,0.05765485990627625
synchronized,attitude_deg,0_500ms,interval,low,Sep7,2.357578778482496,0.030332196504785837
synchronized,attitude_deg,0_500ms,interval,middle,ALL,2.7542234447909895,0.02865065496098333
synchronized,attitude_deg,0_500ms,interval,middle,Sep17,2.8950732623212105,0.047273723463757654
synchronized,attitude_deg,0_500ms,interval,middle,Sep7,2.629023606986348,0.024896420670690755
synchronized,attitude_deg,100ms,endpoint,ALL,ALL,1.4798557140341575,0.013501815382940104
synchronized,attitude_deg,100ms,endpoint,ALL,Sep17,1.5877005996504858,0.008523323835503154
synchronized,attitude_deg,100ms,endpoint,ALL,Sep7,1.38399359348631,0.019985686621348312
synchronized,attitude_deg,100ms,endpoint,high,ALL,1.7582956012168431,0.02802730548174971
synchronized,attitude_deg,100ms,endpoint,high,Sep17,2.0459426562762957,0.03679688725089494
synchronized,attitude_deg,100ms,endpoint,high,Sep7,1.5026093300528853,0.021503738026746697
synchronized,attitude_deg,100ms,endpoint,low,ALL,1.2683066325411347,0.03253842175492813
synchronized,attitude_deg,100ms,endpoint,low,Sep17,1.2515168554072533,0.05151029465849423
synchronized,attitude_deg,100ms,endpoint,low,Sep7,1.2832308788823623,0.02080500349949507
synchronized,attitude_deg,100ms,endpoint,middle,ALL,1.458799829186592,0.012201997924948187
synchronized,attitude_deg,100ms,endpoint,middle,Sep17,1.474219167138595,0.003713180880299253
synchronized,attitude_deg,100ms,endpoint,middle,Sep7,1.4450937510070336,0.02159018989301469
synchronized,attitude_deg,1s,endpoint,ALL,ALL,6.71700964853051,0.1488202294646723
synchronized,attitude_deg,1s,endpoint,ALL,Sep17,7.584239562389336,0.36343723520052473
synchronized,attitude_deg,1s,endpoint,ALL,Sep7,5.946138613989331,0.041994829617609475
synchronized,attitude_deg,1s,endpoint,high,ALL,7.768502868407565,0.042589823867311694
synchronized,attitude_deg,1s,endpoint,high,Sep17,8.622617794622702,0.12060033537301577
synchronized,attitude_deg,1s,endpoint,high,Sep7,7.009289600660778,0.0560711770944253
synchronized,attitude_deg,1s,endpoint,low,ALL,5.857737936961603,0.18672562386826277
synchronized,attitude_deg,1s,endpoint,low,Sep17,6.189950395813946,0.4840420463713963
synchronized,attitude_deg,1s,endpoint,low,Sep7,5.5624379735373,0.08270122943686004
synchronized,attitude_deg,1s,endpoint,middle,ALL,6.754434936968326,0.21009606932769948
synchronized,attitude_deg,1s,endpoint,middle,Sep17,7.403874959118734,0.42697408108258583
synchronized,attitude_deg,1s,endpoint,middle,Sep7,6.177154917279073,0.035127597025192775
synchronized,attitude_deg,200ms,endpoint,ALL,ALL,2.3268850500249685,0.04294914067681232
synchronized,attitude_deg,200ms,endpoint,ALL,Sep17,2.51330676343242,0.05596025288727442
synchronized,attitude_deg,200ms,endpoint,ALL,Sep7,2.1611768603294554,0.03155854286955576
synchronized,attitude_deg,200ms,endpoint,high,ALL,2.8920421437204737,0.06160895677446337
synchronized,attitude_deg,200ms,endpoint,high,Sep17,3.350230874351307,0.10473670387997669
synchronized,attitude_deg,200ms,endpoint,high,Sep7,2.4847632720486215,0.03138960075813594
synchronized,attitude_deg,200ms,endpoint,low,ALL,1.9203527123156823,0.03950303053571028
synchronized,attitude_deg,200ms,endpoint,low,Sep17,1.8064372451905788,0.05348740569674738
synchronized,attitude_deg,200ms,endpoint,low,Sep7,2.0216109053157747,0.02812915725517619
synchronized,attitude_deg,200ms,endpoint,middle,ALL,2.2319806692285056,0.03224706596891967
synchronized,attitude_deg,200ms,endpoint,middle,Sep17,2.2774700816022997,0.034469498099486844
synchronized,attitude_deg,200ms,endpoint,middle,Sep7,2.191545636007355,0.030373543861640793
synchronized,attitude_deg,500_1000ms,interval,ALL,ALL,5.536843112551771,0.08381449518088646
synchronized,attitude_deg,500_1000ms,interval,ALL,Sep17,6.2230235966503615,0.2155831721514248
synchronized,attitude_deg,500_1000ms,interval,ALL,Sep7,4.926904904464133,0.0369578551336722
synchronized,attitude_deg,500_1000ms,interval,high,ALL,6.61286677780674,0.029803678580073642
synchronized,attitude_deg,500_1000ms,interval,high,Sep17,7.276892783660479,0.07208933543027965
synchronized,attitude_deg,500_1000ms,interval,high,Sep7,6.022621439270085,0.014645304490285829
synchronized,attitude_deg,500_1000ms,interval,low,ALL,4.7587955452717,0.10157037122066416
synchronized,attitude_deg,500_1000ms,interval,low,Sep17,4.972937876399921,0.2852023449624533
synchronized,attitude_deg,500_1000ms,interval,low,Sep7,4.5684468064910595,0.07641028429685207
synchronized,attitude_deg,500_1000ms,interval,middle,ALL,5.507808975484546,0.1276453378192004
synchronized,attitude_deg,500_1000ms,interval,middle,Sep17,6.025168736631421,0.26543201361084573
synchronized,attitude_deg,500_1000ms,interval,middle,Sep7,5.047933632242882,0.011646890478139264
synchronized,attitude_deg,500ms,endpoint,ALL,ALL,4.176812420628267,0.05853902189801946
synchronized,attitude_deg,500ms,endpoint,ALL,Sep17,4.680613409774359,0.11706558285880511
synchronized,attitude_deg,500ms,endpoint,ALL,Sep7,3.7289893191650747,0.04603402498710988
synchronized,attitude_deg,500ms,endpoint,high,ALL,5.138235114396904,0.02398632176442886
synchronized,attitude_deg,500ms,endpoint,high,Sep17,5.868929398813182,0.12964007787055767
synchronized,attitude_deg,500ms,endpoint,high,Sep7,4.4887290838046585,0.07329224958356452
synchronized,attitude_deg,500ms,endpoint,low,ALL,3.5032678961263657,0.05895946039161073
synchronized,attitude_deg,500ms,endpoint,low,Sep17,3.563301653931044,0.12082253592199141
synchronized,attitude_deg,500ms,endpoint,low,Sep7,3.449904555855541,0.06759135641068277
synchronized,attitude_deg,500ms,endpoint,middle,ALL,4.088310120478814,0.0698240041724472
synchronized,attitude_deg,500ms,endpoint,middle,Sep17,4.393367412527305,0.11690903937423086
synchronized,attitude_deg,500ms,endpoint,middle,Sep7,3.817148083102379,0.05423185435002684
synchronized,p_rad_s,0_500ms,interval,ALL,ALL,0.4735751831131571,0.0037518143268248294
synchronized,p_rad_s,0_500ms,interval,ALL,Sep17,0.4473800172746012,0.005264755882317052
synchronized,p_rad_s,0_500ms,interval,ALL,Sep7,0.4968597749696511,0.0031056920881900154
synchronized,p_rad_s,0_500ms,interval,high,ALL,0.5082979629847362,0.0034637252435003483
synchronized,p_rad_s,0_500ms,interval,high,Sep17,0.49396430088897264,0.003401696419567004
synchronized,p_rad_s,0_500ms,interval,high,Sep7,0.5210389959587484,0.0038362960805637526
synchronized,p_rad_s,0_500ms,interval,low,ALL,0.46309336922033895,0.0037706656962331908
synchronized,p_rad_s,0_500ms,interval,low,Sep17,0.43389457793169717,0.005263346255004562
synchronized,p_rad_s,0_500ms,interval,low,Sep7,0.48904785036579823,0.004479437470972369
synchronized,p_rad_s,0_500ms,interval,middle,ALL,0.4663977069680559,0.0034885318527460916
synchronized,p_rad_s,0_500ms,interval,middle,Sep17,0.4308817307553549,0.006811765462712031
synchronized,p_rad_s,0_500ms,interval,middle,Sep7,0.4979674636015679,0.0011990678774307013
synchronized,p_rad_s,100ms,endpoint,ALL,ALL,0.453635618686057,0.003516924901052714
synchronized,p_rad_s,100ms,endpoint,ALL,Sep17,0.43294049316479044,0.004953671195738783
synchronized,p_rad_s,100ms,endpoint,ALL,Sep7,0.4720312858160718,0.0025248851494317956
synchronized,p_rad_s,100ms,endpoint,high,ALL,0.4712867732507157,0.005750507094773632
synchronized,p_rad_s,100ms,endpoint,high,Sep17,0.46961968645348007,0.009172670222225968
synchronized,p_rad_s,100ms,endpoint,high,Sep7,0.47276862818159177,0.002847291124183741
synchronized,p_rad_s,100ms,endpoint,low,ALL,0.4340289433731869,0.0005449592280981762
synchronized,p_rad_s,100ms,endpoint,low,Sep17,0.3919620179066398,0.0032395213948911462
synchronized,p_rad_s,100ms,endpoint,low,Sep7,0.47142176601011765,0.002458348511534171
synchronized,p_rad_s,100ms,endpoint,middle,ALL,0.4476198473653586,0.0037448760249444183
synchronized,p_rad_s,100ms,endpoint,middle,Sep17,0.4242086470560795,0.00700054562912034
synchronized,p_rad_s,100ms,endpoint,middle,Sep7,0.468429803195829,0.00165980321457749
synchronized,p_rad_s,1s,endpoint,ALL,ALL,0.49236541721656807,0.002993968933576699
synchronized,p_rad_s,1s,endpoint,ALL,Sep17,0.473018684539605,0.003443601274774717
synchronized,p_rad_s,1s,endpoint,ALL,Sep7,0.5095625129294241,0.005754534289932947
synchronized,p_rad_s,1s,endpoint,high,ALL,0.49862634311668835,0.00313102835906708
synchronized,p_rad_s,1s,endpoint,high,Sep17,0.4808824961341874,0.0051711376087437335
synchronized,p_rad_s,1s,endpoint,high,Sep7,0.514398651545578,0.001340006645455352
synchronized,p_rad_s,1s,endpoint,low,ALL,0.472783102726888,0.005021717697237667
synchronized,p_rad_s,1s,endpoint,low,Sep17,0.4627034935955676,0.0040586329884560604
synchronized,p_rad_s,1s,endpoint,low,Sep7,0.48174275528806154,0.009661322862197709
synchronized,p_rad_s,1s,endpoint,middle,ALL,0.49459065894641946,0.0029192631669260104
synchronized,p_rad_s,1s,endpoint,middle,Sep17,0.46334077808757995,0.004834276283952949
synchronized,p_rad_s,1s,endpoint,middle,Sep7,0.5223683308209435,0.0018647110494078407
synchronized,p_rad_s,200ms,endpoint,ALL,ALL,0.4771129702107231,0.0020276250758497804
synchronized,p_rad_s,200ms,endpoint,ALL,Sep17,0.4402347701952644,0.005224422159067277
synchronized,p_rad_s,200ms,endpoint,ALL,Sep7,0.5098935924466864,0.0031935208443233947
synchronized,p_rad_s,200ms,endpoint,high,ALL,0.4846353258118707,0.005575122000090583
synchronized,p_rad_s,200ms,endpoint,high,Sep17,0.4782550189156309,0.00868058271714694
synchronized,p_rad_s,200ms,endpoint,high,Sep7,0.4903067097196394,0.0028155791479235475
synchronized,p_rad_s,200ms,endpoint,low,ALL,0.47505721184613176,0.0015883346357282925
synchronized,p_rad_s,200ms,endpoint,low,Sep17,0.4541876919642496,0.004429133967675665
synchronized,p_rad_s,200ms,endpoint,low,Sep7,0.4936078961855826,0.002525926503901011
synchronized,p_rad_s,200ms,endpoint,middle,ALL,0.465451992230677,0.0025626366111626293
synchronized,p_rad_s,200ms,endpoint,middle,Sep17,0.4092995618356265,0.005500034337068257
synchronized,p_rad_s,200ms,endpoint,middle,Sep7,0.5153652636929441,0.009728217243513346
synchronized,p_rad_s,500_1000ms,interval,ALL,ALL,0.48744058126308526,0.004702524780070461
synchronized,p_rad_s,500_1000ms,interval,ALL,Sep17,0.46610851917248297,0.0063296600440018395
synchronized,p_rad_s,500_1000ms,interval,ALL,Sep7,0.5064024142325093,0.004746153341934864
synchronized,p_rad_s,500_1000ms,interval,high,ALL,0.5180264590089995,0.0038431666297453035
synchronized,p_rad_s,500_1000ms,interval,high,Sep17,0.5047124078738904,0.005424551220571767
synchronized,p_rad_s,500_1000ms,interval,high,Sep7,0.5298611711290965,0.002500771131688991
synchronized,p_rad_s,500_1000ms,interval,low,ALL,0.4747624170113743,0.004788555272214903
synchronized,p_rad_s,500_1000ms,interval,low,Sep17,0.4549820082223004,0.006132905767178731
synchronized,p_rad_s,500_1000ms,interval,low,Sep7,0.4923450026016622,0.006117332069707863
synchronized,p_rad_s,500_1000ms,interval,middle,ALL,0.4847380608326019,0.004516613813799566
synchronized,p_rad_s,500_1000ms,interval,middle,Sep17,0.45262936261118686,0.0066228138222563316
synchronized,p_rad_s,500_1000ms,interval,middle,Sep7,0.5132791259183042,0.003696987092425771
synchronized,p_rad_s,500ms,endpoint,ALL,ALL,0.48304671639964775,0.0040635714088837595
synchronized,p_rad_s,500ms,endpoint,ALL,Sep17,0.4510864016458765,0.004813631123097495
synchronized,p_rad_s,500ms,endpoint,ALL,Sep7,0.5114558850696667,0.0041209695953199205
synchronized,p_rad_s,500ms,endpoint,high,ALL,0.5145886294961716,0.00856534164159709
synchronized,p_rad_s,500ms,endpoint,high,Sep17,0.4943327666187554,0.00518389824108272
synchronized,p_rad_s,500ms,endpoint,high,Sep7,0.5325938409427639,0.012935353987051519
synchronized,p_rad_s,500ms,endpoint,low,ALL,0.4702305364212389,0.005252055366099877
synchronized,p_rad_s,500ms,endpoint,low,Sep17,0.43079211489078023,0.004866627416916384
synchronized,p_rad_s,500ms,endpoint,low,Sep7,0.5052869111149798,0.006100499868038395
synchronized,p_rad_s,500ms,endpoint,middle,ALL,0.4640276626354312,0.0024714530265987867
synchronized,p_rad_s,500ms,endpoint,middle,Sep17,0.43316168985548503,0.0039252176225230435
synchronized,p_rad_s,500ms,endpoint,middle,Sep7,0.4914640828842724,0.0013372134048718308
synchronized,q_rad_s,0_500ms,interval,ALL,ALL,0.20515827027779823,0.0026324217372500885
synchronized,q_rad_s,0_500ms,interval,ALL,Sep17,0.21125391795358472,0.005914929567576278
synchronized,q_rad_s,0_500ms,interval,ALL,Sep7,0.19973991678821024,0.0021371019915576014
synchronized,q_rad_s,0_500ms,interval,high,ALL,0.26177305591069766,0.004143012262613957
synchronized,q_rad_s,0_500ms,interval,high,Sep17,0.2833769613477726,0.008209179294853711
synchronized,q_rad_s,0_500ms,interval,high,Sep7,0.24256958441107546,0.0006685653030379392
synchronized,q_rad_s,0_500ms,interval,low,ALL,0.1754069677998524,0.0028300253476436716
synchronized,q_rad_s,0_500ms,interval,low,Sep17,0.16389122459266717,0.006339440342537309
synchronized,q_rad_s,0_500ms,interval,low,Sep7,0.18564318398401705,0.0030162089504036783
synchronized,q_rad_s,0_500ms,interval,middle,ALL,0.19544289688656372,0.0017525692526594778
synchronized,q_rad_s,0_500ms,interval,middle,Sep17,0.18987228652208402,0.004734243290895536
synchronized,q_rad_s,0_500ms,interval,middle,Sep7,0.20039455054387903,0.002004391757045979
synchronized,q_rad_s,100ms,endpoint,ALL,ALL,0.20442495369763095,0.005606822460580798
synchronized,q_rad_s,100ms,endpoint,ALL,Sep17,0.21020860510884934,0.005265099683483144
synchronized,q_rad_s,100ms,endpoint,ALL,Sep7,0.19928393022099236,0.006530303129755884
synchronized,q_rad_s,100ms,endpoint,high,ALL,0.2811484735418487,0.005958392194329227
synchronized,q_rad_s,100ms,endpoint,high,Sep17,0.3061510616443772,0.012945431233644743
synchronized,q_rad_s,100ms,endpoint,high,Sep7,0.25892395078404556,0.0016587018756996108
synchronized,q_rad_s,100ms,endpoint,low,ALL,0.1693969217773148,0.0042072731797240725
synchronized,q_rad_s,100ms,endpoint,low,Sep17,0.1491360282197951,0.0012732267315108475
synchronized,q_rad_s,100ms,endpoint,low,Sep7,0.1874066049395545,0.008250990462979836
synchronized,q_rad_s,100ms,endpoint,middle,ALL,0.17987143299260752,0.004764333444555268
synchronized,q_rad_s,100ms,endpoint,middle,Sep17,0.17541349851183377,0.0062016411048647305
synchronized,q_rad_s,100ms,endpoint,middle,Sep7,0.18383404141996196,0.005585352982111994
synchronized,q_rad_s,1s,endpoint,ALL,ALL,0.26610532739358117,0.01661664162523684
synchronized,q_rad_s,1s,endpoint,ALL,Sep17,0.2765274116274134,0.02574438104491797
synchronized,q_rad_s,1s,endpoint,ALL,Sep7,0.2568412525190637,0.011758518222577823
synchronized,q_rad_s,1s,endpoint,high,ALL,0.3256476231660099,0.013888548372135923
synchronized,q_rad_s,1s,endpoint,high,Sep17,0.33021611822571856,0.022097619158467943
synchronized,q_rad_s,1s,endpoint,high,Sep7,0.3215867386684912,0.017867128285017023
synchronized,q_rad_s,1s,endpoint,low,ALL,0.2439181432819347,0.0206673186983452
synchronized,q_rad_s,1s,endpoint,low,Sep17,0.2545134669246997,0.03285168253917875
synchronized,q_rad_s,1s,endpoint,low,Sep7,0.23450007782169915,0.012624593538771165
synchronized,q_rad_s,1s,endpoint,middle,ALL,0.25269166302238494,0.01633112762935985
synchronized,q_rad_s,1s,endpoint,middle,Sep17,0.2582786117578664,0.02498296510925287
synchronized,q_rad_s,1s,endpoint,middle,Sep7,0.24772548636862365,0.009623761157397725
synchronized,q_rad_s,200ms,endpoint,ALL,ALL,0.19364281129835229,0.0040926414433407055
synchronized,q_rad_s,200ms,endpoint,ALL,Sep17,0.20182759350323562,0.008969535247986594
synchronized,q_rad_s,200ms,endpoint,ALL,Sep7,0.18636744933845598,0.0023743463904156497
synchronized,q_rad_s,200ms,endpoint,high,ALL,0.22857087276899277,0.009077991499882272
synchronized,q_rad_s,200ms,endpoint,high,Sep17,0.25860282104629034,0.015407082987610664
synchronized,q_rad_s,200ms,endpoint,high,Sep7,0.20187580763361712,0.005247007782636445
synchronized,q_rad_s,200ms,endpoint,low,ALL,0.16919804205965502,0.003988314727974926
synchronized,q_rad_s,200ms,endpoint,low,Sep17,0.16269510576139312,0.008815516030849709
synchronized,q_rad_s,200ms,endpoint,low,Sep7,0.17497842988033221,0.002152450704229637
synchronized,q_rad_s,200ms,endpoint,middle,ALL,0.18790135937676064,0.0021649033675596747
synchronized,q_rad_s,200ms,endpoint,middle,Sep17,0.18378932868456974,0.005666663750004526
synchronized,q_rad_s,200ms,endpoint,middle,Sep7,0.1915564977698192,0.0017604450039791458
synchronized,q_rad_s,500_1000ms,interval,ALL,ALL,0.23795419312995506,0.009339966360711828
synchronized,q_rad_s,500_1000ms,interval,ALL,Sep17,0.24807231889559112,0.016464484580962925
synchronized,q_rad_s,500_1000ms,interval,ALL,Sep7,0.22896030356050087,0.003962623797485775
synchronized,q_rad_s,500_1000ms,interval,high,ALL,0.28574470572327404,0.0075508395275609
synchronized,q_rad_s,500_1000ms,interval,high,Sep17,0.3056836072275119,0.01586691404153705
synchronized,q_rad_s,500_1000ms,interval,high,Sep7,0.26802123771950703,0.0005262416643175763
synchronized,q_rad_s,500_1000ms,interval,low,ALL,0.2161829960717071,0.011876705555762038
synchronized,q_rad_s,500_1000ms,interval,low,Sep17,0.21536466659102602,0.020978108531562845
synchronized,q_rad_s,500_1000ms,interval,low,Sep7,0.21691040005453474,0.004752505600695677
synchronized,q_rad_s,500_1000ms,interval,middle,ALL,0.2305051648504053,0.009580584452599588
synchronized,q_rad_s,500_1000ms,interval,middle,Sep17,0.23055200624011252,0.016432703554585978
synchronized,q_rad_s,500_1000ms,interval,middle,Sep7,0.23046352805955442,0.004562254439440315
synchronized,q_rad_s,500ms,endpoint,ALL,ALL,0.21778665541570877,0.0011264306774436508
synchronized,q_rad_s,500ms,endpoint,ALL,Sep17,0.21504164573093823,0.006524207173724861
synchronized,q_rad_s,500ms,endpoint,ALL,Sep7,0.2202266640243937,0.0057050515675213815
synchronized,q_rad_s,500ms,endpoint,high,ALL,0.26624502099872266,0.004601887773875935
synchronized,q_rad_s,500ms,endpoint,high,Sep17,0.27004398534700497,0.004827542842195182
synchronized,q_rad_s,500ms,endpoint,high,Sep7,0.2628681638002495,0.009410183895792604
synchronized,q_rad_s,500ms,endpoint,low,ALL,0.18435541800105262,0.0022210391044451875
synchronized,q_rad_s,500ms,endpoint,low,Sep17,0.16882320874542212,0.008749387134410471
synchronized,q_rad_s,500ms,endpoint,low,Sep7,0.19816182622827969,0.005599280906987032
synchronized,q_rad_s,500ms,endpoint,middle,ALL,0.21023934890347062,0.0009515695405301347
synchronized,q_rad_s,500ms,endpoint,middle,Sep17,0.20237468704207442,0.006109670639118953
synchronized,q_rad_s,500ms,endpoint,middle,Sep7,0.2172301594469339,0.0037988309122705937
synchronized,r_rad_s,0_500ms,interval,ALL,ALL,0.13698857821940313,0.001153969235248265
synchronized,r_rad_s,0_500ms,interval,ALL,Sep17,0.14587474858093205,0.0004913578817553079
synchronized,r_rad_s,0_500ms,interval,ALL,Sep7,0.12908976012026632,0.0023027175496963606
synchronized,r_rad_s,0_500ms,interval,high,ALL,0.1614606761067032,0.0004850800862236688
synchronized,r_rad_s,0_500ms,interval,high,Sep17,0.17355250159081695,0.0038826997581438596
synchronized,r_rad_s,0_500ms,interval,high,Sep7,0.15071238678749102,0.0040571456395123075
synchronized,r_rad_s,0_500ms,interval,low,ALL,0.12331733463457568,0.002271331853497259
synchronized,r_rad_s,0_500ms,interval,low,Sep17,0.1234455607451392,0.002298030452244299
synchronized,r_rad_s,0_500ms,interval,low,Sep7,0.12320335586963034,0.0022502955919033985
synchronized,r_rad_s,0_500ms,interval,middle,ALL,0.13352134139249414,0.0016771679801040296
synchronized,r_rad_s,0_500ms,interval,middle,Sep17,0.13982692503969993,0.0013279043583128162
synchronized,r_rad_s,0_500ms,interval,middle,Sep7,0.12791637815053344,0.002092145796875204
synchronized,r_rad_s,100ms,endpoint,ALL,ALL,0.13475735352861773,0.0022017644414571167
synchronized,r_rad_s,100ms,endpoint,ALL,Sep17,0.13578008919896256,0.005281003779915728
synchronized,r_rad_s,100ms,endpoint,ALL,Sep7,0.13384825515497786,0.002686396583967574
synchronized,r_rad_s,100ms,endpoint,high,ALL,0.15095774423933828,0.001446403354183278
synchronized,r_rad_s,100ms,endpoint,high,Sep17,0.15443018530055067,0.003053925517927023
synchronized,r_rad_s,100ms,endpoint,high,Sep7,0.14787112996270507,0.0038148457401281193
synchronized,r_rad_s,100ms,endpoint,low,ALL,0.1236532445613311,0.001939857614042981
synchronized,r_rad_s,100ms,endpoint,low,Sep17,0.11716368199125553,0.0041558848345143815
synchronized,r_rad_s,100ms,endpoint,low,Sep7,0.12942174462362052,0.0036183571933080514
synchronized,r_rad_s,100ms,endpoint,middle,ALL,0.13026586916811153,0.0027855841412906717
synchronized,r_rad_s,100ms,endpoint,middle,Sep17,0.1311270012176554,0.0068749989311763975
synchronized,r_rad_s,100ms,endpoint,middle,Sep7,0.1295004184574059,0.002885785808652569
synchronized,r_rad_s,1s,endpoint,ALL,ALL,0.16539415248032413,0.0028851261762664233
synchronized,r_rad_s,1s,endpoint,ALL,Sep17,0.18609946902911748,0.006954064291124259
synchronized,r_rad_s,1s,endpoint,ALL,Sep7,0.14698942665917447,0.0018927044550916654
synchronized,r_rad_s,1s,endpoint,high,ALL,0.1803219615724334,0.0005815849842716712
synchronized,r_rad_s,1s,endpoint,high,Sep17,0.20931480650209075,0.002897274831924382
synchronized,r_rad_s,1s,endpoint,high,Sep7,0.15455054385718248,0.0019423028561314792
synchronized,r_rad_s,1s,endpoint,low,ALL,0.15143640502785374,0.003351712489684089
synchronized,r_rad_s,1s,endpoint,low,Sep17,0.16464219253464496,0.008895665430094285
synchronized,r_rad_s,1s,endpoint,low,Sep7,0.13969792724403937,0.0020275309954330763
synchronized,r_rad_s,1s,endpoint,middle,ALL,0.1649604412177619,0.003717172256061246
synchronized,r_rad_s,1s,endpoint,middle,Sep17,0.1781791443087916,0.007112811949248534
synchronized,r_rad_s,1s,endpoint,middle,Sep7,0.15321048291462439,0.0029292045662564392
synchronized,r_rad_s,200ms,endpoint,ALL,ALL,0.14278788417030114,0.0012577400681671475
synchronized,r_rad_s,200ms,endpoint,ALL,Sep17,0.15106286784876063,0.002187952867647347
synchronized,r_rad_s,200ms,endpoint,ALL,Sep7,0.1354323431227816,0.003146435916182134
synchronized,r_rad_s,200ms,endpoint,high,ALL,0.17317712699239707,0.0032498109470130853
synchronized,r_rad_s,200ms,endpoint,high,Sep17,0.19251140569188893,0.007033937737126496
synchronized,r_rad_s,200ms,endpoint,high,Sep7,0.15599110148173767,0.005456313946667342
synchronized,r_rad_s,200ms,endpoint,low,ALL,0.12723535580212852,0.0022075846607819624
synchronized,r_rad_s,200ms,endpoint,low,Sep17,0.11939338007128016,0.0017534066046888512
synchronized,r_rad_s,200ms,endpoint,low,Sep7,0.13420600089621595,0.003170248917071443
synchronized,r_rad_s,200ms,endpoint,middle,ALL,0.1345744613225783,0.0018155074962995681
