metric,horizon,group,cohort,condition,original,value,scoring_change,scoring_reduction_pct
p_rad_s,200ms,ALL,Sep17,synchronized,0.4599022968996477,0.4402347701952644,-0.019667526704383265,4.276457594791006
p_rad_s,200ms,ALL,Sep17,synchronized_lowpass,0.4599022968996477,0.2645299653741906,-0.19537233152545708,42.48126892223111
p_rad_s,200ms,ALL,Sep7,original,0.5346623183854392,0.5346623183854392,0.0,0.0
p_rad_s,200ms,ALL,Sep7,synchronized,0.5346623183854392,0.5098935924466864,-0.02476872593875279,4.6325924021630716
p_rad_s,200ms,ALL,Sep7,synchronized_lowpass,0.5346623183854392,0.2861431575499886,-0.24851916083545061,46.48151782716294
p_rad_s,200ms,high,ALL,original,0.5005401867538538,0.5005401867538538,0.0,0.0
p_rad_s,200ms,high,ALL,synchronized,0.5005401867538538,0.4846353258118707,-0.015904860941983123,3.177539259161326
p_rad_s,200ms,high,ALL,synchronized_lowpass,0.5005401867538538,0.3151266094660592,-0.18541357728779462,37.04269551067511
p_rad_s,200ms,high,Sep17,original,0.4960747225420814,0.4960747225420814,0.0,0.0
p_rad_s,200ms,high,Sep17,synchronized,0.4960747225420814,0.4782550189156309,-0.017819703626450523,3.5921410256776185
p_rad_s,200ms,high,Sep17,synchronized_lowpass,0.4960747225420814,0.3237891163064288,-0.1722856062356526,34.72976920750841
p_rad_s,200ms,high,Sep7,original,0.5045094882754292,0.5045094882754292,0.0,0.0
p_rad_s,200ms,high,Sep7,synchronized,0.5045094882754292,0.4903067097196394,-0.014202778555789775,2.8151657968493917
p_rad_s,200ms,high,Sep7,synchronized_lowpass,0.5045094882754292,0.3074266033857307,-0.1970828848896985,39.06425735686147
p_rad_s,200ms,low,ALL,original,0.4945640747588682,0.4945640747588682,0.0,0.0
p_rad_s,200ms,low,ALL,synchronized,0.4945640747588682,0.4750572118461317,-0.01950686291273651,3.9442539214453376
p_rad_s,200ms,low,ALL,synchronized_lowpass,0.4945640747588682,0.2508521488035673,-0.2437119259553009,49.27812964864586
p_rad_s,200ms,low,Sep17,original,0.4603288502463799,0.4603288502463799,0.0,0.0
p_rad_s,200ms,low,Sep17,synchronized,0.4603288502463799,0.4541876919642496,-0.006141158282130299,1.3340806857626657
p_rad_s,200ms,low,Sep17,synchronized_lowpass,0.4603288502463799,0.2222527873391592,-0.23807606290722066,51.71869257809851
p_rad_s,200ms,low,Sep7,original,0.5249953854366357,0.5249953854366357,0.0,0.0
p_rad_s,200ms,low,Sep7,synchronized,0.5249953854366357,0.4936078961855826,-0.03138748925105311,5.978621931114368
p_rad_s,200ms,low,Sep7,synchronized_lowpass,0.5249953854366357,0.2762738034385967,-0.248721581998039,47.375955846007805
p_rad_s,200ms,middle,ALL,original,0.492360132764547,0.492360132764547,0.0,0.0
p_rad_s,200ms,middle,ALL,synchronized,0.492360132764547,0.465451992230677,-0.026908140533869973,5.4651339016389855
p_rad_s,200ms,middle,ALL,synchronized_lowpass,0.492360132764547,0.2684994308684995,-0.2238607018960475,45.46686195713994
p_rad_s,200ms,middle,Sep17,original,0.4397596245033311,0.4397596245033311,0.0,0.0
p_rad_s,200ms,middle,Sep17,synchronized,0.4397596245033311,0.4092995618356265,-0.030460062667704624,6.926525531330103
p_rad_s,200ms,middle,Sep17,synchronized_lowpass,0.4397596245033311,0.2480583869547411,-0.19170123754859,43.59227788706143
p_rad_s,200ms,middle,Sep7,original,0.5391161401078501,0.5391161401078501,0.0,0.0
p_rad_s,200ms,middle,Sep7,synchronized,0.5391161401078501,0.5153652636929441,-0.02375087641490603,4.405521305697631
p_rad_s,200ms,middle,Sep7,synchronized_lowpass,0.5391161401078501,0.286669247680729,-0.25244689242712115,46.82606838233765
p_rad_s,500_1000ms,ALL,ALL,original,0.5134674340632994,0.5134674340632994,0.0,0.0
p_rad_s,500_1000ms,ALL,ALL,synchronized,0.5134674340632994,0.4874405812630852,-0.026026852800214217,5.068841970025634
p_rad_s,500_1000ms,ALL,ALL,synchronized_lowpass,0.5134674340632994,0.2962071818985583,-0.2172602521647411,42.31237226584415
p_rad_s,500_1000ms,ALL,Sep17,original,0.4878421545205156,0.4878421545205156,0.0,0.0
p_rad_s,500_1000ms,ALL,Sep17,synchronized,0.4878421545205156,0.4661085191724829,-0.021733635348032687,4.455054805461406
p_rad_s,500_1000ms,ALL,Sep17,synchronized_lowpass,0.4878421545205156,0.2989568803081565,-0.18888527421235912,38.7185224692213
p_rad_s,500_1000ms,ALL,Sep7,original,0.5362454603235517,0.5362454603235517,0.0,0.0
p_rad_s,500_1000ms,ALL,Sep7,synchronized,0.5362454603235517,0.5064024142325093,-0.02984304609104238,5.565183912799212
p_rad_s,500_1000ms,ALL,Sep7,synchronized_lowpass,0.5362454603235517,0.293763005534471,-0.2424824547890807,45.21855618931959
p_rad_s,500_1000ms,high,ALL,original,0.5434686259232526,0.5434686259232526,0.0,0.0
p_rad_s,500_1000ms,high,ALL,synchronized,0.5434686259232526,0.5180264590089995,-0.02544216691425316,4.681441706231271
p_rad_s,500_1000ms,high,ALL,synchronized_lowpass,0.5434686259232526,0.331386883759467,-0.2120817421637856,39.023732382618775
p_rad_s,500_1000ms,high,Sep17,original,0.523740994639814,0.523740994639814,0.0,0.0
p_rad_s,500_1000ms,high,Sep17,synchronized,0.523740994639814,0.5047124078738904,-0.019028586765923672,3.633205527287389
p_rad_s,500_1000ms,high,Sep17,synchronized_lowpass,0.523740994639814,0.3455574647212432,-0.17818352991857084,34.02130666535103
p_rad_s,500_1000ms,high,Sep7,original,0.561004298175198,0.561004298175198,0.0,0.0
p_rad_s,500_1000ms,high,Sep7,synchronized,0.561004298175198,0.5298611711290965,-0.03114312704610156,5.551317012615073
p_rad_s,500_1000ms,high,Sep7,synchronized_lowpass,0.561004298175198,0.3187908117934437,-0.24221348638175433,43.17497872469287
p_rad_s,500_1000ms,low,ALL,original,0.499432682015338,0.499432682015338,0.0,0.0
p_rad_s,500_1000ms,low,ALL,synchronized,0.499432682015338,0.4747624170113743,-0.024670265003963743,4.939657714111328
p_rad_s,500_1000ms,low,ALL,synchronized_lowpass,0.499432682015338,0.2780755657846547,-0.22135711623068333,44.321712255083305
p_rad_s,500_1000ms,low,Sep17,original,0.4762769189577628,0.4762769189577628,0.0,0.0
p_rad_s,500_1000ms,low,Sep17,synchronized,0.4762769189577628,0.4549820082223004,-0.021294910735462413,4.471119612947461
p_rad_s,500_1000ms,low,Sep17,synchronized_lowpass,0.4762769189577628,0.2738516450495957,-0.2024252739081671,42.50159221470033
p_rad_s,500_1000ms,low,Sep7,original,0.5200155825109604,0.5200155825109604,0.0,0.0
p_rad_s,500_1000ms,low,Sep7,synchronized,0.5200155825109604,0.4923450026016622,-0.027670579909298165,5.321105912958859
p_rad_s,500_1000ms,low,Sep7,synchronized_lowpass,0.5200155825109604,0.281830161993596,-0.23818542051736435,45.80351599605078
p_rad_s,500_1000ms,middle,ALL,original,0.5111155391801098,0.5111155391801098,0.0,0.0
p_rad_s,500_1000ms,middle,ALL,synchronized,0.5111155391801098,0.4847380608326019,-0.026377478347507866,5.1607662701510675
p_rad_s,500_1000ms,middle,ALL,synchronized_lowpass,0.5111155391801098,0.2923410761801809,-0.21877446299992886,42.803328451110914
p_rad_s,500_1000ms,middle,Sep17,original,0.4752172473245806,0.4752172473245806,0.0,0.0
p_rad_s,500_1000ms,middle,Sep17,synchronized,0.4752172473245806,0.4526293626111868,-0.02258788471339379,4.7531702269985
p_rad_s,500_1000ms,middle,Sep17,synchronized_lowpass,0.4752172473245806,0.2855075784950167,-0.18970966882956392,39.92061944249876
p_rad_s,500_1000ms,middle,Sep7,original,0.54302513194058,0.54302513194058,0.0,0.0
p_rad_s,500_1000ms,middle,Sep7,synchronized,0.54302513194058,0.5132791259183042,-0.02974600602227584,5.477832290371925
p_rad_s,500_1000ms,middle,Sep7,synchronized_lowpass,0.54302513194058,0.2984152963447714,-0.24460983559580862,45.04576698350212
p_rad_s,500ms,ALL,ALL,original,0.5209094689846675,0.5209094689846675,0.0,0.0
p_rad_s,500ms,ALL,ALL,synchronized,0.5209094689846675,0.4830467163996477,-0.03786275258501981,7.2685859711515945
p_rad_s,500ms,ALL,ALL,synchronized_lowpass,0.5209094689846675,0.290076437173957,-0.23083303181071052,44.313464345472454
p_rad_s,500ms,ALL,Sep17,original,0.4768416965332021,0.4768416965332021,0.0,0.0
p_rad_s,500ms,ALL,Sep17,synchronized,0.4768416965332021,0.4510864016458765,-0.025755294887325586,5.401225411824335
p_rad_s,500ms,ALL,Sep17,synchronized_lowpass,0.4768416965332021,0.2940705944984945,-0.1827711020347076,38.329513413678875
p_rad_s,500ms,ALL,Sep7,original,0.560080822274859,0.560080822274859,0.0,0.0
p_rad_s,500ms,ALL,Sep7,synchronized,0.560080822274859,0.5114558850696667,-0.04862493720519234,8.681771499994284
p_rad_s,500ms,ALL,Sep7,synchronized_lowpass,0.560080822274859,0.2865260751077013,-0.2735547471671577,48.84201284665859
p_rad_s,500ms,high,ALL,original,0.5635997345418104,0.5635997345418104,0.0,0.0
p_rad_s,500ms,high,ALL,synchronized,0.5635997345418104,0.5145886294961716,-0.04901110504563888,8.696083770423249
p_rad_s,500ms,high,ALL,synchronized_lowpass,0.5635997345418104,0.3113150274905572,-0.2522847070512533,44.76309898484128
p_rad_s,500ms,high,Sep17,original,0.5182394560426101,0.5182394560426101,0.0,0.0
p_rad_s,500ms,high,Sep17,synchronized,0.5182394560426101,0.4943327666187554,-0.02390668942385471,4.613058528274057
p_rad_s,500ms,high,Sep17,synchronized_lowpass,0.5182394560426101,0.3368683467855743,-0.1813711092570358,34.997549326333676
p_rad_s,500ms,high,Sep7,original,0.6039199820966551,0.6039199820966551,0.0,0.0
p_rad_s,500ms,high,Sep7,synchronized,0.6039199820966551,0.5325938409427639,-0.07132614115389124,11.8105284256807
p_rad_s,500ms,high,Sep7,synchronized_lowpass,0.6039199820966551,0.2886009658949864,-0.3153190162016687,52.21205218396021
p_rad_s,500ms,low,ALL,original,0.4954862891477476,0.4954862891477476,0.0,0.0
p_rad_s,500ms,low,ALL,synchronized,0.4954862891477476,0.4702305364212389,-0.025255752726508707,5.097164801461896
p_rad_s,500ms,low,ALL,synchronized_lowpass,0.4954862891477476,0.2743161458446654,-0.2211701433030822,44.63698555281964
p_rad_s,500ms,low,Sep17,original,0.4339292683883615,0.4339292683883615,0.0,0.0
p_rad_s,500ms,low,Sep17,synchronized,0.4339292683883615,0.4307921148907802,-0.003137153497581313,0.7229642538824088
p_rad_s,500ms,low,Sep17,synchronized_lowpass,0.4339292683883615,0.2682908817088064,-0.1656383866795551,38.17174796591751
p_rad_s,500ms,low,Sep7,original,0.5502036409338688,0.5502036409338688,0.0,0.0
p_rad_s,500ms,low,Sep7,synchronized,0.5502036409338688,0.5052869111149798,-0.044916729818888945,8.163655504469421
p_rad_s,500ms,low,Sep7,synchronized_lowpass,0.5502036409338688,0.2796719361876512,-0.27053170474621757,49.16937741215964
p_rad_s,500ms,middle,ALL,original,0.5010135859609272,0.5010135859609272,0.0,0.0
p_rad_s,500ms,middle,ALL,synchronized,0.5010135859609272,0.4640276626354312,-0.03698592332549594,7.382219636730645
p_rad_s,500ms,middle,ALL,synchronized_lowpass,0.5010135859609272,0.2841346186252171,-0.21687896733571005,43.288041165539155
p_rad_s,500ms,middle,Sep17,original,0.4639461687063193,0.4639461687063193,0.0,0.0
p_rad_s,500ms,middle,Sep17,synchronized,0.4639461687063193,0.433161689855485,-0.030784478850834296,6.635355764802329
p_rad_s,500ms,middle,Sep17,synchronized_lowpass,0.4639461687063193,0.2777747522739411,-0.18617141643237817,40.12780554940325
p_rad_s,500ms,middle,Sep7,original,0.5339624012983566,0.5339624012983566,0.0,0.0
p_rad_s,500ms,middle,Sep7,synchronized,0.5339624012983566,0.4914640828842724,-0.04249831841408419,7.959046987343561
p_rad_s,500ms,middle,Sep7,synchronized_lowpass,0.5339624012983566,0.2897878331596846,-0.244174568138672,45.728794301799
q_rad_s,0_500ms,ALL,ALL,original,0.2243016992048584,0.2243016992048584,0.0,0.0
q_rad_s,0_500ms,ALL,ALL,synchronized,0.2243016992048584,0.2051582702777982,-0.019143428927060196,8.534678513325122
q_rad_s,0_500ms,ALL,ALL,synchronized_lowpass,0.2243016992048584,0.1703205615675145,-0.05398113763734391,24.06630793645574
q_rad_s,0_500ms,ALL,Sep17,original,0.2311333855723859,0.2311333855723859,0.0,0.0
q_rad_s,0_500ms,ALL,Sep17,synchronized,0.2311333855723859,0.2112539179535847,-0.019879467618801216,8.60086376945117
q_rad_s,0_500ms,ALL,Sep17,synchronized_lowpass,0.2311333855723859,0.1800131251275671,-0.05112026044481882,22.1172118074691
q_rad_s,0_500ms,ALL,Sep7,original,0.2182290891003896,0.2182290891003896,0.0,0.0
q_rad_s,0_500ms,ALL,Sep7,synchronized,0.2182290891003896,0.1997399167882102,-0.01848917231217939,8.472368366837665
q_rad_s,0_500ms,ALL,Sep7,synchronized_lowpass,0.2182290891003896,0.1617049495141344,-0.05652413958625521,25.901285579876575
q_rad_s,0_500ms,high,ALL,original,0.2744815504422291,0.2744815504422291,0.0,0.0
q_rad_s,0_500ms,high,ALL,synchronized,0.2744815504422291,0.2617730559106976,-0.0127084945315315,4.629999543159201
q_rad_s,0_500ms,high,ALL,synchronized_lowpass,0.2744815504422291,0.2171242305035756,-0.057357319938653506,20.896603012567745
q_rad_s,0_500ms,high,Sep17,original,0.29789836826904,0.29789836826904,0.0,0.0
q_rad_s,0_500ms,high,Sep17,synchronized,0.29789836826904,0.2833769613477726,-0.014521406921267355,4.874617811989048
q_rad_s,0_500ms,high,Sep17,synchronized_lowpass,0.29789836826904,0.2396949974076429,-0.05820337086139707,19.53799586066616
q_rad_s,0_500ms,high,Sep7,original,0.2536666012628417,0.2536666012628417,0.0,0.0
q_rad_s,0_500ms,high,Sep7,synchronized,0.2536666012628417,0.2425695844110754,-0.011097016851766284,4.374646404580432
q_rad_s,0_500ms,high,Sep7,synchronized_lowpass,0.2536666012628417,0.1970613265888491,-0.056605274673992595,22.314831511989205
q_rad_s,0_500ms,low,ALL,original,0.2005014417776605,0.2005014417776605,0.0,0.0
q_rad_s,0_500ms,low,ALL,synchronized,0.2005014417776605,0.1754069677998524,-0.02509447397780809,12.515857120686336
q_rad_s,0_500ms,low,ALL,synchronized_lowpass,0.2005014417776605,0.1432381463183028,-0.05726329545935768,28.56004173918008
q_rad_s,0_500ms,low,Sep17,original,0.1929154767490812,0.1929154767490812,0.0,0.0
q_rad_s,0_500ms,low,Sep17,synchronized,0.1929154767490812,0.1638912245926671,-0.029024252156414077,15.045061518918448
q_rad_s,0_500ms,low,Sep17,synchronized_lowpass,0.1929154767490812,0.1366439743270201,-0.05627150242206108,29.16899326602581
q_rad_s,0_500ms,low,Sep7,original,0.2072445218030643,0.2072445218030643,0.0,0.0
q_rad_s,0_500ms,low,Sep7,synchronized,0.2072445218030643,0.185643183984017,-0.0216013378190473,10.4231164380664
q_rad_s,0_500ms,low,Sep7,synchronized_lowpass,0.2072445218030643,0.1490996325327764,-0.05814488927028791,28.056176715513153
q_rad_s,0_500ms,middle,ALL,original,0.2149301068837298,0.2149301068837298,0.0,0.0
q_rad_s,0_500ms,middle,ALL,synchronized,0.2149301068837298,0.1954428968865637,-0.019487209997166105,9.066766066285936
q_rad_s,0_500ms,middle,ALL,synchronized_lowpass,0.2149301068837298,0.1634377109252194,-0.051492395958510406,23.957739892795068
q_rad_s,0_500ms,middle,Sep17,original,0.2107743796788565,0.2107743796788565,0.0,0.0
q_rad_s,0_500ms,middle,Sep17,synchronized,0.2107743796788565,0.189872286522084,-0.020902093156772522,9.916809238684374
q_rad_s,0_500ms,middle,Sep17,synchronized_lowpass,0.2107743796788565,0.1628545218278352,-0.04791985785102132,22.735143580559342
q_rad_s,0_500ms,middle,Sep7,original,0.2186240866213951,0.2186240866213951,0.0,0.0
q_rad_s,0_500ms,middle,Sep7,synchronized,0.2186240866213951,0.200394550543879,-0.018229536077516095,8.338301766852119
q_rad_s,0_500ms,middle,Sep7,synchronized_lowpass,0.2186240866213951,0.1639561012340054,-0.054667985387389706,25.00547228451623
q_rad_s,100ms,ALL,ALL,original,0.2241715563985203,0.2241715563985203,0.0,0.0
q_rad_s,100ms,ALL,ALL,synchronized,0.2241715563985203,0.2044249536976309,-0.019746602700889404,8.80870125458064
q_rad_s,100ms,ALL,ALL,synchronized_lowpass,0.2241715563985203,0.1594470333284348,-0.0647245230700855,28.872763391543607
q_rad_s,100ms,ALL,Sep17,original,0.2316281663176248,0.2316281663176248,0.0,0.0
q_rad_s,100ms,ALL,Sep17,synchronized,0.2316281663176248,0.2102086051088493,-0.0214195612087755,9.2473905696786
q_rad_s,100ms,ALL,Sep17,synchronized_lowpass,0.2316281663176248,0.1645404770561865,-0.06708768926143832,28.96352819606704
q_rad_s,100ms,ALL,Sep7,original,0.2175434586926496,0.2175434586926496,0.0,0.0
q_rad_s,100ms,ALL,Sep7,synchronized,0.2175434586926496,0.1992839302209923,-0.018259528471657294,8.39350839661641
q_rad_s,100ms,ALL,Sep7,synchronized_lowpass,0.2175434586926496,0.1549195277926555,-0.0626239308999941,28.786860003210037
q_rad_s,100ms,high,ALL,original,0.3009453642028054,0.3009453642028054,0.0,0.0
q_rad_s,100ms,high,ALL,synchronized,0.3009453642028054,0.2811484735418487,-0.01979689066095669,6.578234130104652
q_rad_s,100ms,high,ALL,synchronized_lowpass,0.3009453642028054,0.2057763404657525,-0.09516902373705288,31.62335595005844
q_rad_s,100ms,high,Sep17,original,0.3276458361288075,0.3276458361288075,0.0,0.0
q_rad_s,100ms,high,Sep17,synchronized,0.3276458361288075,0.3061510616443772,-0.021494774484430268,6.560368579193548
q_rad_s,100ms,high,Sep17,synchronized_lowpass,0.3276458361288075,0.2211072213070027,-0.1065386148218048,32.516395166371424
q_rad_s,100ms,high,Sep7,original,0.2772116113796923,0.2772116113796923,0.0,0.0
q_rad_s,100ms,high,Sep7,synchronized,0.2772116113796923,0.2589239507840455,-0.018287660595646793,6.59700382124271
q_rad_s,100ms,high,Sep7,synchronized_lowpass,0.2772116113796923,0.1921488908290856,-0.08506272055060671,30.68512178376888
q_rad_s,100ms,low,ALL,original,0.1926833183311383,0.1926833183311383,0.0,0.0
q_rad_s,100ms,low,ALL,synchronized,0.1926833183311383,0.1693969217773148,-0.023286396553823502,12.085320491421253
q_rad_s,100ms,low,ALL,synchronized_lowpass,0.1926833183311383,0.1365296878367526,-0.05615363049438571,29.14296420714646
q_rad_s,100ms,low,Sep17,original,0.1764480201180608,0.1764480201180608,0.0,0.0
q_rad_s,100ms,low,Sep17,synchronized,0.1764480201180608,0.1491360282197951,-0.027311991898265692,15.478774927591326
q_rad_s,100ms,low,Sep17,synchronized_lowpass,0.1764480201180608,0.1295805251554723,-0.04686749496258849,26.56164400781012
q_rad_s,100ms,low,Sep7,original,0.2071146945205406,0.2071146945205406,0.0,0.0
q_rad_s,100ms,low,Sep7,synchronized,0.2071146945205406,0.1874066049395545,-0.019708089580986105,9.515543851975002
q_rad_s,100ms,low,Sep7,synchronized_lowpass,0.2071146945205406,0.142706721331224,-0.0644079731893166,31.097732267822714
q_rad_s,100ms,middle,ALL,original,0.2002070057101974,0.2002070057101974,0.0,0.0
q_rad_s,100ms,middle,ALL,synchronized,0.2002070057101974,0.1798714329926075,-0.0203355727175899,10.157273290938651
q_rad_s,100ms,middle,ALL,synchronized_lowpass,0.2002070057101974,0.1493800754011666,-0.05082693030903079,25.38718868939258
q_rad_s,100ms,middle,Sep17,original,0.1979701985910061,0.1979701985910061,0.0,0.0
q_rad_s,100ms,middle,Sep17,synchronized,0.1979701985910061,0.1754134985118337,-0.022556700079172404,11.393987701034296
q_rad_s,100ms,middle,Sep17,synchronized_lowpass,0.1979701985910061,0.1456840220124883,-0.05228617657851778,26.411135085305297
q_rad_s,100ms,middle,Sep7,original,0.202195278705034,0.202195278705034,0.0,0.0
q_rad_s,100ms,middle,Sep7,synchronized,0.202195278705034,0.1838340414199619,-0.018361237285072107,9.08094264251234
q_rad_s,100ms,middle,Sep7,synchronized_lowpass,0.202195278705034,0.1526654561911028,-0.049529822513931204,24.49603315722627
q_rad_s,1s,ALL,ALL,original,0.298948394993374,0.298948394993374,0.0,0.0
q_rad_s,1s,ALL,ALL,synchronized,0.298948394993374,0.2661053273935811,-0.032843067599792886,10.98619967520509
q_rad_s,1s,ALL,ALL,synchronized_lowpass,0.298948394993374,0.207730857616602,-0.09121753737677199,30.512803849906525
q_rad_s,1s,ALL,Sep17,original,0.3124881172570852,0.3124881172570852,0.0,0.0
q_rad_s,1s,ALL,Sep17,synchronized,0.3124881172570852,0.2765274116274134,-0.035960705629671796,11.50786338543772
q_rad_s,1s,ALL,Sep17,synchronized_lowpass,0.3124881172570852,0.2234144758653072,-0.08907364139177801,28.504649128304862
q_rad_s,1s,ALL,Sep7,original,0.2869130863145197,0.2869130863145197,0.0,0.0
q_rad_s,1s,ALL,Sep7,synchronized,0.2869130863145197,0.2568412525190637,-0.030071833795456027,10.481164934558159
q_rad_s,1s,ALL,Sep7,synchronized_lowpass,0.2869130863145197,0.193789863617753,-0.09312322269676673,32.456945025743174
q_rad_s,1s,high,ALL,original,0.3397590378023125,0.3397590378023125,0.0,0.0
q_rad_s,1s,high,ALL,synchronized,0.3397590378023125,0.3256476231660099,-0.014111414636302555,4.153359606732001
q_rad_s,1s,high,ALL,synchronized_lowpass,0.3397590378023125,0.2435150064916243,-0.09624403131068818,28.32714382911792
q_rad_s,1s,high,Sep17,original,0.3591418133542254,0.3591418133542254,0.0,0.0
q_rad_s,1s,high,Sep17,synchronized,0.3591418133542254,0.3302161182257185,-0.0289256951285069,8.054115130275065
q_rad_s,1s,high,Sep17,synchronized_lowpass,0.3591418133542254,0.2702498473249715,-0.08889196602925392,24.751216016604232
q_rad_s,1s,high,Sep7,original,0.3225299039783899,0.3225299039783899,0.0,0.0
q_rad_s,1s,high,Sep7,synchronized,0.3225299039783899,0.3215867386684912,-0.0009431653098986859,0.2924272441918687
q_rad_s,1s,high,Sep7,synchronized_lowpass,0.3225299039783899,0.2197507035286491,-0.10277920044974079,31.866564675698164
q_rad_s,1s,low,ALL,original,0.282915319479179,0.282915319479179,0.0,0.0
q_rad_s,1s,low,ALL,synchronized,0.282915319479179,0.2439181432819347,-0.03899717619724427,13.784045441241739
q_rad_s,1s,low,ALL,synchronized_lowpass,0.282915319479179,0.19438641923236,-0.08852890024681898,31.291660136959894
q_rad_s,1s,low,Sep17,original,0.2999130821917755,0.2999130821917755,0.0,0.0
q_rad_s,1s,low,Sep17,synchronized,0.2999130821917755,0.2545134669246997,-0.045399615267075755,15.137590843084853
q_rad_s,1s,low,Sep17,synchronized_lowpass,0.2999130821917755,0.1987648032996824,-0.10114827889209307,33.725864224693986
q_rad_s,1s,low,Sep7,original,0.2678061970679821,0.2678061970679821,0.0,0.0
q_rad_s,1s,low,Sep7,synchronized,0.2678061970679821,0.2345000778216991,-0.03330611924628299,12.436649939742916
q_rad_s,1s,low,Sep7,synchronized_lowpass,0.2678061970679821,0.1904945222836289,-0.07731167478435319,28.86851597565077
q_rad_s,1s,middle,ALL,original,0.2907373084047063,0.2907373084047063,0.0,0.0
q_rad_s,1s,middle,ALL,synchronized,0.2907373084047063,0.2526916630223849,-0.038045645382321414,13.08591786553994
q_rad_s,1s,middle,ALL,synchronized_lowpass,0.2907373084047063,0.1967143443465392,-0.0940229640581671,32.33949044038309
q_rad_s,1s,middle,Sep17,original,0.2940174757067806,0.2940174757067806,0.0,0.0
q_rad_s,1s,middle,Sep17,synchronized,0.2940174757067806,0.2582786117578664,-0.03573886394891418,12.155353644541876
q_rad_s,1s,middle,Sep17,synchronized_lowpass,0.2940174757067806,0.2073035864404467,-0.08671388926633392,29.492767073754628
q_rad_s,1s,middle,Sep7,original,0.2878216041361957,0.2878216041361957,0.0,0.0
q_rad_s,1s,middle,Sep7,synchronized,0.2878216041361957,0.2477254863686236,-0.040096117767572076,13.930892327526186
q_rad_s,1s,middle,Sep7,synchronized_lowpass,0.2878216041361957,0.1873016847075103,-0.10051991942868538,34.92438301508454
q_rad_s,200ms,ALL,ALL,original,0.220840572147003,0.220840572147003,0.0,0.0
q_rad_s,200ms,ALL,ALL,synchronized,0.220840572147003,0.1936428112983522,-0.027197760848650804,12.31556347832071
q_rad_s,200ms,ALL,ALL,synchronized_lowpass,0.220840572147003,0.1636436860771603,-0.05719688606984272,25.899627733154706
q_rad_s,200ms,ALL,Sep17,original,0.2312567924386922,0.2312567924386922,0.0,0.0
q_rad_s,200ms,ALL,Sep17,synchronized,0.2312567924386922,0.2018275935032356,-0.02942919893545662,12.725766289981948
q_rad_s,200ms,ALL,Sep17,synchronized_lowpass,0.2312567924386922,0.1777596356938551,-0.0534971567448371,23.133226133895967
q_rad_s,200ms,ALL,Sep7,original,0.2115817096655016,0.2115817096655016,0.0,0.0
q_rad_s,200ms,ALL,Sep7,synchronized,0.2115817096655016,0.1863674493384559,-0.025214260327045712,11.917032132365314
q_rad_s,200ms,ALL,Sep7,synchronized_lowpass,0.2115817096655016,0.1510961753067649,-0.060485534358736714,28.587317143037
q_rad_s,200ms,high,ALL,original,0.2537727119554973,0.2537727119554973,0.0,0.0
q_rad_s,200ms,high,ALL,synchronized,0.2537727119554973,0.2285708727689927,-0.025201839186504565,9.930870420348453
q_rad_s,200ms,high,ALL,synchronized_lowpass,0.2537727119554973,0.2083081543747965,-0.04546455758070078,17.91546349895715
q_rad_s,200ms,high,Sep17,original,0.2881358478231582,0.2881358478231582,0.0,0.0
q_rad_s,200ms,high,Sep17,synchronized,0.2881358478231582,0.2586028210462903,-0.02953302677686792,10.24968847159679
q_rad_s,200ms,high,Sep17,synchronized_lowpass,0.2881358478231582,0.2434623405667458,-0.04467350725641242,15.504321171390842
q_rad_s,200ms,high,Sep7,original,0.2232277022953542,0.2232277022953542,0.0,0.0
q_rad_s,200ms,high,Sep7,synchronized,0.2232277022953542,0.2018758076336171,-0.02135189466173712,9.56507388741845
q_rad_s,200ms,high,Sep7,synchronized_lowpass,0.2232277022953542,0.1770599888708416,-0.04616771342451262,20.68189250249406
q_rad_s,200ms,low,ALL,original,0.1997042991984356,0.1997042991984356,0.0,0.0
q_rad_s,200ms,low,ALL,synchronized,0.1997042991984356,0.169198042059655,-0.030506257138780607,15.275713773426657
q_rad_s,200ms,low,ALL,synchronized_lowpass,0.1997042991984356,0.135759981923753,-0.06394431727468261,32.01949959582218
q_rad_s,200ms,low,Sep17,original,0.1978807032143411,0.1978807032143411,0.0,0.0
q_rad_s,200ms,low,Sep17,synchronized,0.1978807032143411,0.1626951057613931,-0.035185597452948,17.78121710778213
q_rad_s,200ms,low,Sep17,synchronized_lowpass,0.1978807032143411,0.1278170630420538,-0.07006364017228728,35.40700989747116
q_rad_s,200ms,low,Sep7,original,0.2013252734065196,0.2013252734065196,0.0,0.0
q_rad_s,200ms,low,Sep7,synchronized,0.2013252734065196,0.1749784298803322,-0.026346843526187408,13.086704456120316
q_rad_s,200ms,low,Sep7,synchronized_lowpass,0.2013252734065196,0.1428203542630411,-0.058504919143478495,29.059898021518798
q_rad_s,200ms,middle,ALL,original,0.215737410673733,0.215737410673733,0.0,0.0
q_rad_s,200ms,middle,ALL,synchronized,0.215737410673733,0.1879013593767606,-0.02783605129697239,12.90274654267998
q_rad_s,200ms,middle,ALL,synchronized_lowpass,0.215737410673733,0.1538541374238896,-0.06188327324984341,28.68453508206399
q_rad_s,200ms,middle,Sep17,original,0.2128757171115622,0.2128757171115622,0.0,0.0
q_rad_s,200ms,middle,Sep17,synchronized,0.2128757171115622,0.1837893286845697,-0.029086388426992488,13.6635539373188
