split,scope,representation,k,target,signal,radius,n_queries,conditional_variance_ratio
train,same_log,gru26_phase,5,D1_lp6,linear,1.0,1192,0.3939516861252395
train,same_log,gru26_phase,5,D1_lp6,angular,1.0,1192,0.26079040227541417
train,same_log,gru26_phase,5,increment2,linear,0.25,0,
train,same_log,gru26_phase,5,increment2,angular,0.25,0,
train,same_log,gru26_phase,5,increment2,linear,0.5,231,0.30830684063055663
train,same_log,gru26_phase,5,increment2,angular,0.5,231,0.3569587840373594
train,same_log,gru26_phase,5,increment2,linear,1.0,1192,0.4062546276210573
train,same_log,gru26_phase,5,increment2,angular,1.0,1192,0.46184990237265866
train,same_log,gru26_phase,20,D0_raw,linear,0.25,0,
train,same_log,gru26_phase,20,D0_raw,angular,0.25,0,
train,same_log,gru26_phase,20,D0_raw,linear,0.5,27,0.3898035228383247
train,same_log,gru26_phase,20,D0_raw,angular,0.5,27,0.46708509372875895
train,same_log,gru26_phase,20,D0_raw,linear,1.0,1177,0.5364758084285762
train,same_log,gru26_phase,20,D0_raw,angular,1.0,1177,0.6552194504954122
train,same_log,gru26_phase,20,D1_lp6,linear,0.25,0,
train,same_log,gru26_phase,20,D1_lp6,angular,0.25,0,
train,same_log,gru26_phase,20,D1_lp6,linear,0.5,27,0.3670792096537515
train,same_log,gru26_phase,20,D1_lp6,angular,0.5,27,0.1903103686589235
train,same_log,gru26_phase,20,D1_lp6,linear,1.0,1177,0.5079689838621029
train,same_log,gru26_phase,20,D1_lp6,angular,1.0,1177,0.3163987432101134
train,same_log,gru26_phase,20,increment2,linear,0.25,0,
train,same_log,gru26_phase,20,increment2,angular,0.25,0,
train,same_log,gru26_phase,20,increment2,linear,0.5,27,0.3626583391305498
train,same_log,gru26_phase,20,increment2,angular,0.5,27,0.3710447667079515
train,same_log,gru26_phase,20,increment2,linear,1.0,1177,0.51495940208074
train,same_log,gru26_phase,20,increment2,angular,1.0,1177,0.5266699383879587
train,same_log,history13,5,D0_raw,linear,0.25,0,
train,same_log,history13,5,D0_raw,angular,0.25,0,
train,same_log,history13,5,D0_raw,linear,0.5,180,0.2363820330318452
train,same_log,history13,5,D0_raw,angular,0.5,180,0.4900169818800706
train,same_log,history13,5,D0_raw,linear,1.0,1157,0.37434391653276256
train,same_log,history13,5,D0_raw,angular,1.0,1157,0.6207238883457196
train,same_log,history13,5,D1_lp6,linear,0.25,0,
train,same_log,history13,5,D1_lp6,angular,0.25,0,
train,same_log,history13,5,D1_lp6,linear,0.5,180,0.18848302954056936
train,same_log,history13,5,D1_lp6,angular,0.5,180,0.18715781039920112
train,same_log,history13,5,D1_lp6,linear,1.0,1157,0.3344723370162625
train,same_log,history13,5,D1_lp6,angular,1.0,1157,0.29922953806706853
train,same_log,history13,5,increment2,linear,0.25,0,
train,same_log,history13,5,increment2,angular,0.25,0,
train,same_log,history13,5,increment2,linear,0.5,180,0.21265185441633172
train,same_log,history13,5,increment2,angular,0.5,180,0.3778360702537219
train,same_log,history13,5,increment2,linear,1.0,1157,0.35583596964260383
train,same_log,history13,5,increment2,angular,1.0,1157,0.5288008718149446
train,same_log,history13,20,D0_raw,linear,0.25,0,
train,same_log,history13,20,D0_raw,angular,0.25,0,
train,same_log,history13,20,D0_raw,linear,0.5,29,0.32765533262801355
train,same_log,history13,20,D0_raw,angular,0.5,29,0.5310985517184013
train,same_log,history13,20,D0_raw,linear,1.0,1124,0.5765083379078044
train,same_log,history13,20,D0_raw,angular,1.0,1124,0.718125157981859
train,same_log,history13,20,D1_lp6,linear,0.25,0,
train,same_log,history13,20,D1_lp6,angular,0.25,0,
train,same_log,history13,20,D1_lp6,linear,0.5,29,0.28099335226181127
train,same_log,history13,20,D1_lp6,angular,0.5,29,0.2536557115633517
train,same_log,history13,20,D1_lp6,linear,1.0,1124,0.5555376284664952
train,same_log,history13,20,D1_lp6,angular,1.0,1124,0.42121249174557823
train,same_log,history13,20,increment2,linear,0.25,0,
train,same_log,history13,20,increment2,angular,0.25,0,
train,same_log,history13,20,increment2,linear,0.5,29,0.2944418532308675
train,same_log,history13,20,increment2,angular,0.5,29,0.44084399738488994
train,same_log,history13,20,increment2,linear,1.0,1124,0.5657616413408173
train,same_log,history13,20,increment2,angular,1.0,1124,0.6403504136845253
train,same_log,history26,5,D0_raw,linear,0.25,0,
train,same_log,history26,5,D0_raw,angular,0.25,0,
train,same_log,history26,5,D0_raw,linear,0.5,125,0.24363558782606254
train,same_log,history26,5,D0_raw,angular,0.5,125,0.47755118403359215
train,same_log,history26,5,D0_raw,linear,1.0,1149,0.37625375584176973
train,same_log,history26,5,D0_raw,angular,1.0,1149,0.6678051933684909
train,same_log,history26,5,D1_lp6,linear,0.25,0,
train,same_log,history26,5,D1_lp6,angular,0.25,0,
train,same_log,history26,5,D1_lp6,linear,0.5,125,0.18095065198600033
train,same_log,history26,5,D1_lp6,angular,0.5,125,0.2006686793224751
train,same_log,history26,5,D1_lp6,linear,1.0,1149,0.3357535399461508
train,same_log,history26,5,D1_lp6,angular,1.0,1149,0.32649142617818966
train,same_log,history26,5,increment2,linear,0.25,0,
train,same_log,history26,5,increment2,angular,0.25,0,
train,same_log,history26,5,increment2,linear,0.5,125,0.21779897275519125
train,same_log,history26,5,increment2,angular,0.5,125,0.4194320671292295
train,same_log,history26,5,increment2,linear,1.0,1149,0.35920251983802437
train,same_log,history26,5,increment2,angular,1.0,1149,0.5712524180020305
train,same_log,history26,20,D0_raw,linear,0.25,0,
train,same_log,history26,20,D0_raw,angular,0.25,0,
train,same_log,history26,20,D0_raw,linear,0.5,14,0.3431165972529681
train,same_log,history26,20,D0_raw,angular,0.5,14,0.47053451568896376
train,same_log,history26,20,D0_raw,linear,1.0,1120,0.59832022459326
train,same_log,history26,20,D0_raw,angular,1.0,1120,0.749740664149169
train,same_log,history26,20,D1_lp6,linear,0.25,0,
train,same_log,history26,20,D1_lp6,angular,0.25,0,
train,same_log,history26,20,D1_lp6,linear,0.5,14,0.2817207907815977
train,same_log,history26,20,D1_lp6,angular,0.5,14,0.2792952281437215
train,same_log,history26,20,D1_lp6,linear,1.0,1120,0.5749674241007366
train,same_log,history26,20,D1_lp6,angular,1.0,1120,0.4599346276116954
train,same_log,history26,20,increment2,linear,0.25,0,
train,same_log,history26,20,increment2,angular,0.25,0,
train,same_log,history26,20,increment2,linear,0.5,14,0.3219613322300046
train,same_log,history26,20,increment2,angular,0.5,14,0.4653647516738411
train,same_log,history26,20,increment2,linear,1.0,1120,0.5873931720311395
train,same_log,history26,20,increment2,angular,1.0,1120,0.6853620291090271
train,same_log,history5,5,D0_raw,linear,0.25,0,
train,same_log,history5,5,D0_raw,angular,0.25,0,
train,same_log,history5,5,D0_raw,linear,0.5,230,0.3520850871452386
train,same_log,history5,5,D0_raw,angular,0.5,230,0.5190287673584043
train,same_log,history5,5,D0_raw,linear,1.0,1162,0.4654835669648679
train,same_log,history5,5,D0_raw,angular,1.0,1162,0.663546630312172
train,same_log,history5,5,D1_lp6,linear,0.25,0,
train,same_log,history5,5,D1_lp6,angular,0.25,0,
train,same_log,history5,5,D1_lp6,linear,0.5,230,0.31525823145881066
train,same_log,history5,5,D1_lp6,angular,0.5,230,0.2220847180801766
train,same_log,history5,5,D1_lp6,linear,1.0,1162,0.4304191288337405
train,same_log,history5,5,D1_lp6,angular,1.0,1162,0.33235979608371913
train,same_log,history5,5,increment2,linear,0.25,0,
train,same_log,history5,5,increment2,angular,0.25,0,
train,same_log,history5,5,increment2,linear,0.5,230,0.3366662214972478
train,same_log,history5,5,increment2,angular,0.5,230,0.397622608924425
train,same_log,history5,5,increment2,linear,1.0,1162,0.45257315949779364
train,same_log,history5,5,increment2,angular,1.0,1162,0.5454081624047413
train,same_log,history5,20,D0_raw,linear,0.25,0,
train,same_log,history5,20,D0_raw,angular,0.25,0,
train,same_log,history5,20,D0_raw,linear,0.5,55,0.4783668810252701
train,same_log,history5,20,D0_raw,angular,0.5,55,0.5601500644052305
train,same_log,history5,20,D0_raw,linear,1.0,1135,0.6343849832718874
train,same_log,history5,20,D0_raw,angular,1.0,1135,0.7384351710053644
train,same_log,history5,20,D1_lp6,linear,0.25,0,
train,same_log,history5,20,D1_lp6,angular,0.25,0,
train,same_log,history5,20,D1_lp6,linear,0.5,55,0.4421475235483593
train,same_log,history5,20,D1_lp6,angular,0.5,55,0.3249279397905776
train,same_log,history5,20,D1_lp6,linear,1.0,1135,0.6190503584324643
train,same_log,history5,20,D1_lp6,angular,1.0,1135,0.4626002704717637
train,same_log,history5,20,increment2,linear,0.25,0,
train,same_log,history5,20,increment2,angular,0.25,0,
train,same_log,history5,20,increment2,linear,0.5,55,0.4450601613419905
train,same_log,history5,20,increment2,angular,0.5,55,0.4882608078257278
train,same_log,history5,20,increment2,linear,1.0,1135,0.6304262522820732
train,same_log,history5,20,increment2,angular,1.0,1135,0.6534635642631631
train,same_log,instant,5,D0_raw,linear,0.25,0,
train,same_log,instant,5,D0_raw,angular,0.25,0,
train,same_log,instant,5,D0_raw,linear,0.5,583,0.7175239221984211
train,same_log,instant,5,D0_raw,angular,0.5,583,0.6071155707404693
train,same_log,instant,5,D0_raw,linear,1.0,1183,0.7063638855374094
train,same_log,instant,5,D0_raw,angular,1.0,1183,0.7079804838424466
train,same_log,instant,5,D1_lp6,linear,0.25,0,
train,same_log,instant,5,D1_lp6,angular,0.25,0,
train,same_log,instant,5,D1_lp6,linear,0.5,583,0.7112336851608355
train,same_log,instant,5,D1_lp6,angular,0.5,583,0.4728073761653078
train,same_log,instant,5,D1_lp6,linear,1.0,1183,0.6917215306091224
train,same_log,instant,5,D1_lp6,angular,1.0,1183,0.5946513081319101
train,same_log,instant,5,increment2,linear,0.25,0,
train,same_log,instant,5,increment2,angular,0.25,0,
train,same_log,instant,5,increment2,linear,0.5,583,0.6889682426863017
train,same_log,instant,5,increment2,angular,0.5,583,0.45064288193335267
train,same_log,instant,5,increment2,linear,1.0,1183,0.6825603953498588
train,same_log,instant,5,increment2,angular,1.0,1183,0.5396726747399715
train,same_log,instant,20,D0_raw,linear,0.25,0,
train,same_log,instant,20,D0_raw,angular,0.25,0,
train,same_log,instant,20,D0_raw,linear,0.5,281,0.78022346184315
train,same_log,instant,20,D0_raw,angular,0.5,281,0.6010723489701876
train,same_log,instant,20,D0_raw,linear,1.0,1166,0.8027001397665235
train,same_log,instant,20,D0_raw,angular,1.0,1166,0.755128677340248
train,same_log,instant,20,D1_lp6,linear,0.25,0,
train,same_log,instant,20,D1_lp6,angular,0.25,0,
train,same_log,instant,20,D1_lp6,linear,0.5,281,0.7728739352834902
train,same_log,instant,20,D1_lp6,angular,0.5,281,0.5075542516299258
train,same_log,instant,20,D1_lp6,linear,1.0,1166,0.790950878728451
train,same_log,instant,20,D1_lp6,angular,1.0,1166,0.6845317015933402
train,same_log,instant,20,increment2,linear,0.25,0,
train,same_log,instant,20,increment2,angular,0.25,0,
train,same_log,instant,20,increment2,linear,0.5,281,0.7515338741661459
train,same_log,instant,20,increment2,angular,0.5,281,0.4870012907090609
train,same_log,instant,20,increment2,linear,1.0,1166,0.7793896672171983
train,same_log,instant,20,increment2,angular,1.0,1166,0.615226125022271
validation,train_only,actuator,5,D0_raw,linear,0.25,0,
validation,train_only,actuator,5,D0_raw,angular,0.25,0,
validation,train_only,actuator,5,D0_raw,linear,0.5,331,0.7305254838135659
validation,train_only,actuator,5,D0_raw,angular,0.5,331,0.545067477373045
validation,train_only,actuator,5,D0_raw,linear,1.0,997,0.7918642878715171
validation,train_only,actuator,5,D0_raw,angular,1.0,997,0.6125085999951249
validation,train_only,actuator,5,D1_lp6,linear,0.25,0,
validation,train_only,actuator,5,D1_lp6,angular,0.25,0,
validation,train_only,actuator,5,D1_lp6,linear,0.5,331,0.7716188985141653
validation,train_only,actuator,5,D1_lp6,angular,0.5,331,0.48562176240654964
validation,train_only,actuator,5,D1_lp6,linear,1.0,997,0.8231194055823224
validation,train_only,actuator,5,D1_lp6,angular,1.0,997,0.5403239179411482
validation,train_only,actuator,5,increment2,linear,0.25,0,
validation,train_only,actuator,5,increment2,angular,0.25,0,
validation,train_only,actuator,5,increment2,linear,0.5,331,0.7303835638754561
validation,train_only,actuator,5,increment2,angular,0.5,331,0.4361206146441188
validation,train_only,actuator,5,increment2,linear,1.0,997,0.809397720166896
validation,train_only,actuator,5,increment2,angular,1.0,997,0.4881860705189304
validation,train_only,actuator,20,D0_raw,linear,0.25,0,
validation,train_only,actuator,20,D0_raw,angular,0.25,0,
validation,train_only,actuator,20,D0_raw,linear,0.5,129,0.7405406357412165
validation,train_only,actuator,20,D0_raw,angular,0.5,129,0.5229576882631698
validation,train_only,actuator,20,D0_raw,linear,1.0,994,0.8057278761859157
validation,train_only,actuator,20,D0_raw,angular,1.0,994,0.6173564387119145
validation,train_only,actuator,20,D1_lp6,linear,0.25,0,
validation,train_only,actuator,20,D1_lp6,angular,0.25,0,
validation,train_only,actuator,20,D1_lp6,linear,0.5,129,0.7809614001214528
validation,train_only,actuator,20,D1_lp6,angular,0.5,129,0.49176599373969837
validation,train_only,actuator,20,D1_lp6,linear,1.0,994,0.8388830716444499
validation,train_only,actuator,20,D1_lp6,angular,1.0,994,0.5556280694414574
validation,train_only,actuator,20,increment2,linear,0.25,0,
validation,train_only,actuator,20,increment2,angular,0.25,0,
validation,train_only,actuator,20,increment2,linear,0.5,129,0.7174924458681092
validation,train_only,actuator,20,increment2,angular,0.5,129,0.4332669342211494
validation,train_only,actuator,20,increment2,linear,1.0,994,0.8075349548585526
validation,train_only,actuator,20,increment2,angular,1.0,994,0.5114535533960017
validation,train_only,gru26,5,D0_raw,linear,0.25,0,
validation,train_only,gru26,5,D0_raw,angular,0.25,0,
validation,train_only,gru26,5,D0_raw,linear,0.5,296,0.49142452862490243
validation,train_only,gru26,5,D0_raw,angular,0.5,296,0.4253685653814938
validation,train_only,gru26,5,D0_raw,linear,1.0,1000,0.6100369268477491
validation,train_only,gru26,5,D0_raw,angular,1.0,1000,0.4999705576997336
validation,train_only,gru26,5,D1_lp6,linear,0.25,0,
validation,train_only,gru26,5,D1_lp6,angular,0.25,0,
validation,train_only,gru26,5,D1_lp6,linear,0.5,296,0.5338756608932519
validation,train_only,gru26,5,D1_lp6,angular,0.5,296,0.23025576295122363
validation,train_only,gru26,5,D1_lp6,linear,1.0,1000,0.6260317469945077
validation,train_only,gru26,5,D1_lp6,angular,1.0,1000,0.27625746686018976
validation,train_only,gru26,5,increment2,linear,0.25,0,
validation,train_only,gru26,5,increment2,angular,0.25,0,
validation,train_only,gru26,5,increment2,linear,0.5,296,0.4567036540158291
validation,train_only,gru26,5,increment2,angular,0.5,296,0.3596084184505551
validation,train_only,gru26,5,increment2,linear,1.0,1000,0.5674666640069235
validation,train_only,gru26,5,increment2,angular,1.0,1000,0.4216989163155686
validation,train_only,gru26,20,D0_raw,linear,0.25,0,
validation,train_only,gru26,20,D0_raw,angular,0.25,0,
validation,train_only,gru26,20,D0_raw,linear,0.5,30,0.5311356362016694
validation,train_only,gru26,20,D0_raw,angular,0.5,30,0.4249425701518728
validation,train_only,gru26,20,D0_raw,linear,1.0,999,0.6887522494254419
validation,train_only,gru26,20,D0_raw,angular,1.0,999,0.5375509394451458
validation,train_only,gru26,20,D1_lp6,linear,0.25,0,
validation,train_only,gru26,20,D1_lp6,angular,0.25,0,
validation,train_only,gru26,20,D1_lp6,linear,0.5,30,0.5446833085409033
validation,train_only,gru26,20,D1_lp6,angular,0.5,30,0.22336972442019992
validation,train_only,gru26,20,D1_lp6,linear,1.0,999,0.7095146499516116
validation,train_only,gru26,20,D1_lp6,angular,1.0,999,0.31110829673128737
validation,train_only,gru26,20,increment2,linear,0.25,0,
validation,train_only,gru26,20,increment2,angular,0.25,0,
validation,train_only,gru26,20,increment2,linear,0.5,30,0.47082972486237834
validation,train_only,gru26,20,increment2,angular,0.5,30,0.3355035094338351
validation,train_only,gru26,20,increment2,linear,1.0,999,0.6423295445879452
validation,train_only,gru26,20,increment2,angular,1.0,999,0.44837572287353217
validation,train_only,gru26_airdata,5,D0_raw,linear,0.25,0,
validation,train_only,gru26_airdata,5,D0_raw,angular,0.25,0,
validation,train_only,gru26_airdata,5,D0_raw,linear,0.5,221,0.4853789364488156
validation,train_only,gru26_airdata,5,D0_raw,angular,0.5,221,0.38473845385864536
validation,train_only,gru26_airdata,5,D0_raw,linear,1.0,1000,0.6099642507612913
validation,train_only,gru26_airdata,5,D0_raw,angular,1.0,1000,0.5017771678456657
validation,train_only,gru26_airdata,5,D1_lp6,linear,0.25,0,
validation,train_only,gru26_airdata,5,D1_lp6,angular,0.25,0,
validation,train_only,gru26_airdata,5,D1_lp6,linear,0.5,221,0.5249324488679322
validation,train_only,gru26_airdata,5,D1_lp6,angular,0.5,221,0.21755632721648413
validation,train_only,gru26_airdata,5,D1_lp6,linear,1.0,1000,0.6210609494117972
validation,train_only,gru26_airdata,5,D1_lp6,angular,1.0,1000,0.2674667608257708
validation,train_only,gru26_airdata,5,increment2,linear,0.25,0,
validation,train_only,gru26_airdata,5,increment2,angular,0.25,0,
validation,train_only,gru26_airdata,5,increment2,linear,0.5,221,0.4512838705598736
validation,train_only,gru26_airdata,5,increment2,angular,0.5,221,0.3274923316086233
validation,train_only,gru26_airdata,5,increment2,linear,1.0,1000,0.5674282402429853
validation,train_only,gru26_airdata,5,increment2,angular,1.0,1000,0.41855921588029815
validation,train_only,gru26_airdata,20,D0_raw,linear,0.25,0,
validation,train_only,gru26_airdata,20,D0_raw,angular,0.25,0,
validation,train_only,gru26_airdata,20,D0_raw,linear,0.5,22,0.6004493876429914
validation,train_only,gru26_airdata,20,D0_raw,angular,0.5,22,0.3605007145667619
validation,train_only,gru26_airdata,20,D0_raw,linear,1.0,998,0.693000313664278
validation,train_only,gru26_airdata,20,D0_raw,angular,1.0,998,0.5273354470133808
validation,train_only,gru26_airdata,20,D1_lp6,linear,0.25,0,
validation,train_only,gru26_airdata,20,D1_lp6,angular,0.25,0,
validation,train_only,gru26_airdata,20,D1_lp6,linear,0.5,22,0.6360594768730928
validation,train_only,gru26_airdata,20,D1_lp6,angular,0.5,22,0.22328958066529947
validation,train_only,gru26_airdata,20,D1_lp6,linear,1.0,998,0.7105570706811731
validation,train_only,gru26_airdata,20,D1_lp6,angular,1.0,998,0.3003090738457425
validation,train_only,gru26_airdata,20,increment2,linear,0.25,0,
validation,train_only,gru26_airdata,20,increment2,angular,0.25,0,
validation,train_only,gru26_airdata,20,increment2,linear,0.5,22,0.5401501167341343
validation,train_only,gru26_airdata,20,increment2,angular,0.5,22,0.32011417414904647
validation,train_only,gru26_airdata,20,increment2,linear,1.0,998,0.644795936810818
validation,train_only,gru26_airdata,20,increment2,angular,1.0,998,0.4418928260378914
validation,train_only,gru26_phase,5,D0_raw,linear,0.25,0,
validation,train_only,gru26_phase,5,D0_raw,angular,0.25,0,
validation,train_only,gru26_phase,5,D0_raw,linear,0.5,146,0.3941800620052076
validation,train_only,gru26_phase,5,D0_raw,angular,0.5,146,0.4154987033585929
validation,train_only,gru26_phase,5,D0_raw,linear,1.0,1000,0.5610080081789988
validation,train_only,gru26_phase,5,D0_raw,angular,1.0,1000,0.5076849949554876
validation,train_only,gru26_phase,5,D1_lp6,linear,0.25,0,
validation,train_only,gru26_phase,5,D1_lp6,angular,0.25,0,
validation,train_only,gru26_phase,5,D1_lp6,linear,0.5,146,0.40202160366329964
validation,train_only,gru26_phase,5,D1_lp6,angular,0.5,146,0.21019838240692076
validation,train_only,gru26_phase,5,D1_lp6,linear,1.0,1000,0.569593582191487
validation,train_only,gru26_phase,5,D1_lp6,angular,1.0,1000,0.27281738383770354
validation,train_only,gru26_phase,5,increment2,linear,0.25,0,
validation,train_only,gru26_phase,5,increment2,angular,0.25,0,
validation,train_only,gru26_phase,5,increment2,linear,0.5,146,0.3658180994034442
validation,train_only,gru26_phase,5,increment2,angular,0.5,146,0.3437784587994959
validation,train_only,gru26_phase,5,increment2,linear,1.0,1000,0.5288406873557782
validation,train_only,gru26_phase,5,increment2,angular,1.0,1000,0.42436316123123363
validation,train_only,gru26_phase,20,D0_raw,linear,0.25,0,
validation,train_only,gru26_phase,20,D0_raw,angular,0.25,0,
validation,train_only,gru26_phase,20,D0_raw,linear,0.5,7,0.41502773322233893
validation,train_only,gru26_phase,20,D0_raw,angular,0.5,7,0.46510304360525395
validation,train_only,gru26_phase,20,D0_raw,linear,1.0,999,0.6524571691955005
validation,train_only,gru26_phase,20,D0_raw,angular,1.0,999,0.5426661284568159
validation,train_only,gru26_phase,20,D1_lp6,linear,0.25,0,
validation,train_only,gru26_phase,20,D1_lp6,angular,0.25,0,
validation,train_only,gru26_phase,20,D1_lp6,linear,0.5,7,0.38797930773789924
validation,train_only,gru26_phase,20,D1_lp6,angular,0.5,7,0.2193078965938442
validation,train_only,gru26_phase,20,D1_lp6,linear,1.0,999,0.669260914626294
validation,train_only,gru26_phase,20,D1_lp6,angular,1.0,999,0.3083978207733905
validation,train_only,gru26_phase,20,increment2,linear,0.25,0,
validation,train_only,gru26_phase,20,increment2,angular,0.25,0,
validation,train_only,gru26_phase,20,increment2,linear,0.5,7,0.35800978726039784
validation,train_only,gru26_phase,20,increment2,angular,0.5,7,0.36223992428560364
validation,train_only,gru26_phase,20,increment2,linear,1.0,999,0.6137098956643389
validation,train_only,gru26_phase,20,increment2,angular,1.0,999,0.4511482389233308
validation,train_only,history13,5,D0_raw,linear,0.25,0,
validation,train_only,history13,5,D0_raw,angular,0.25,0,
validation,train_only,history13,5,D0_raw,linear,0.5,49,0.14513305389068942
validation,train_only,history13,5,D0_raw,angular,0.5,49,0.43277185575540195
validation,train_only,history13,5,D0_raw,linear,1.0,996,0.33997728362880764
validation,train_only,history13,5,D0_raw,angular,1.0,996,0.5298485143074251
validation,train_only,history13,5,D1_lp6,linear,0.25,0,
validation,train_only,history13,5,D1_lp6,angular,0.25,0,
validation,train_only,history13,5,D1_lp6,linear,0.5,49,0.1150143295304141
validation,train_only,history13,5,D1_lp6,angular,0.5,49,0.2357869852605576
validation,train_only,history13,5,D1_lp6,linear,1.0,996,0.31115287860480795
validation,train_only,history13,5,D1_lp6,angular,1.0,996,0.3352861552397526
validation,train_only,history13,5,increment2,linear,0.25,0,
validation,train_only,history13,5,increment2,angular,0.25,0,
validation,train_only,history13,5,increment2,linear,0.5,49,0.1350971830543392
validation,train_only,history13,5,increment2,angular,0.5,49,0.3326403130056545
validation,train_only,history13,5,increment2,linear,1.0,996,0.32490283483384785
validation,train_only,history13,5,increment2,angular,1.0,996,0.44677364446471524
validation,train_only,history13,20,D0_raw,linear,0.25,0,
validation,train_only,history13,20,D0_raw,angular,0.25,0,
validation,train_only,history13,20,D0_raw,linear,0.5,3,0.20461982496470646
validation,train_only,history13,20,D0_raw,angular,0.5,3,0.3907928281040766
validation,train_only,history13,20,D0_raw,linear,1.0,989,0.4964197089287963
validation,train_only,history13,20,D0_raw,angular,1.0,989,0.5767648156862804
validation,train_only,history13,20,D1_lp6,linear,0.25,0,
validation,train_only,history13,20,D1_lp6,angular,0.25,0,
validation,train_only,history13,20,D1_lp6,linear,0.5,3,0.14308473726781595
validation,train_only,history13,20,D1_lp6,angular,0.5,3,0.1947739682204165
validation,train_only,history13,20,D1_lp6,linear,1.0,989,0.4891913859640387
validation,train_only,history13,20,D1_lp6,angular,1.0,989,0.40762219245527664
validation,train_only,history13,20,increment2,linear,0.25,0,
validation,train_only,history13,20,increment2,angular,0.25,0,
validation,train_only,history13,20,increment2,linear,0.5,3,0.17051649608004824
validation,train_only,history13,20,increment2,angular,0.5,3,0.4043178508249127
validation,train_only,history13,20,increment2,linear,1.0,989,0.49004063812307863
validation,train_only,history13,20,increment2,angular,1.0,989,0.510707527233347
validation,train_only,history26,5,D0_raw,linear,0.25,0,
validation,train_only,history26,5,D0_raw,angular,0.25,0,
validation,train_only,history26,5,D0_raw,linear,0.5,22,0.23439333478125027
validation,train_only,history26,5,D0_raw,angular,0.5,22,0.4275009164545513
validation,train_only,history26,5,D0_raw,linear,1.0,990,0.35701880088292476
validation,train_only,history26,5,D0_raw,angular,1.0,990,0.5147003086115771
validation,train_only,history26,5,D1_lp6,linear,0.25,0,
validation,train_only,history26,5,D1_lp6,angular,0.25,0,
validation,train_only,history26,5,D1_lp6,linear,0.5,22,0.1855637318950852
validation,train_only,history26,5,D1_lp6,angular,0.5,22,0.25858574886114627
validation,train_only,history26,5,D1_lp6,linear,1.0,990,0.3243200885244978
validation,train_only,history26,5,D1_lp6,angular,1.0,990,0.3569632736789986
validation,train_only,history26,5,increment2,linear,0.25,0,
validation,train_only,history26,5,increment2,angular,0.25,0,
validation,train_only,history26,5,increment2,linear,0.5,22,0.21576832500083357
validation,train_only,history26,5,increment2,angular,0.5,22,0.38027912175637635
validation,train_only,history26,5,increment2,linear,1.0,990,0.343453372751738
validation,train_only,history26,5,increment2,angular,1.0,990,0.4551921189527516
validation,train_only,history26,20,D0_raw,linear,0.25,0,
validation,train_only,history26,20,D0_raw,angular,0.25,0,
validation,train_only,history26,20,D0_raw,linear,0.5,2,0.19294574958785313
validation,train_only,history26,20,D0_raw,angular,0.5,2,0.4264315363174779
validation,train_only,history26,20,D0_raw,linear,1.0,987,0.5199312906331094
validation,train_only,history26,20,D0_raw,angular,1.0,987,0.5834051854773138
validation,train_only,history26,20,D1_lp6,linear,0.25,0,
validation,train_only,history26,20,D1_lp6,angular,0.25,0,
validation,train_only,history26,20,D1_lp6,linear,0.5,2,0.14790958398544315
validation,train_only,history26,20,D1_lp6,angular,0.5,2,0.2315190265816867
validation,train_only,history26,20,D1_lp6,linear,1.0,987,0.5141799403413885
validation,train_only,history26,20,D1_lp6,angular,1.0,987,0.4311965872545481
validation,train_only,history26,20,increment2,linear,0.25,0,
validation,train_only,history26,20,increment2,angular,0.25,0,
validation,train_only,history26,20,increment2,linear,0.5,2,0.13421215599182015
validation,train_only,history26,20,increment2,angular,0.5,2,0.3763865991658044
validation,train_only,history26,20,increment2,linear,1.0,987,0.5128292506137146
validation,train_only,history26,20,increment2,angular,1.0,987,0.5278001449140151
validation,train_only,history5,5,D0_raw,linear,0.25,0,
validation,train_only,history5,5,D0_raw,angular,0.25,0,
validation,train_only,history5,5,D0_raw,linear,0.5,102,0.31407077339174033
validation,train_only,history5,5,D0_raw,angular,0.5,102,0.4668910560657523
validation,train_only,history5,5,D0_raw,linear,1.0,994,0.5122170238120279
validation,train_only,history5,5,D0_raw,angular,1.0,994,0.581482319230846
validation,train_only,history5,5,D1_lp6,linear,0.25,0,
validation,train_only,history5,5,D1_lp6,angular,0.25,0,
validation,train_only,history5,5,D1_lp6,linear,0.5,102,0.30903473261506503
validation,train_only,history5,5,D1_lp6,angular,0.5,102,0.27431133299920407
validation,train_only,history5,5,D1_lp6,linear,1.0,994,0.5140582859109136
validation,train_only,history5,5,D1_lp6,angular,1.0,994,0.37145711198095216
validation,train_only,history5,5,increment2,linear,0.25,0,
validation,train_only,history5,5,increment2,angular,0.25,0,
validation,train_only,history5,5,increment2,linear,0.5,102,0.34143156473828906
validation,train_only,history5,5,increment2,angular,0.5,102,0.38064549435578154
validation,train_only,history5,5,increment2,linear,1.0,994,0.5302468936100148
validation,train_only,history5,5,increment2,angular,1.0,994,0.48495512698788856
validation,train_only,history5,20,D0_raw,linear,0.25,0,
validation,train_only,history5,20,D0_raw,angular,0.25,0,
validation,train_only,history5,20,D0_raw,linear,0.5,10,0.44682914251029554
validation,train_only,history5,20,D0_raw,angular,0.5,10,0.4975647246165583
validation,train_only,history5,20,D0_raw,linear,1.0,992,0.6122906499824068
validation,train_only,history5,20,D0_raw,angular,1.0,992,0.6286000280726833
validation,train_only,history5,20,D1_lp6,linear,0.25,0,
