point_index,role
4828,fit
4830,fit
4832,fit
4834,fit
4836,fit
4838,fit
4840,fit
4842,fit
4844,fit
4846,fit
4848,fit
4850,fit
4852,fit
4854,fit
4856,fit
4858,fit
4860,fit
4862,fit
4864,fit
4866,fit
4868,fit
4870,fit
4872,fit
4874,fit
4876,fit
4878,fit
4880,fit
4882,fit
4884,fit
4886,fit
4888,fit
4890,fit
4892,fit
4894,fit
4896,fit
4898,fit
4900,fit
4902,fit
4904,fit
4906,fit
4908,fit
4910,fit
4912,fit
4914,fit
4916,fit
4918,fit
4920,fit
4922,fit
4924,fit
4926,fit
4928,fit
4930,fit
4932,fit
4934,fit
4936,fit
4938,fit
4940,fit
4942,fit
4944,fit
4946,fit
4948,fit
4950,fit
4952,fit
4954,fit
4956,fit
4958,fit
4960,fit
4962,fit
4964,fit
4966,fit
4968,fit
4970,fit
4972,fit
4974,fit
4976,fit
4978,fit
4980,fit
4982,fit
4984,fit
4986,fit
4988,fit
4990,fit
4992,fit
4994,fit
4996,fit
4998,fit
5000,fit
5002,fit
5004,fit
5006,fit
5008,fit
5010,fit
5012,fit
5014,fit
5016,fit
5018,fit
5020,fit
5022,fit
5024,fit
5026,fit
5028,fit
5030,fit
5032,fit
5034,fit
5036,fit
5038,fit
5040,fit
5042,fit
5044,fit
5046,fit
5048,fit
5050,fit
5052,fit
5054,fit
5056,fit
5058,fit
5060,fit
5062,fit
5064,fit
5066,fit
5068,fit
5070,fit
5072,fit
5074,fit
5076,fit
5078,fit
5080,fit
5082,fit
5084,fit
5086,fit
5088,fit
5090,fit
5092,fit
5094,fit
5096,fit
5098,fit
5100,fit
5102,fit
5104,fit
5106,fit
5108,fit
5110,fit
5112,fit
5114,fit
5116,fit
5118,fit
5120,fit
5122,fit
5124,fit
5126,fit
5128,fit
5130,fit
5132,fit
5134,fit
5136,fit
5138,fit
5140,fit
5142,fit
5144,fit
5146,fit
5148,fit
5150,fit
5152,fit
5154,fit
5156,fit
5158,fit
5160,fit
5162,fit
5164,fit
5166,fit
5168,fit
5170,fit
5172,fit
5174,fit
5176,fit
5178,fit
5180,fit
5182,fit
5184,fit
5186,fit
5188,fit
5190,fit
5192,fit
5194,fit
5196,fit
5198,fit
5200,fit
5202,fit
5204,fit
5206,fit
5208,fit
5210,fit
5212,fit
5214,fit
5216,fit
5218,fit
5220,fit
5222,fit
5224,fit
5226,fit
5228,fit
5230,fit
5232,fit
5234,fit
5236,fit
5238,fit
5240,fit
5242,fit
5244,fit
5246,fit
5248,fit
5250,fit
5252,fit
5254,fit
5256,fit
5258,fit
5260,fit
5262,fit
5264,fit
5266,fit
5268,fit
5270,fit
5272,fit
5274,fit
5276,fit
5278,fit
5280,fit
5282,fit
5284,fit
5286,fit
5288,fit
5290,fit
5292,fit
5294,fit
5296,fit
5298,fit
5300,fit
5302,fit
5304,fit
5306,fit
5308,fit
5310,fit
5312,fit
5314,fit
5316,fit
5318,fit
5320,fit
5322,fit
5324,fit
5326,fit
5328,fit
5330,fit
5332,fit
5334,fit
5336,fit
5338,fit
5340,fit
5342,fit
5344,fit
5346,fit
5348,fit
5350,fit
5352,fit
5354,fit
5356,fit
5358,fit
5360,fit
5362,fit
5364,fit
5366,fit
5368,fit
5370,fit
5372,fit
5374,fit
5376,fit
5378,fit
5380,fit
5382,fit
5384,fit
5386,fit
5388,fit
5390,fit
5392,fit
5394,fit
5396,fit
5398,fit
5400,fit
5402,fit
5404,fit
5406,fit
5408,fit
5410,fit
5412,fit
5414,fit
5416,fit
5418,fit
5420,fit
5422,fit
5424,fit
5426,fit
5428,fit
5430,fit
5432,fit
5434,fit
5436,fit
5438,fit
5440,fit
5442,fit
5444,fit
5446,fit
5448,fit
5450,fit
5452,fit
5454,fit
5456,fit
5458,fit
5460,fit
5462,fit
5464,fit
5466,fit
5468,fit
5470,fit
5472,fit
5474,fit
5476,fit
5478,fit
5480,fit
5482,fit
5484,fit
5486,fit
5488,fit
5490,fit
5492,fit
5494,fit
5496,fit
5498,fit
5500,fit
5502,fit
5504,fit
5506,fit
5508,fit
5510,fit
5512,fit
5514,fit
5516,fit
5518,fit
5520,fit
5522,fit
5524,fit
5526,fit
5528,fit
5530,fit
5532,fit
5534,fit
5536,fit
5538,fit
5540,fit
5542,fit
5544,fit
5546,fit
5548,fit
5550,fit
5552,fit
5554,fit
5556,fit
5558,fit
5560,fit
5562,fit
5564,fit
5566,fit
5568,fit
5570,fit
5572,fit
5574,fit
5576,fit
5578,fit
5580,fit
5582,fit
5584,fit
5586,fit
5588,fit
5590,fit
5592,fit
5594,fit
5596,fit
5598,fit
5600,fit
5602,fit
5604,fit
5606,fit
5608,fit
5610,fit
5612,fit
5614,fit
5616,fit
5618,fit
5620,fit
5622,fit
5624,fit
5626,fit
5628,fit
5630,fit
5632,fit
5634,fit
5636,fit
5638,fit
5640,fit
5642,fit
5644,fit
5646,fit
5648,fit
5650,fit
5652,fit
5654,fit
5656,fit
5658,fit
5660,fit
5662,fit
5664,fit
5666,fit
5668,fit
5670,fit
5672,fit
5674,fit
5676,fit
5678,fit
5680,fit
5682,fit
5684,fit
5686,fit
5688,fit
5690,fit
5692,fit
5694,fit
5696,fit
5698,fit
5700,fit
5702,fit
5704,fit
5706,fit
5708,fit
5710,fit
8229,fit
8231,fit
8233,fit
8235,fit
8237,fit
8239,fit
8241,fit
8243,fit
8245,fit
8247,fit
8249,fit
8251,fit
8253,fit
8255,fit
8257,fit
8259,fit
8261,fit
8263,fit
8265,fit
8267,fit
8269,fit
8271,fit
8273,fit
8275,fit
8277,fit
8279,fit
8281,fit
8283,fit
8285,fit
8287,fit
8289,fit
8291,fit
8293,fit
8295,fit
8297,fit
8299,fit
8301,fit
8303,fit
8305,fit
8307,fit
8309,fit
8311,fit
8313,fit
8315,fit
8317,fit
8319,fit
8321,fit
8323,fit
8325,fit
8327,fit
8329,fit
8331,fit
8333,fit
8335,fit
8337,fit
8339,fit
8341,fit
8343,fit
8345,fit
8347,fit
8349,fit
8351,fit
8353,fit
8355,fit
8357,fit
8359,fit
8361,fit
8363,fit
8365,fit
8367,fit
8369,fit
8371,fit
8373,fit
8375,fit
8377,fit
8379,fit
8381,fit
8383,fit
8385,fit
8387,fit
8389,fit
8391,fit
8393,fit
8395,fit
8397,fit
8399,fit
8401,fit
8403,fit
8405,fit
8407,fit
8409,fit
8411,fit
8413,fit
8415,fit
8417,fit
8419,fit
8421,fit
8423,fit
8425,fit
8427,fit
8429,fit
8431,fit
8433,fit
8435,fit
8437,fit
8439,fit
8441,fit
8443,fit
8445,fit
8447,fit
8449,fit
8451,fit
8453,fit
8455,fit
8457,fit
8459,fit
8461,fit
8463,fit
8465,fit
8467,fit
8469,fit
8471,fit
8473,fit
8475,fit
8477,fit
8479,fit
8481,fit
8483,fit
8485,fit
8487,fit
8489,fit
8491,fit
8493,fit
8495,fit
8497,fit
8499,fit
8501,fit
8503,fit
8505,fit
8507,fit
8509,fit
8511,fit
8513,fit
8515,fit
8517,fit
8519,fit
8521,fit
8523,fit
8525,fit
8527,fit
8529,fit
8531,fit
8533,fit
8535,fit
8537,fit
8539,fit
8541,fit
8543,fit
8545,fit
8547,fit
8549,fit
8551,fit
8553,fit
8555,fit
8557,fit
8559,fit
8561,fit
8563,fit
8565,fit
8567,fit
8569,fit
8571,fit
8573,fit
8575,fit
8577,fit
8579,fit
8581,fit
8583,fit
8585,fit
8587,fit
8589,fit
8591,fit
8593,fit
8595,fit
8597,fit
8599,fit
8601,fit
8603,fit
8605,fit
8607,fit
8609,fit
8611,fit
8613,fit
8615,fit
8617,fit
8619,fit
8621,fit
8623,fit
8625,fit
8627,fit
8629,fit
8631,fit
8633,fit
8635,fit
8637,fit
8639,fit
8641,fit
8643,fit
8645,fit
8647,fit
8649,fit
8651,fit
8653,fit
8655,fit
8657,fit
8659,fit
8661,fit
8663,fit
8665,fit
8667,fit
8669,fit
8671,fit
8673,fit
8675,fit
8677,fit
8679,fit
8681,fit
8683,fit
8685,fit
8687,fit
8689,fit
8691,fit
8693,fit
8695,fit
8697,fit
8699,fit
8701,fit
8703,fit
8705,fit
8707,fit
8709,fit
8711,fit
8713,fit
8715,fit
8717,fit
8719,fit
8721,fit
8723,fit
8725,fit
8727,fit
8729,fit
8731,fit
8733,fit
8735,fit
8737,fit
8739,fit
8741,fit
8743,fit
8745,fit
8747,fit
8749,fit
8751,fit
8753,fit
8755,fit
8757,fit
8759,fit
8761,fit
8763,fit
8765,fit
8767,fit
8769,fit
8771,fit
8773,fit
8775,fit
8777,fit
8779,fit
8781,fit
8783,fit
8785,fit
8787,fit
8789,fit
8791,fit
8793,fit
8795,fit
8797,fit
8799,fit
8801,fit
8803,fit
8805,fit
8807,fit
8809,fit
8811,fit
8813,fit
8815,fit
8817,fit
8819,fit
8821,fit
8823,fit
8825,fit
8827,fit
8829,fit
8831,fit
8833,fit
8835,fit
8837,fit
8839,fit
8841,fit
8843,fit
8845,fit
8847,fit
8849,fit
8851,fit
8853,fit
8855,fit
8857,fit
8859,fit
8861,fit
8863,fit
8865,fit
8867,fit
8869,fit
8871,fit
8873,fit
8875,fit
8877,fit
8879,fit
8881,fit
8883,fit
8885,fit
8887,fit
8889,fit
8891,fit
8893,fit
8895,fit
8897,fit
8899,fit
8901,fit
8903,fit
8905,fit
8907,fit
8909,fit
8911,fit
8913,fit
8915,fit
8917,fit
8919,fit
8921,fit
8923,fit
8925,fit
8927,fit
8929,fit
8931,fit
8933,fit
8935,fit
8937,fit
8939,fit
8941,fit
8943,fit
8945,fit
8947,fit
8949,fit
8951,fit
8953,fit
8955,fit
8957,fit
8959,fit
8961,fit
8963,fit
8965,fit
8967,fit
8969,fit
8971,fit
8973,fit
8975,fit
8977,fit
8979,fit
8981,fit
8983,fit
8985,fit
8987,fit
8989,fit
8991,fit
8993,fit
8995,fit
8997,fit
8999,fit
9001,fit
9003,fit
9005,fit
9007,fit
9009,fit
9011,fit
9013,fit
9015,fit
9017,fit
9019,fit
9021,fit
9023,fit
9025,fit
9027,fit
9029,fit
9031,fit
9033,fit
9035,fit
9037,fit
9039,fit
9041,fit
9043,fit
9045,fit
9047,fit
9049,fit
9051,fit
9053,fit
9055,fit
9057,fit
9059,fit
9061,fit
9063,fit
9065,fit
9067,fit
9069,fit
9071,fit
9073,fit
9075,fit
9077,fit
9079,fit
9081,fit
9083,fit
9085,fit
9087,fit
9089,fit
9091,fit
9093,fit
9095,fit
9097,fit
9099,fit
9101,fit
9103,fit
9105,fit
9107,fit
9109,fit
9111,fit
9113,fit
9115,fit
9117,fit
9119,fit
9121,fit
9123,fit
9125,fit
9127,fit
9129,fit
9131,fit
9133,fit
9135,fit
9137,fit
9139,fit
9141,fit
9143,fit
9145,fit
9147,fit
9149,fit
9151,fit
9153,fit
9155,fit
9157,fit
9159,fit
9161,fit
9163,fit
9165,fit
9167,fit
9169,fit
9171,fit
9173,fit
9175,fit
9177,fit
9179,fit
9181,fit
9183,fit
9185,fit
9187,fit
9189,fit
9191,fit
9193,fit
9195,fit
9197,fit
9199,fit
9201,fit
9203,fit
9205,fit
9207,fit
9209,fit
9211,fit
9213,fit
9215,fit
9217,fit
9219,fit
9221,fit
9223,fit
9225,fit
9227,fit
9229,fit
9231,fit
9233,fit
9235,fit
9237,fit
9239,fit
9241,fit
9243,fit
9245,fit
9247,fit
9249,fit
9251,fit
9253,fit
9255,fit
9257,fit
9259,fit
9261,fit
9263,fit
9265,fit
9267,fit
9269,fit
9271,fit
9273,fit
9275,fit
9277,fit
9279,fit
9281,fit
9283,fit
9285,fit
9287,fit
9289,fit
9291,fit
9293,fit
9295,fit
9297,fit
9299,fit
9301,fit
9303,fit
9305,fit
9307,fit
9309,fit
9311,fit
9313,fit
9315,fit
9317,fit
9319,fit
9321,fit
9323,fit
9325,fit
9327,fit
9329,fit
9331,fit
9333,fit
9335,fit
9337,fit
9339,fit
9341,fit
9343,fit
9345,fit
9347,fit
9349,fit
9351,fit
9353,fit
9355,fit
9357,fit
9359,fit
9361,fit
9363,fit
9365,fit
9367,fit
9369,fit
9371,fit
9373,fit
9375,fit
9377,fit
9379,fit
9381,fit
9383,fit
9385,fit
9387,fit
9389,fit
9391,fit
9393,fit
9395,fit
9397,fit
9399,fit
9401,fit
9403,fit
9405,fit
9407,fit
9409,fit
9411,fit
9413,fit
9415,fit
9417,fit
9419,fit
9421,fit
9423,fit
9425,fit
9427,fit
9429,fit
9431,fit
9433,fit
9435,fit
9437,fit
9439,fit
9441,fit
9443,fit
9445,fit
9447,fit
9449,fit
9451,fit
9453,fit
9455,fit
9457,fit
9459,fit
9461,fit
9463,fit
9465,fit
9467,fit
9469,fit
9471,fit
9473,fit
9475,fit
9477,fit
9479,fit
9481,fit
9483,fit
9485,fit
9487,fit
9489,fit
9491,fit
9493,fit
9495,fit
9497,fit
9499,fit
9501,fit
9503,fit
9505,fit
9507,fit
9509,fit
9511,fit
9513,fit
9515,fit
9517,fit
9519,fit
9521,fit
9523,fit
9525,fit
9527,fit
9529,fit
9531,fit
9533,fit
9535,fit
9537,fit
9539,fit
9541,fit
9543,fit
9545,fit
9547,fit
9549,fit
9551,fit
9553,fit
9555,fit
9557,fit
9559,fit
9561,fit
9563,fit
9565,fit
9567,fit
9569,fit
9571,fit
9573,fit
9575,fit
9577,fit
9579,fit
9581,fit
9583,fit
9585,fit
9587,fit
9589,fit
9591,fit
9593,fit
9595,fit
9597,fit
9599,fit
9601,fit
9603,fit
9605,fit
9607,fit
9609,fit
9611,fit
9613,fit
9615,fit
9617,fit
9619,fit
9621,fit
9623,fit
9625,fit
9627,fit
9629,fit
9631,fit
9633,fit
9635,fit
9637,fit
9639,fit
9641,fit
9643,fit
9645,fit
9647,fit
9649,fit
9651,fit
9653,fit
9655,fit
9657,fit
9659,fit
9661,fit
9663,fit
9665,fit
9667,fit
9669,fit
9671,fit
9673,fit
9675,fit
9677,fit
9679,fit
9681,fit
9683,fit
9685,fit
9687,fit
9689,fit
9691,fit
9693,fit
9695,fit
9697,fit
9699,fit
9701,fit
9703,fit
9705,fit
9707,fit
9709,fit
9711,fit
9713,fit
9715,fit
9717,fit
9719,fit
9721,fit
9723,fit
9725,fit
9727,fit
9729,fit
9731,fit
9733,fit
9735,fit
9737,fit
9739,fit
9741,fit
9743,fit
9745,fit
9747,fit
9749,fit
9751,fit
9753,fit
9755,fit
9757,fit
9759,fit
9761,fit
9763,fit
9765,fit
9767,fit
9769,fit
9771,fit
9773,fit
9775,fit
9777,fit
9779,fit
9781,fit
9783,fit
9785,fit
9787,fit
9789,fit
9791,fit
9793,fit
9795,fit
9797,fit
9799,fit
9801,fit
9803,fit
9805,fit
9807,fit
9809,fit
9811,fit
9813,fit
9815,fit
9817,fit
9819,fit
9821,fit
9823,fit
9825,fit
9827,fit
9829,fit
9831,fit
9833,fit
9835,fit
9837,fit
9839,fit
9841,fit
9843,fit
9845,fit
9847,fit
9849,fit
9851,fit
9853,fit
9855,fit
9857,fit
9859,fit
9861,fit
9863,fit
9865,fit
9867,fit
9869,fit
9871,fit
9873,fit
9875,fit
9877,fit
9879,fit
9881,fit
9883,fit
9885,fit
9887,fit
9889,fit
9891,fit
9893,fit
9895,fit
9897,fit
9899,fit
9901,fit
9903,fit
9905,fit
9907,fit
9909,fit
9911,fit
9913,fit
9915,fit
9917,fit
9919,fit
9921,fit
9923,fit
9925,fit
9927,fit
9929,fit
9931,fit
9933,fit
9935,fit
9937,fit
9939,fit
9941,fit
9943,fit
9945,fit
9947,fit
9949,fit
9951,fit
9953,fit
9955,fit
9957,fit
9959,fit
9961,fit
9963,fit
9965,fit
9967,fit
9969,fit
9971,fit
9973,fit
9975,fit
9977,fit
9979,fit
9981,fit
9983,fit
9985,fit
9987,fit
9989,fit
9991,fit
9993,fit
9995,fit
9997,fit
9999,fit
10001,fit
10003,fit
10005,fit
10007,fit
10009,fit
10011,fit
10013,fit
10015,fit
10017,fit
10019,fit
10021,fit
10023,fit
10025,fit
10027,fit
10029,fit
10031,fit
10033,fit
10035,fit
10037,fit
10039,fit
10041,fit
10043,fit
10045,fit
10047,fit
10049,fit
10051,fit
10053,fit
10055,fit
10057,fit
10059,fit
10061,fit
10063,fit
10065,fit
10067,fit
10069,fit
10071,fit
10073,fit
10075,fit
10077,fit
10079,fit
10081,fit
10083,fit
10085,fit
10087,fit
10089,fit
10091,fit
10093,fit
10095,fit
10097,fit
10099,fit
10101,fit
10103,fit
10105,fit
10107,fit
10109,fit
10111,fit
10113,fit
10115,fit
10117,fit
10119,fit
10121,fit
10123,fit
10125,fit
10127,fit
10129,fit
10131,fit
10133,fit
10135,fit
10137,fit
10139,fit
10141,fit
10143,fit
10145,fit
10147,fit
10149,fit
10151,fit
10153,fit
10155,fit
10157,fit
10159,fit
10161,fit
10163,fit
10165,fit
10167,fit
10169,fit
10171,fit
10173,fit
10175,fit
10177,fit
10179,fit
10181,fit
10183,fit
10185,fit
10187,fit
10189,fit
10191,fit
10193,fit
10195,fit
10197,fit
10199,fit
10201,fit
10203,fit
10205,fit
10207,fit
10209,fit
10211,fit
10213,fit
10215,fit
10217,fit
10219,fit
10221,fit
10223,fit
10225,fit
10227,fit
10229,fit
10231,fit
10233,fit
10235,fit
10237,fit
10239,fit
10241,fit
10243,fit
10245,fit
10247,fit
10249,fit
10251,fit
10253,fit
10255,fit
10257,fit
10259,fit
10261,fit
10263,fit
10265,fit
10267,fit
10269,fit
10271,fit
10273,fit
10275,fit
10277,fit
10279,fit
10281,fit
10283,fit
10285,fit
10287,fit
10289,fit
10291,fit
10293,fit
10295,fit
10297,fit
10299,fit
10301,fit
10303,fit
10305,fit
10307,fit
10309,fit
10311,fit
10313,fit
10315,fit
10317,fit
10319,fit
10321,fit
10323,fit
10325,fit
10327,fit
10329,fit
10331,fit
10333,fit
10335,fit
10337,fit
10339,fit
10341,fit
10343,fit
10345,fit
10347,fit
10349,fit
10351,fit
10353,fit
10355,fit
10357,fit
10359,fit
10361,fit
10363,fit
10365,fit
10367,fit
10369,fit
10371,fit
10373,fit
10375,fit
10377,fit
10379,fit
10381,fit
10383,fit
10385,fit
10387,fit
10389,fit
10391,fit
10393,fit
10395,fit
10397,fit
10399,fit
10401,fit
10403,fit
10405,fit
10407,fit
10409,fit
10411,fit
10413,fit
10415,fit
10417,fit
10419,fit
10421,fit
10423,fit
10425,fit
10427,fit
10429,fit
10431,fit
10433,fit
10435,fit
10437,fit
10439,fit
10441,fit
10443,fit
10445,fit
10447,fit
10449,fit
10451,fit
10453,fit
10455,fit
10457,fit
10459,fit
10461,fit
10463,fit
10465,fit
10467,fit
10469,fit
10471,fit
10473,fit
10475,fit
10477,fit
10479,fit
10481,fit
10483,fit
10485,fit
10487,fit
10489,fit
10491,fit
10493,fit
10495,fit
10497,fit
10499,fit
10501,fit
10503,fit
10505,fit
10507,fit
10509,fit
10511,fit
10513,fit
10515,fit
10517,fit
10519,fit
10521,fit
10523,fit
10525,fit
10527,fit
10529,fit
10531,fit
10533,fit
10535,fit
10537,fit
10539,fit
10541,fit
10543,fit
10545,fit
10547,fit
10549,fit
10551,fit
10553,fit
10555,fit
10557,fit
10559,fit
10561,fit
10563,fit
10565,fit
10567,fit
10569,fit
10571,fit
10573,fit
10575,fit
10577,fit
10579,fit
10581,fit
10583,fit
10585,fit
10587,fit
10589,fit
10591,fit
10593,fit
10595,fit
10597,fit
10599,fit
10601,fit
10603,fit
10605,fit
10607,fit
10609,fit
10611,fit
10613,fit
10615,fit
10617,fit
10619,fit
10621,fit
10623,fit
10625,fit
10627,fit
10629,fit
10631,fit
10633,fit
10635,fit
10637,fit
10639,fit
10641,fit
10643,fit
10645,fit
10647,fit
10649,fit
10651,fit
10653,fit
10655,fit
10657,fit
10659,fit
10661,fit
10663,fit
10665,fit
10667,fit
10669,fit
10671,fit
10673,fit
10675,fit
10677,fit
10679,fit
10681,fit
10683,fit
10685,fit
10687,fit
10689,fit
10691,fit
10693,fit
10695,fit
10697,fit
10699,fit
10701,fit
10703,fit
10705,fit
10707,fit
10709,fit
10711,fit
10713,fit
10715,fit
10717,fit
10719,fit
10721,fit
10723,fit
10725,fit
10727,fit
10729,fit
10731,fit
10733,fit
10735,fit
10737,fit
10739,fit
10741,fit
10743,fit
10745,fit
10747,fit
10749,fit
10751,fit
10753,fit
10755,fit
10757,fit
10759,fit
10761,fit
10763,fit
10765,fit
10767,fit
10769,fit
10771,fit
10773,fit
10775,fit
10777,fit
10779,fit
10781,fit
10783,fit
10785,fit
10787,fit
10789,fit
10791,fit
10793,fit
10795,fit
10797,fit
10799,fit
10801,fit
10803,fit
10805,fit
10807,fit
10809,fit
10811,fit
10813,fit
10815,fit
10817,fit
10819,fit
10821,fit
10823,fit
10825,fit
10827,fit
10829,fit
10831,fit
10833,fit
10835,fit
10837,fit
10839,fit
10841,fit
10843,fit
10845,fit
10847,fit
10849,fit
10851,fit
10853,fit
10855,fit
10857,fit
10859,fit
10861,fit
10863,fit
10865,fit
10867,fit
10869,fit
10871,fit
10873,fit
10875,fit
10877,fit
10879,fit
10881,fit
10883,fit
10885,fit
10887,fit
10889,fit
10891,fit
10893,fit
10895,fit
10897,fit
10899,fit
10901,fit
10903,fit
10905,fit
10907,fit
10909,fit
10911,fit
10913,fit
10915,fit
10917,fit
10919,fit
10921,fit
10923,fit
10925,fit
10927,fit
10929,fit
10931,fit
10933,fit
10935,fit
10937,fit
10939,fit
10941,fit
10943,fit
10945,fit
10947,fit
10949,fit
10951,fit
10953,fit
10955,fit
10957,fit
10959,fit
10961,fit
10963,fit
10965,fit
10967,fit
10969,fit
10971,fit
10973,fit
10975,fit
10977,fit
10979,fit
10981,fit
10983,fit
10985,fit
10987,fit
10989,fit
10991,fit
10993,fit
10995,fit
10997,fit
10999,fit
11001,fit
11003,fit
11005,fit
11007,fit
11009,fit
11011,fit
11013,fit
11015,fit
11017,fit
11019,fit
11021,fit
11023,fit
11025,fit
11027,fit
11029,fit
11031,fit
11033,fit
11035,fit
11037,fit
11039,fit
11041,fit
11043,fit
11045,fit
11047,fit
11049,fit
11051,fit
11053,fit
11055,fit
11057,fit
11059,fit
11061,fit
11063,fit
11065,fit
11067,fit
11069,fit
11071,fit
11073,fit
11075,fit
11077,fit
11079,fit
11081,fit
11083,fit
11085,fit
11087,fit
11089,fit
11091,fit
11093,fit
11095,fit
11097,fit
11099,fit
11101,fit
11103,fit
11105,fit
11107,fit
11109,fit
11111,fit
11113,fit
11115,fit
11117,fit
11119,fit
11121,fit
11123,fit
11125,fit
11127,fit
11129,fit
11131,fit
11133,fit
11135,fit
11137,fit
11139,fit
11141,fit
11143,fit
11145,fit
11147,fit
11149,fit
11151,fit
11153,fit
11155,fit
11157,fit
11159,fit
11161,fit
11163,fit
11165,fit
11167,fit
11169,fit
11171,fit
11173,fit
11175,fit
11177,fit
11179,fit
11181,fit
11183,fit
11185,fit
11187,fit
11189,fit
11191,fit
11193,fit
11195,fit
11197,fit
11199,fit
11201,fit
11203,fit
11205,fit
11207,fit
11209,fit
11211,fit
11213,fit
11215,fit
11217,fit
11219,fit
11221,fit
11223,fit
11225,fit
11227,fit
11229,fit
11231,fit
11233,fit
11235,fit
11237,fit
11239,fit
11241,fit
11243,fit
11245,fit
11247,fit
11249,fit
11251,fit
11253,fit
11255,fit
11257,fit
11259,fit
11261,fit
11263,fit
11265,fit
11267,fit
11269,fit
11271,fit
11273,fit
11275,fit
11277,fit
11279,fit
11281,fit
11283,fit
11285,fit
11287,fit
11289,fit
11291,fit
11293,fit
11295,fit
11297,fit
11299,fit
11301,fit
11303,fit
11305,fit
11307,fit
11309,fit
11311,fit
11313,fit
11315,fit
11317,fit
11319,fit
11321,fit
11323,fit
11325,fit
11327,fit
11329,fit
11331,fit
11333,fit
11335,fit
11337,fit
11339,fit
11341,fit
11343,fit
11345,fit
11347,fit
11349,fit
11351,fit
11353,fit
11355,fit
11357,fit
11359,fit
11361,fit
11363,fit
11365,fit
11367,fit
11369,fit
11371,fit
11373,fit
11375,fit
11377,fit
11379,fit
11381,fit
11383,fit
11385,fit
11387,fit
11389,fit
11391,fit
11393,fit
11395,fit
11397,fit
11399,fit
11401,fit
11403,fit
11405,fit
11407,fit
11409,fit
11411,fit
11413,fit
11415,fit
11417,fit
11419,fit
11421,fit
11423,fit
11425,fit
11427,fit
11429,fit
11431,fit
11433,fit
11435,fit
11437,fit
11439,fit
11441,fit
11443,fit
11445,fit
11447,fit
11449,fit
11451,fit
11453,fit
11455,fit
11457,fit
11459,fit
11461,fit
11463,fit
11465,fit
11467,fit
11469,fit
11471,fit
11473,fit
11475,fit
11477,fit
11479,fit
11481,fit
11483,fit
11485,fit
11487,fit
11489,fit
11491,fit
11493,fit
11495,fit
11497,fit
11499,fit
11501,fit
11503,fit
11505,fit
11507,fit
11509,fit
11511,fit
11513,fit
11515,fit
11517,fit
11519,fit
11521,fit
11523,fit
11525,fit
11527,fit
11529,fit
11531,fit
11533,fit
11535,fit
11537,fit
11539,fit
11541,fit
11543,fit
11545,fit
11547,fit
11549,fit
11551,fit
11553,fit
11555,fit
11557,fit
11559,fit
11561,fit
11563,fit
11565,fit
11567,fit
11569,fit
11571,fit
11573,fit
11575,fit
11577,fit
11579,fit
11581,fit
11583,fit
11585,fit
11587,fit
11589,fit
11591,fit
11593,fit
11595,fit
11597,fit
11599,fit
11601,fit
11603,fit
11605,fit
11607,fit
11609,fit
11611,fit
11613,fit
11615,fit
11617,fit
11619,fit
11621,fit
11623,fit
11625,fit
11627,fit
11629,fit
11631,fit
11633,fit
11635,fit
11637,fit
11639,fit
11641,fit
11643,fit
11645,fit
11647,fit
11649,fit
11651,fit
11653,fit
11655,fit
11657,fit
11659,fit
11661,fit
11663,fit
11665,fit
11667,fit
11669,fit
11671,fit
11673,fit
11675,fit
11677,fit
11679,fit
11681,fit
11683,fit
11685,fit
11687,fit
11689,fit
11691,fit
11693,fit
11695,fit
11697,fit
11699,fit
11701,fit
11703,fit
11705,fit
11707,fit
11709,fit
11711,fit
11713,fit
11715,fit
11717,fit
11719,fit
11721,fit
11723,fit
11725,fit
11727,fit
11729,fit
11731,fit
11733,fit
11735,fit
11737,fit
11739,fit
11741,fit
11743,fit
11745,fit
11747,fit
11749,fit
11751,fit
11753,fit
11755,fit
11757,fit
11759,fit
11761,fit
11763,fit
11765,fit
11767,fit
11769,fit
11771,fit
11773,fit
11775,fit
11777,fit
11779,fit
11781,fit
11783,fit
11785,fit
11787,fit
11789,fit
11791,fit
11793,fit
11795,fit
11797,fit
11799,fit
11801,fit
11803,fit
11805,fit
11807,fit
11809,fit
11811,fit
11813,fit
11815,fit
11817,fit
11819,fit
11821,fit
11823,fit
11825,fit
11827,fit
11829,fit
11831,fit
11833,fit
11835,fit
11837,fit
11839,fit
11841,fit
11843,fit
11845,fit
11847,fit
11849,fit
11851,fit
11853,fit
11855,fit
11857,fit
11859,fit
11861,fit
11863,fit
11865,fit
11867,fit
11869,fit
11871,fit
11873,fit
11875,fit
11877,fit
11879,fit
11881,fit
11883,fit
11885,fit
11887,fit
11889,fit
11891,fit
11893,fit
11895,fit
11897,fit
11899,fit
11901,fit
11903,fit
11905,fit
11907,fit
11909,fit
11911,fit
11913,fit
11915,fit
11917,fit
11919,fit
11921,fit
11923,fit
11925,fit
11927,fit
11929,fit
11931,fit
11933,fit
11935,fit
11937,fit
11939,fit
11941,fit
11943,fit
11945,fit
11947,fit
11949,fit
11951,fit
11953,fit
11955,fit
11957,fit
11959,fit
11961,fit
11963,fit
11965,fit
11967,fit
11969,fit
11971,fit
11973,fit
11975,fit
11977,fit
11979,fit
11981,fit
11983,fit
11985,fit
11987,fit
11989,fit
11991,fit
11993,fit
11995,fit
11997,fit
11999,fit
12001,fit
12003,fit
12005,fit
12007,fit
