partition,channel,subset,flight_id,n_windows,positive,negative,n_nonoverlap,nonoverlap_positive,nonoverlap_negative
train,differential,isolated_one_direction,2026.9.6/log_17_2026-9-6-18-34-06.ulg,10,4,6,9,4,5
train,differential,isolated_one_direction,2026.9.6/log_18_2026-9-6-18-46-20.ulg,9,4,5,8,3,5
train,differential,isolated_one_direction,2026.9.6/log_19_2026-9-6-18-52-30.ulg,9,4,5,7,4,3
train,differential,isolated_one_direction,2026.9.6/log_20_2026-9-6-18-58-10.ulg,2,0,2,2,0,2
train,differential,isolated_one_direction,2026.9.6/log_28_2026-9-6-07-01-38.ulg,5,3,2,5,3,2
train,differential,isolated_one_direction,9.11数据/log_13_2026-9-11-18-28-08.ulg,1,0,1,1,0,1
train,differential,isolated_one_direction,9.11数据/log_15_2026-9-11-18-40-48.ulg,1,0,1,1,0,1
train,differential,isolated_one_direction,9.12数据/log_3_2026-9-12-18-40-02.ulg,1,0,1,1,0,1
train,differential,isolated_one_direction,9.12数据/log_8_2026-9-12-05-55-30.ulg,2,0,2,2,0,2
train,differential,isolated_one_direction,9.12数据/log_9_2026-9-12-06-03-32.ulg,1,1,0,1,1,0
train,differential,isolated_one_direction,9.13数据/log_1_2026-9-13-06-11-06.ulg,1,1,0,1,1,0
train,differential,isolated_one_direction,9.13数据/log_2_2026-9-13-06-20-06.ulg,1,0,1,1,0,1
train,differential,isolated_one_direction,9.13数据/log_7_2026-9-13-18-12-52.ulg,3,1,2,3,1,2
train,differential,isolated_one_direction,9.14数据/log_12_2026-9-14-18-20-30.ulg,1,1,0,1,1,0
train,differential,isolated_one_direction,9.15数据/log_11_2026-9-15-17-51-56.ulg,1,0,1,1,0,1
train,differential,isolated_one_direction,9.15数据/log_12_2026-9-15-18-03-58.ulg,2,1,1,2,1,1
train,differential,isolated_one_direction,9.15数据/log_14_2026-9-15-18-17-26.ulg,1,0,1,1,0,1
train,differential,isolated_one_direction,9.15数据/log_15_2026-9-15-18-23-44.ulg,2,0,2,1,0,1
train,differential,isolated_one_direction,9.16数据/log_2_2026-9-16-18-08-46.ulg,1,0,1,1,0,1
train,differential,isolated_one_direction,9.16数据/log_3_2026-9-16-18-13-58.ulg,2,1,1,2,1,1
train,differential,isolated_one_direction,9.16数据/log_4_2026-9-16-18-20-50.ulg,3,2,1,3,2,1
train,differential,isolated_one_direction,9.16数据/log_5_2026-9-16-18-26-48.ulg,1,1,0,1,1,0
train,differential,isolated_one_direction,9.18数据/log_0_2026-9-18-18-15-06.ulg,1,0,1,1,0,1
train,differential,isolated_one_direction,9.18数据/log_1_2026-9-18-18-23-36.ulg,2,2,0,2,2,0
train,differential,isolated_one_direction,9.18数据/log_2_2026-9-18-18-29-40.ulg,1,0,1,1,0,1
train,rudder,high,2026.9.6/log_17_2026-9-6-18-34-06.ulg,126,61,65,59,27,32
train,rudder,high,2026.9.6/log_18_2026-9-6-18-46-20.ulg,132,52,80,57,21,36
train,rudder,high,2026.9.6/log_19_2026-9-6-18-52-30.ulg,116,60,56,49,21,28
train,rudder,high,2026.9.6/log_20_2026-9-6-18-58-10.ulg,131,61,70,50,24,26
train,rudder,high,2026.9.6/log_24_2026-9-6-06-28-38.ulg,227,117,110,85,44,41
train,rudder,high,2026.9.6/log_28_2026-9-6-07-01-38.ulg,227,107,120,85,36,49
train,rudder,high,9.11数据/log_13_2026-9-11-18-28-08.ulg,179,96,83,59,39,20
train,rudder,high,9.11数据/log_14_2026-9-11-18-34-58.ulg,149,81,68,59,37,22
train,rudder,high,9.11数据/log_15_2026-9-11-18-40-48.ulg,191,101,90,64,36,28
train,rudder,high,9.12数据/log_10_2026-9-12-06-13-40.ulg,220,104,116,85,38,47
train,rudder,high,9.12数据/log_11_2026-9-12-06-21-12.ulg,261,126,135,94,40,54
train,rudder,high,9.12数据/log_12_2026-9-12-06-29-44.ulg,211,107,104,78,38,40
train,rudder,high,9.12数据/log_2_2026-9-12-18-32-54.ulg,114,58,56,49,27,22
train,rudder,high,9.12数据/log_3_2026-9-12-18-40-02.ulg,146,69,77,62,28,34
train,rudder,high,9.12数据/log_7_2026-9-12-05-49-02.ulg,178,90,88,68,38,30
train,rudder,high,9.12数据/log_8_2026-9-12-05-55-30.ulg,227,120,107,93,50,43
train,rudder,high,9.12数据/log_9_2026-9-12-06-03-32.ulg,281,143,138,118,66,52
train,rudder,high,9.13数据/log_1_2026-9-13-06-11-06.ulg,56,30,26,26,16,10
train,rudder,high,9.13数据/log_2_2026-9-13-06-20-06.ulg,104,49,55,49,24,25
train,rudder,high,9.13数据/log_3_2026-9-13-06-31-26.ulg,143,75,68,63,35,28
train,rudder,high,9.13数据/log_4_2026-9-13-06-36-26.ulg,100,49,51,36,18,18
train,rudder,high,9.13数据/log_5_2026-9-13-06-42-40.ulg,105,61,44,52,29,23
train,rudder,high,9.13数据/log_7_2026-9-13-18-12-52.ulg,119,64,55,43,23,20
train,rudder,high,9.14数据/log_11_2026-9-14-18-13-22.ulg,190,93,97,84,45,39
train,rudder,high,9.14数据/log_12_2026-9-14-18-20-30.ulg,215,108,107,85,46,39
train,rudder,high,9.14数据/log_13_2026-9-14-18-28-32.ulg,236,111,125,99,52,47
train,rudder,high,9.14数据/log_14_2026-9-14-18-34-22.ulg,111,59,52,48,28,20
train,rudder,high,9.15数据/log_10_2026-9-15-17-44-04.ulg,318,166,152,89,47,42
train,rudder,high,9.15数据/log_11_2026-9-15-17-51-56.ulg,162,81,81,60,26,34
train,rudder,high,9.15数据/log_12_2026-9-15-18-03-58.ulg,146,66,80,66,22,44
train,rudder,high,9.15数据/log_13_2026-9-15-18-10-58.ulg,121,59,62,48,26,22
train,rudder,high,9.15数据/log_14_2026-9-15-18-17-26.ulg,166,84,82,68,37,31
train,rudder,high,9.15数据/log_15_2026-9-15-18-23-44.ulg,170,97,73,63,42,21
train,rudder,high,9.16数据/log_1_2026-9-16-18-02-34.ulg,135,72,63,57,31,26
train,rudder,high,9.16数据/log_2_2026-9-16-18-08-46.ulg,151,80,71,60,31,29
train,rudder,high,9.16数据/log_3_2026-9-16-18-13-58.ulg,105,51,54,50,29,21
train,rudder,high,9.16数据/log_4_2026-9-16-18-20-50.ulg,149,81,68,61,34,27
train,rudder,high,9.16数据/log_5_2026-9-16-18-26-48.ulg,121,58,63,50,23,27
train,rudder,high,9.18数据/log_0_2026-9-18-18-15-06.ulg,225,100,125,86,38,48
train,rudder,high,9.18数据/log_1_2026-9-18-18-23-36.ulg,336,158,178,107,49,58
train,rudder,high,9.18数据/log_2_2026-9-18-18-29-40.ulg,274,122,152,92,45,47
train,rudder,isolated,2026.9.6/log_17_2026-9-6-18-34-06.ulg,4,1,3,4,1,3
train,rudder,isolated,2026.9.6/log_18_2026-9-6-18-46-20.ulg,1,0,1,1,0,1
train,rudder,isolated,2026.9.6/log_19_2026-9-6-18-52-30.ulg,1,0,1,1,0,1
train,rudder,isolated,2026.9.6/log_20_2026-9-6-18-58-10.ulg,6,3,3,5,2,3
train,rudder,isolated,2026.9.6/log_28_2026-9-6-07-01-38.ulg,1,0,1,1,0,1
train,rudder,isolated,9.11数据/log_13_2026-9-11-18-28-08.ulg,2,0,2,1,0,1
train,rudder,isolated,9.11数据/log_14_2026-9-11-18-34-58.ulg,3,2,1,1,1,0
train,rudder,isolated,9.11数据/log_15_2026-9-11-18-40-48.ulg,1,0,1,1,0,1
train,rudder,isolated,9.12数据/log_10_2026-9-12-06-13-40.ulg,4,1,3,3,0,3
train,rudder,isolated,9.12数据/log_11_2026-9-12-06-21-12.ulg,2,1,1,2,1,1
train,rudder,isolated,9.12数据/log_3_2026-9-12-18-40-02.ulg,1,1,0,1,1,0
train,rudder,isolated,9.12数据/log_7_2026-9-12-05-49-02.ulg,1,1,0,1,1,0
train,rudder,isolated,9.12数据/log_8_2026-9-12-05-55-30.ulg,2,2,0,2,2,0
train,rudder,isolated,9.12数据/log_9_2026-9-12-06-03-32.ulg,2,1,1,2,1,1
train,rudder,isolated,9.13数据/log_1_2026-9-13-06-11-06.ulg,1,1,0,1,1,0
train,rudder,isolated,9.13数据/log_7_2026-9-13-18-12-52.ulg,1,0,1,1,0,1
train,rudder,isolated,9.14数据/log_12_2026-9-14-18-20-30.ulg,1,0,1,1,0,1
train,rudder,isolated,9.14数据/log_13_2026-9-14-18-28-32.ulg,5,4,1,5,4,1
train,rudder,isolated,9.15数据/log_12_2026-9-15-18-03-58.ulg,1,0,1,1,0,1
train,rudder,isolated,9.15数据/log_13_2026-9-15-18-10-58.ulg,2,0,2,2,0,2
train,rudder,isolated,9.15数据/log_14_2026-9-15-18-17-26.ulg,3,1,2,3,1,2
train,rudder,isolated,9.15数据/log_15_2026-9-15-18-23-44.ulg,1,0,1,1,0,1
train,rudder,isolated,9.16数据/log_1_2026-9-16-18-02-34.ulg,1,1,0,1,1,0
train,rudder,isolated,9.16数据/log_2_2026-9-16-18-08-46.ulg,4,2,2,2,2,0
train,rudder,isolated,9.18数据/log_0_2026-9-18-18-15-06.ulg,4,1,3,3,1,2
train,rudder,isolated,9.18数据/log_1_2026-9-18-18-23-36.ulg,4,0,4,3,0,3
train,rudder,isolated_one_direction,2026.9.6/log_17_2026-9-6-18-34-06.ulg,3,1,2,3,1,2
train,rudder,isolated_one_direction,2026.9.6/log_18_2026-9-6-18-46-20.ulg,1,0,1,1,0,1
train,rudder,isolated_one_direction,2026.9.6/log_19_2026-9-6-18-52-30.ulg,1,0,1,1,0,1
train,rudder,isolated_one_direction,2026.9.6/log_20_2026-9-6-18-58-10.ulg,5,3,2,4,2,2
train,rudder,isolated_one_direction,2026.9.6/log_28_2026-9-6-07-01-38.ulg,1,0,1,1,0,1
train,rudder,isolated_one_direction,9.11数据/log_13_2026-9-11-18-28-08.ulg,2,0,2,1,0,1
train,rudder,isolated_one_direction,9.11数据/log_14_2026-9-11-18-34-58.ulg,3,2,1,1,1,0
train,rudder,isolated_one_direction,9.11数据/log_15_2026-9-11-18-40-48.ulg,1,0,1,1,0,1
train,rudder,isolated_one_direction,9.12数据/log_10_2026-9-12-06-13-40.ulg,4,1,3,3,0,3
train,rudder,isolated_one_direction,9.12数据/log_11_2026-9-12-06-21-12.ulg,2,1,1,2,1,1
train,rudder,isolated_one_direction,9.12数据/log_3_2026-9-12-18-40-02.ulg,1,1,0,1,1,0
train,rudder,isolated_one_direction,9.12数据/log_7_2026-9-12-05-49-02.ulg,1,1,0,1,1,0
train,rudder,isolated_one_direction,9.12数据/log_8_2026-9-12-05-55-30.ulg,1,1,0,1,1,0
train,rudder,isolated_one_direction,9.12数据/log_9_2026-9-12-06-03-32.ulg,1,1,0,1,1,0
train,rudder,isolated_one_direction,9.13数据/log_1_2026-9-13-06-11-06.ulg,1,1,0,1,1,0
train,rudder,isolated_one_direction,9.14数据/log_12_2026-9-14-18-20-30.ulg,1,0,1,1,0,1
train,rudder,isolated_one_direction,9.14数据/log_13_2026-9-14-18-28-32.ulg,4,4,0,4,4,0
train,rudder,isolated_one_direction,9.15数据/log_13_2026-9-15-18-10-58.ulg,1,0,1,1,0,1
train,rudder,isolated_one_direction,9.15数据/log_14_2026-9-15-18-17-26.ulg,1,1,0,1,1,0
train,rudder,isolated_one_direction,9.15数据/log_15_2026-9-15-18-23-44.ulg,1,0,1,1,0,1
train,rudder,isolated_one_direction,9.16数据/log_1_2026-9-16-18-02-34.ulg,1,1,0,1,1,0
train,rudder,isolated_one_direction,9.16数据/log_2_2026-9-16-18-08-46.ulg,4,2,2,2,2,0
train,rudder,isolated_one_direction,9.18数据/log_0_2026-9-18-18-15-06.ulg,3,0,3,2,0,2
train,rudder,isolated_one_direction,9.18数据/log_1_2026-9-18-18-23-36.ulg,3,0,3,2,0,2
validation,drive,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,7,3,4,7,3,4
validation,drive,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,4,3,1,4,3,1
validation,drive,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,34,16,18,34,16,18
validation,drive,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,37,15,22,37,15,22
validation,drive,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,4,1,3,4,1,3
validation,drive,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,32,16,16,32,16,16
validation,drive,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,21,11,10,21,11,10
validation,drive,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,5,2,3,5,2,3
validation,drive,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,52,28,24,52,28,24
validation,drive,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,52,25,27,52,25,27
validation,drive,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,44,26,18,44,26,18
validation,drive,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,59,28,31,59,28,31
validation,drive,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,32,17,15,32,17,15
validation,drive,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,58,28,30,58,28,30
validation,drive,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,57,28,29,57,28,29
validation,drive,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,35,19,16,35,19,16
validation,drive,isolated,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1,1,0,1,1,0
validation,drive,isolated,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1,0,1,1,0,1
validation,drive,isolated,2026.9.7/log_24_2026-9-7-06-16-04.ulg,3,1,2,3,1,2
validation,drive,isolated,2026.9.7/log_28_2026-9-7-06-44-02.ulg,2,0,2,2,0,2
validation,drive,isolated,2026.9.7/log_29_2026-9-7-06-51-04.ulg,2,1,1,2,1,1
validation,drive,isolated,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1,1,0,1,1,0
validation,drive,isolated,9.17数据/log_10_2026-9-17-06-34-34.ulg,2,1,1,2,1,1
validation,drive,isolated,9.17数据/log_11_2026-9-17-06-40-30.ulg,2,0,2,2,0,2
validation,drive,isolated,9.17数据/log_12_2026-9-17-06-46-02.ulg,4,2,2,4,2,2
validation,drive,isolated,9.17数据/log_6_2026-9-17-06-02-24.ulg,1,1,0,1,1,0
validation,drive,isolated,9.17数据/log_7_2026-9-17-06-12-16.ulg,2,1,1,2,1,1
validation,drive,isolated,9.17数据/log_8_2026-9-17-06-17-52.ulg,1,0,1,1,0,1
validation,drive,isolated,9.17数据/log_9_2026-9-17-06-28-10.ulg,1,1,0,1,1,0
validation,drive,isolated_one_direction,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1,1,0,1,1,0
validation,drive,isolated_one_direction,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1,0,1,1,0,1
validation,drive,isolated_one_direction,2026.9.7/log_24_2026-9-7-06-16-04.ulg,3,1,2,3,1,2
validation,drive,isolated_one_direction,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1,0,1,1,0,1
validation,drive,isolated_one_direction,2026.9.7/log_29_2026-9-7-06-51-04.ulg,2,1,1,2,1,1
validation,drive,isolated_one_direction,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1,1,0,1,1,0
validation,drive,isolated_one_direction,9.17数据/log_10_2026-9-17-06-34-34.ulg,2,1,1,2,1,1
validation,drive,isolated_one_direction,9.17数据/log_11_2026-9-17-06-40-30.ulg,2,0,2,2,0,2
validation,drive,isolated_one_direction,9.17数据/log_12_2026-9-17-06-46-02.ulg,4,2,2,4,2,2
validation,drive,isolated_one_direction,9.17数据/log_6_2026-9-17-06-02-24.ulg,1,1,0,1,1,0
validation,drive,isolated_one_direction,9.17数据/log_7_2026-9-17-06-12-16.ulg,2,1,1,2,1,1
validation,drive,isolated_one_direction,9.17数据/log_8_2026-9-17-06-17-52.ulg,1,0,1,1,0,1
validation,drive,isolated_one_direction,9.17数据/log_9_2026-9-17-06-28-10.ulg,1,1,0,1,1,0
validation,common,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,37,15,22,37,15,22
validation,common,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,18,9,9,18,9,9
validation,common,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,23,7,16,23,7,16
validation,common,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,27,14,13,27,14,13
validation,common,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,18,9,9,18,9,9
validation,common,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,16,8,8,16,8,8
validation,common,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,18,8,10,18,8,10
validation,common,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,18,10,8,18,10,8
validation,common,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,16,10,6,16,10,6
validation,common,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,26,15,11,26,15,11
validation,common,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,33,22,11,33,22,11
validation,common,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,30,13,17,30,13,17
validation,common,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,43,21,22,43,21,22
validation,common,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,27,14,13,27,14,13
validation,common,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,28,13,15,28,13,15
validation,common,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,32,18,14,32,18,14
validation,common,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,30,14,16,30,14,16
validation,common,isolated,2026.9.7/log_21_2026-9-7-05-54-56.ulg,4,0,4,4,0,4
validation,common,isolated,2026.9.7/log_22_2026-9-7-06-01-40.ulg,3,2,1,3,2,1
validation,common,isolated,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1,0,1,1,0,1
validation,common,isolated,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,0,1,1,0,1
validation,common,isolated,2026.9.7/log_26_2026-9-7-06-30-26.ulg,3,3,0,3,3,0
validation,common,isolated,2026.9.7/log_27_2026-9-7-06-37-24.ulg,2,1,1,2,1,1
validation,common,isolated,2026.9.7/log_29_2026-9-7-06-51-04.ulg,1,1,0,1,1,0
validation,common,isolated,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1,0,1,1,0,1
validation,common,isolated,9.17数据/log_12_2026-9-17-06-46-02.ulg,1,0,1,1,0,1
validation,common,isolated,9.17数据/log_9_2026-9-17-06-28-10.ulg,1,0,1,1,0,1
validation,common,isolated_one_direction,2026.9.7/log_21_2026-9-7-05-54-56.ulg,4,0,4,4,0,4
validation,common,isolated_one_direction,2026.9.7/log_22_2026-9-7-06-01-40.ulg,3,2,1,3,2,1
validation,common,isolated_one_direction,2026.9.7/log_23_2026-9-7-06-09-22.ulg,1,0,1,1,0,1
validation,common,isolated_one_direction,2026.9.7/log_24_2026-9-7-06-16-04.ulg,1,0,1,1,0,1
validation,common,isolated_one_direction,2026.9.7/log_26_2026-9-7-06-30-26.ulg,2,2,0,2,2,0
validation,common,isolated_one_direction,2026.9.7/log_27_2026-9-7-06-37-24.ulg,2,1,1,2,1,1
validation,common,isolated_one_direction,2026.9.7/log_30_2026-9-7-06-58-22.ulg,1,0,1,1,0,1
validation,common,isolated_one_direction,9.17数据/log_12_2026-9-17-06-46-02.ulg,1,0,1,1,0,1
validation,common,isolated_one_direction,9.17数据/log_9_2026-9-17-06-28-10.ulg,1,0,1,1,0,1
validation,differential,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,22,10,12,22,10,12
validation,differential,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,46,17,29,46,17,29
validation,differential,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,34,20,14,34,20,14
validation,differential,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,27,12,15,27,12,15
validation,differential,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,25,9,16,25,9,16
validation,differential,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,25,12,13,25,12,13
validation,differential,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,22,12,10,22,12,10
validation,differential,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,32,17,15,32,17,15
validation,differential,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,11,6,5,11,6,5
validation,differential,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,31,14,17,31,14,17
validation,differential,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,36,16,20,36,16,20
validation,differential,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,28,14,14,28,14,14
validation,differential,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,58,31,27,58,31,27
validation,differential,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,30,13,17,30,13,17
validation,differential,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,17,7,10,17,7,10
validation,differential,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,29,16,13,29,16,13
validation,differential,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,28,14,14,28,14,14
validation,differential,isolated,2026.9.7/log_21_2026-9-7-05-54-56.ulg,2,1,1,2,1,1
validation,differential,isolated,2026.9.7/log_22_2026-9-7-06-01-40.ulg,4,2,2,4,2,2
validation,differential,isolated,2026.9.7/log_26_2026-9-7-06-30-26.ulg,4,1,3,4,1,3
validation,differential,isolated,2026.9.7/log_27_2026-9-7-06-37-24.ulg,2,1,1,2,1,1
validation,differential,isolated,2026.9.7/log_28_2026-9-7-06-44-02.ulg,1,0,1,1,0,1
validation,differential,isolated,9.17数据/log_12_2026-9-17-06-46-02.ulg,1,1,0,1,1,0
validation,differential,isolated_one_direction,2026.9.7/log_21_2026-9-7-05-54-56.ulg,1,0,1,1,0,1
validation,differential,isolated_one_direction,2026.9.7/log_22_2026-9-7-06-01-40.ulg,2,1,1,2,1,1
validation,differential,isolated_one_direction,2026.9.7/log_26_2026-9-7-06-30-26.ulg,4,1,3,4,1,3
validation,differential,isolated_one_direction,2026.9.7/log_27_2026-9-7-06-37-24.ulg,1,1,0,1,1,0
validation,rudder,high,2026.9.7/log_21_2026-9-7-05-54-56.ulg,24,10,14,24,10,14
validation,rudder,high,2026.9.7/log_22_2026-9-7-06-01-40.ulg,23,17,6,23,17,6
validation,rudder,high,2026.9.7/log_23_2026-9-7-06-09-22.ulg,28,13,15,28,13,15
validation,rudder,high,2026.9.7/log_24_2026-9-7-06-16-04.ulg,20,10,10,20,10,10
validation,rudder,high,2026.9.7/log_26_2026-9-7-06-30-26.ulg,15,7,8,15,7,8
validation,rudder,high,2026.9.7/log_27_2026-9-7-06-37-24.ulg,18,10,8,18,10,8
validation,rudder,high,2026.9.7/log_28_2026-9-7-06-44-02.ulg,23,10,13,23,10,13
validation,rudder,high,2026.9.7/log_29_2026-9-7-06-51-04.ulg,26,13,13,26,13,13
validation,rudder,high,2026.9.7/log_30_2026-9-7-06-58-22.ulg,21,9,12,21,9,12
validation,rudder,high,9.17数据/log_10_2026-9-17-06-34-34.ulg,37,18,19,37,18,19
validation,rudder,high,9.17数据/log_11_2026-9-17-06-40-30.ulg,26,10,16,26,10,16
validation,rudder,high,9.17数据/log_12_2026-9-17-06-46-02.ulg,22,10,12,22,10,12
validation,rudder,high,9.17数据/log_13_2026-9-17-06-52-30.ulg,56,29,27,56,29,27
validation,rudder,high,9.17数据/log_6_2026-9-17-06-02-24.ulg,26,15,11,26,15,11
validation,rudder,high,9.17数据/log_7_2026-9-17-06-12-16.ulg,23,15,8,23,15,8
validation,rudder,high,9.17数据/log_8_2026-9-17-06-17-52.ulg,32,19,13,32,19,13
validation,rudder,high,9.17数据/log_9_2026-9-17-06-28-10.ulg,39,17,22,39,17,22
validation,rudder,isolated,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1,1,0,1,1,0
validation,rudder,isolated,2026.9.7/log_27_2026-9-7-06-37-24.ulg,3,3,0,3,3,0
validation,rudder,isolated_one_direction,2026.9.7/log_22_2026-9-7-06-01-40.ulg,1,1,0,1,1,0
validation,rudder,isolated_one_direction,2026.9.7/log_27_2026-9-7-06-37-24.ulg,1,1,0,1,1,0
Sep8,drive,high,2026.9.8/log_0_2026-9-8-05-42-48.ulg,10,4,6,10,4,6
Sep8,drive,high,2026.9.8/log_1_2026-9-8-05-49-28.ulg,15,8,7,15,8,7
Sep8,drive,high,2026.9.8/log_2_2026-9-8-05-56-46.ulg,11,5,6,11,5,6
Sep8,drive,high,2026.9.8/log_4_2026-9-8-06-38-56.ulg,18,11,7,18,11,7
Sep8,drive,high,2026.9.8/log_6_2026-9-8-06-46-18.ulg,18,9,9,18,9,9
Sep8,drive,high,2026.9.8/log_7_2026-9-8-06-55-26.ulg,8,3,5,8,3,5
Sep8,drive,isolated,2026.9.8/log_1_2026-9-8-05-49-28.ulg,3,1,2,3,1,2
Sep8,drive,isolated,2026.9.8/log_2_2026-9-8-05-56-46.ulg,2,1,1,2,1,1
Sep8,drive,isolated,2026.9.8/log_4_2026-9-8-06-38-56.ulg,1,1,0,1,1,0
Sep8,drive,isolated,2026.9.8/log_6_2026-9-8-06-46-18.ulg,1,0,1,1,0,1
Sep8,drive,isolated_one_direction,2026.9.8/log_1_2026-9-8-05-49-28.ulg,3,1,2,3,1,2
Sep8,drive,isolated_one_direction,2026.9.8/log_4_2026-9-8-06-38-56.ulg,1,1,0,1,1,0
Sep8,drive,isolated_one_direction,2026.9.8/log_6_2026-9-8-06-46-18.ulg,1,0,1,1,0,1
Sep8,common,high,2026.9.8/log_0_2026-9-8-05-42-48.ulg,22,15,7,22,15,7
Sep8,common,high,2026.9.8/log_1_2026-9-8-05-49-28.ulg,40,19,21,40,19,21
Sep8,common,high,2026.9.8/log_2_2026-9-8-05-56-46.ulg,33,14,19,33,14,19
Sep8,common,high,2026.9.8/log_4_2026-9-8-06-38-56.ulg,25,15,10,25,15,10
Sep8,common,high,2026.9.8/log_6_2026-9-8-06-46-18.ulg,35,20,15,35,20,15
Sep8,common,high,2026.9.8/log_7_2026-9-8-06-55-26.ulg,41,26,15,41,26,15
Sep8,common,isolated,2026.9.8/log_2_2026-9-8-05-56-46.ulg,1,1,0,1,1,0
Sep8,common,isolated,2026.9.8/log_4_2026-9-8-06-38-56.ulg,1,0,1,1,0,1
Sep8,common,isolated_one_direction,2026.9.8/log_2_2026-9-8-05-56-46.ulg,1,1,0,1,1,0
Sep8,common,isolated_one_direction,2026.9.8/log_4_2026-9-8-06-38-56.ulg,1,0,1,1,0,1
Sep8,differential,high,2026.9.8/log_0_2026-9-8-05-42-48.ulg,22,11,11,22,11,11
Sep8,differential,high,2026.9.8/log_1_2026-9-8-05-49-28.ulg,33,13,20,33,13,20
Sep8,differential,high,2026.9.8/log_2_2026-9-8-05-56-46.ulg,27,12,15,27,12,15
Sep8,differential,high,2026.9.8/log_4_2026-9-8-06-38-56.ulg,26,12,14,26,12,14
Sep8,differential,high,2026.9.8/log_6_2026-9-8-06-46-18.ulg,24,11,13,24,11,13
Sep8,differential,high,2026.9.8/log_7_2026-9-8-06-55-26.ulg,33,15,18,33,15,18
Sep8,differential,isolated,2026.9.8/log_1_2026-9-8-05-49-28.ulg,1,0,1,1,0,1
Sep8,differential,isolated,2026.9.8/log_4_2026-9-8-06-38-56.ulg,3,0,3,3,0,3
Sep8,differential,isolated,2026.9.8/log_6_2026-9-8-06-46-18.ulg,1,1,0,1,1,0
Sep8,differential,isolated_one_direction,2026.9.8/log_1_2026-9-8-05-49-28.ulg,1,0,1,1,0,1
Sep8,differential,isolated_one_direction,2026.9.8/log_4_2026-9-8-06-38-56.ulg,2,0,2,2,0,2
Sep8,rudder,high,2026.9.8/log_0_2026-9-8-05-42-48.ulg,20,7,13,20,7,13
Sep8,rudder,high,2026.9.8/log_1_2026-9-8-05-49-28.ulg,22,10,12,22,10,12
