model,source_model,mode,offset,steps,requested,admitted,completed,completion_fraction,accepted_steps_mean,completed_only_flight_rmse,completed_flights,guard_fraction
seed42,seed42,open_hold,-0.2,10,51,23,22,0.43137254901960786,4.313725490196078,0.7138208013253766,16,0.0
seed42,seed42,open_hold,-0.2,25,51,23,22,0.43137254901960786,10.784313725490197,0.7072401214085471,16,0.0
seed42,seed42,open_hold,-0.2,50,51,23,21,0.4117647058823529,21.313725490196077,0.7052763176412346,16,0.0
seed42,seed42,open_hold,0.0,5,51,23,22,0.43137254901960786,2.156862745098039,0.6087106918636508,16,0.0
seed42,seed42,open_hold,0.0,10,51,23,22,0.43137254901960786,4.313725490196078,0.6640482617863733,16,0.0
seed42,seed42,open_hold,0.0,25,51,23,22,0.43137254901960786,10.784313725490197,0.6532223910819024,16,0.0
seed42,seed42,open_hold,0.0,50,51,23,21,0.4117647058823529,21.313725490196077,0.6517782115866994,16,0.0
seed42,seed42,open_hold,0.2,5,51,23,22,0.43137254901960786,2.156862745098039,0.5804242663789918,16,0.0
seed42,seed42,open_hold,0.2,10,51,23,22,0.43137254901960786,4.313725490196078,0.6517159557095463,16,0.0
seed42,seed42,open_hold,0.2,25,51,23,22,0.43137254901960786,10.784313725490197,0.6403893167319283,16,0.0
seed42,seed42,open_hold,0.2,50,51,23,21,0.4117647058823529,21.313725490196077,0.6399821112273603,16,0.0
seed42,seed42,px4,-0.2,5,51,23,22,0.43137254901960786,2.156862745098039,0.6901259628222529,16,0.42352941176470593
seed42,seed42,px4,-0.2,10,51,23,22,0.43137254901960786,4.313725490196078,0.7275293045910902,16,0.4215686274509804
seed42,seed42,px4,-0.2,25,51,23,22,0.43137254901960786,10.784313725490197,0.7111221487611006,16,0.4203921568627451
seed42,seed42,px4,-0.2,50,51,23,21,0.4117647058823529,21.313725490196077,0.7055968811114932,16,0.41411764705882353
seed42,seed42,px4,0.0,5,51,23,22,0.43137254901960786,2.156862745098039,0.6192495608784752,16,0.4078431372549019
seed42,seed42,px4,0.0,10,51,23,22,0.43137254901960786,4.313725490196078,0.6750205272750753,16,0.4176470588235294
seed42,seed42,px4,0.0,25,51,23,22,0.43137254901960786,10.784313725490197,0.6566613302001448,16,0.41411764705882353
seed42,seed42,px4,0.0,50,51,23,21,0.4117647058823529,21.313725490196077,0.652036635330865,16,0.4050980392156862
