mode,pattern,step,cohort,condition,metric,seed,value
Mission,sustained,5,Sep7,local100ms,body_rate_rad_s,42,0.5177625579434311
Mission,sustained,5,Sep7,local100ms,p_rad_s,17,0.4616076307196712
Mission,sustained,5,Sep7,local100ms,p_rad_s,23,0.47011453975567624
Mission,sustained,5,Sep7,local100ms,p_rad_s,42,0.46041327512497265
Mission,sustained,5,Sep7,local100ms,position_m,17,0.036452095394680424
Mission,sustained,5,Sep7,local100ms,position_m,23,0.03622504618785582
Mission,sustained,5,Sep7,local100ms,position_m,42,0.03627600412824896
Mission,sustained,5,Sep7,local100ms,q_rad_s,17,0.18638081801778594
Mission,sustained,5,Sep7,local100ms,q_rad_s,23,0.18649492741251114
Mission,sustained,5,Sep7,local100ms,q_rad_s,42,0.19275298730107548
Mission,sustained,5,Sep7,local100ms,r_rad_s,17,0.13427723694450733
Mission,sustained,5,Sep7,local100ms,r_rad_s,23,0.13569367322702508
Mission,sustained,5,Sep7,local100ms,r_rad_s,42,0.1331683297673591
Mission,sustained,5,Sep7,local100ms,roll_deg,17,0.9501441473225064
Mission,sustained,5,Sep7,local100ms,roll_deg,23,0.9998914879675667
Mission,sustained,5,Sep7,local100ms,roll_deg,42,0.9813817843553868
Mission,sustained,5,Sep7,local100ms,velocity_m_s,17,0.10893723590521631
Mission,sustained,5,Sep7,local100ms,velocity_m_s,23,0.11226714478159264
Mission,sustained,5,Sep7,local100ms,velocity_m_s,42,0.11852136950381234
Mission,sustained,10,ALL,continuous,attitude_deg,17,2.0739893705744197
Mission,sustained,10,ALL,continuous,attitude_deg,23,2.1090727021082603
Mission,sustained,10,ALL,continuous,attitude_deg,42,2.10474415681686
Mission,sustained,10,ALL,continuous,body_rate_rad_s,17,0.5347688848158124
Mission,sustained,10,ALL,continuous,body_rate_rad_s,23,0.5328461237930069
Mission,sustained,10,ALL,continuous,body_rate_rad_s,42,0.5334075135606688
Mission,sustained,10,ALL,continuous,p_rad_s,17,0.47813573675659143
Mission,sustained,10,ALL,continuous,p_rad_s,23,0.47024159389370573
Mission,sustained,10,ALL,continuous,p_rad_s,42,0.4766675441304516
Mission,sustained,10,ALL,continuous,position_m,17,0.045277659363920565
Mission,sustained,10,ALL,continuous,position_m,23,0.045503870815902375
Mission,sustained,10,ALL,continuous,position_m,42,0.04464711783548544
Mission,sustained,10,ALL,continuous,q_rad_s,17,0.19453240345966813
Mission,sustained,10,ALL,continuous,q_rad_s,23,0.20903687361634013
Mission,sustained,10,ALL,continuous,q_rad_s,42,0.19577030973511422
Mission,sustained,10,ALL,continuous,r_rad_s,17,0.1372887574567794
Mission,sustained,10,ALL,continuous,r_rad_s,23,0.1339521341617514
Mission,sustained,10,ALL,continuous,r_rad_s,42,0.13461488071385944
Mission,sustained,10,ALL,continuous,roll_deg,17,1.5150818242701611
Mission,sustained,10,ALL,continuous,roll_deg,23,1.4819620751714322
Mission,sustained,10,ALL,continuous,roll_deg,42,1.5504202242117586
Mission,sustained,10,ALL,continuous,velocity_m_s,17,0.16692875281748065
Mission,sustained,10,ALL,continuous,velocity_m_s,23,0.1659432845866227
Mission,sustained,10,ALL,continuous,velocity_m_s,42,0.16843433792476437
Mission,sustained,10,ALL,local100ms,attitude_deg,17,1.3258467604762734
Mission,sustained,10,ALL,local100ms,attitude_deg,23,1.357478393765767
Mission,sustained,10,ALL,local100ms,attitude_deg,42,1.3428530657522566
Mission,sustained,10,ALL,local100ms,body_rate_rad_s,17,0.5176112966226964
Mission,sustained,10,ALL,local100ms,body_rate_rad_s,23,0.5066949726291495
Mission,sustained,10,ALL,local100ms,body_rate_rad_s,42,0.5200999784383719
Mission,sustained,10,ALL,local100ms,p_rad_s,17,0.46570266799080445
Mission,sustained,10,ALL,local100ms,p_rad_s,23,0.4490557644117359
Mission,sustained,10,ALL,local100ms,p_rad_s,42,0.46819480750791226
Mission,sustained,10,ALL,local100ms,position_m,17,0.021618678792733752
Mission,sustained,10,ALL,local100ms,position_m,23,0.021693881928476603
Mission,sustained,10,ALL,local100ms,position_m,42,0.021306681129818678
Mission,sustained,10,ALL,local100ms,q_rad_s,17,0.18175854777760556
Mission,sustained,10,ALL,local100ms,q_rad_s,23,0.18929790205463867
Mission,sustained,10,ALL,local100ms,q_rad_s,42,0.1821968946004453
Mission,sustained,10,ALL,local100ms,r_rad_s,17,0.13247715395889145
Mission,sustained,10,ALL,local100ms,r_rad_s,23,0.1362932999947884
Mission,sustained,10,ALL,local100ms,r_rad_s,42,0.13213166163237747
Mission,sustained,10,ALL,local100ms,roll_deg,17,1.0176896275100056
Mission,sustained,10,ALL,local100ms,roll_deg,23,1.032658572560837
Mission,sustained,10,ALL,local100ms,roll_deg,42,1.034622336333797
Mission,sustained,10,ALL,local100ms,velocity_m_s,17,0.11868147549720154
Mission,sustained,10,ALL,local100ms,velocity_m_s,23,0.11862850695012704
Mission,sustained,10,ALL,local100ms,velocity_m_s,42,0.12156936526878943
Mission,sustained,10,Sep17,continuous,attitude_deg,17,2.1684457899563894
Mission,sustained,10,Sep17,continuous,attitude_deg,23,2.1969938095833985
Mission,sustained,10,Sep17,continuous,attitude_deg,42,2.2069456923126296
Mission,sustained,10,Sep17,continuous,body_rate_rad_s,17,0.5308769769967537
Mission,sustained,10,Sep17,continuous,body_rate_rad_s,23,0.5295657637427068
Mission,sustained,10,Sep17,continuous,body_rate_rad_s,42,0.5314237973202812
Mission,sustained,10,Sep17,continuous,p_rad_s,17,0.471875599707296
Mission,sustained,10,Sep17,continuous,p_rad_s,23,0.46139258971775043
Mission,sustained,10,Sep17,continuous,p_rad_s,42,0.47049128310688015
Mission,sustained,10,Sep17,continuous,position_m,17,0.03413292106934251
Mission,sustained,10,Sep17,continuous,position_m,23,0.034708445010385135
Mission,sustained,10,Sep17,continuous,position_m,42,0.0332386950659711
Mission,sustained,10,Sep17,continuous,q_rad_s,17,0.19833917682818347
Mission,sustained,10,Sep17,continuous,q_rad_s,23,0.22224922742871675
Mission,sustained,10,Sep17,continuous,q_rad_s,42,0.20378049969021175
Mission,sustained,10,Sep17,continuous,r_rad_s,17,0.13929764401857306
Mission,sustained,10,Sep17,continuous,r_rad_s,23,0.1332920729291832
Mission,sustained,10,Sep17,continuous,r_rad_s,42,0.1383806167631131
Mission,sustained,10,Sep17,continuous,roll_deg,17,1.6337495938278959
Mission,sustained,10,Sep17,continuous,roll_deg,23,1.5459507600792057
Mission,sustained,10,Sep17,continuous,roll_deg,42,1.6708517830591603
Mission,sustained,10,Sep17,continuous,velocity_m_s,17,0.174804845972138
Mission,sustained,10,Sep17,continuous,velocity_m_s,23,0.17026469559987215
Mission,sustained,10,Sep17,continuous,velocity_m_s,42,0.17018864497321684
Mission,sustained,10,Sep17,local100ms,attitude_deg,17,1.3273033658890006
Mission,sustained,10,Sep17,local100ms,attitude_deg,23,1.3318468080110255
Mission,sustained,10,Sep17,local100ms,attitude_deg,42,1.3479498799445504
Mission,sustained,10,Sep17,local100ms,body_rate_rad_s,17,0.5090940896713636
Mission,sustained,10,Sep17,local100ms,body_rate_rad_s,23,0.5057925014677022
Mission,sustained,10,Sep17,local100ms,body_rate_rad_s,42,0.5196495663796975
Mission,sustained,10,Sep17,local100ms,p_rad_s,17,0.4567936642963445
Mission,sustained,10,Sep17,local100ms,p_rad_s,23,0.44481115149165174
Mission,sustained,10,Sep17,local100ms,p_rad_s,42,0.46717395936338113
Mission,sustained,10,Sep17,local100ms,position_m,17,0.016468126241022764
Mission,sustained,10,Sep17,local100ms,position_m,23,0.01663644643889633
Mission,sustained,10,Sep17,local100ms,position_m,42,0.016093720788399924
Mission,sustained,10,Sep17,local100ms,q_rad_s,17,0.1814070699111006
Mission,sustained,10,Sep17,local100ms,q_rad_s,23,0.19469671758219817
Mission,sustained,10,Sep17,local100ms,q_rad_s,42,0.18441975289397203
Mission,sustained,10,Sep17,local100ms,r_rad_s,17,0.13175357182487704
Mission,sustained,10,Sep17,local100ms,r_rad_s,23,0.1403969734006362
Mission,sustained,10,Sep17,local100ms,r_rad_s,42,0.13207576707741203
Mission,sustained,10,Sep17,local100ms,roll_deg,17,1.0146998070709494
Mission,sustained,10,Sep17,local100ms,roll_deg,23,0.9883585245488483
Mission,sustained,10,Sep17,local100ms,roll_deg,42,1.0368919954193445
Mission,sustained,10,Sep17,local100ms,velocity_m_s,17,0.12307875817331838
Mission,sustained,10,Sep17,local100ms,velocity_m_s,23,0.12484750310569348
Mission,sustained,10,Sep17,local100ms,velocity_m_s,42,0.12491475052595669
Mission,sustained,10,Sep7,continuous,attitude_deg,17,1.8850765318104798
Mission,sustained,10,Sep7,continuous,attitude_deg,23,1.9332304871579842
Mission,sustained,10,Sep7,continuous,attitude_deg,42,1.9003410858253216
Mission,sustained,10,Sep7,continuous,body_rate_rad_s,17,0.5425527004539297
Mission,sustained,10,Sep7,continuous,body_rate_rad_s,23,0.539406843893607
Mission,sustained,10,Sep7,continuous,body_rate_rad_s,42,0.5373749460414441
Mission,sustained,10,Sep7,continuous,p_rad_s,17,0.49065601085518223
Mission,sustained,10,Sep7,continuous,p_rad_s,23,0.4879396022456164
Mission,sustained,10,Sep7,continuous,p_rad_s,42,0.48902006617759447
Mission,sustained,10,Sep7,continuous,position_m,17,0.0675671359530767
Mission,sustained,10,Sep7,continuous,position_m,23,0.06709472242693687
Mission,sustained,10,Sep7,continuous,position_m,42,0.0674639633745141
Mission,sustained,10,Sep7,continuous,q_rad_s,17,0.18691885672263742
Mission,sustained,10,Sep7,continuous,q_rad_s,23,0.18261216599158686
Mission,sustained,10,Sep7,continuous,q_rad_s,42,0.17974992982491925
Mission,sustained,10,Sep7,continuous,r_rad_s,17,0.13327098433319212
Mission,sustained,10,Sep7,continuous,r_rad_s,23,0.1352722566268878
Mission,sustained,10,Sep7,continuous,r_rad_s,42,0.1270834086153521
Mission,sustained,10,Sep7,continuous,roll_deg,17,1.2777462851546924
Mission,sustained,10,Sep7,continuous,roll_deg,23,1.3539847053558849
Mission,sustained,10,Sep7,continuous,roll_deg,42,1.3095571065169551
Mission,sustained,10,Sep7,continuous,velocity_m_s,17,0.15117656650816594
Mission,sustained,10,Sep7,continuous,velocity_m_s,23,0.1573004625601238
Mission,sustained,10,Sep7,continuous,velocity_m_s,42,0.1649257238278594
Mission,sustained,10,Sep7,local100ms,attitude_deg,17,1.322933549650819
Mission,sustained,10,Sep7,local100ms,attitude_deg,23,1.4087415652752506
Mission,sustained,10,Sep7,local100ms,attitude_deg,42,1.3326594373676688
Mission,sustained,10,Sep7,local100ms,body_rate_rad_s,17,0.5346457105253622
Mission,sustained,10,Sep7,local100ms,body_rate_rad_s,23,0.5084999149520445
Mission,sustained,10,Sep7,local100ms,body_rate_rad_s,42,0.5210008025557203
Mission,sustained,10,Sep7,local100ms,p_rad_s,17,0.4835206753797243
Mission,sustained,10,Sep7,local100ms,p_rad_s,23,0.45754499025190426
Mission,sustained,10,Sep7,local100ms,p_rad_s,42,0.47023650379697446
Mission,sustained,10,Sep7,local100ms,position_m,17,0.03191978389615571
Mission,sustained,10,Sep7,local100ms,position_m,23,0.031808752907637156
Mission,sustained,10,Sep7,local100ms,position_m,42,0.031732601812656185
Mission,sustained,10,Sep7,local100ms,q_rad_s,17,0.1824615035106154
Mission,sustained,10,Sep7,local100ms,q_rad_s,23,0.17850027099951968
Mission,sustained,10,Sep7,local100ms,q_rad_s,42,0.17775117801339183
Mission,sustained,10,Sep7,local100ms,r_rad_s,17,0.13392431822692025
Mission,sustained,10,Sep7,local100ms,r_rad_s,23,0.12808595318309277
Mission,sustained,10,Sep7,local100ms,r_rad_s,42,0.13224345074230828
Mission,sustained,10,Sep7,local100ms,roll_deg,17,1.023669268388118
Mission,sustained,10,Sep7,local100ms,roll_deg,23,1.1212586685848145
Mission,sustained,10,Sep7,local100ms,roll_deg,42,1.0300830181627016
Mission,sustained,10,Sep7,local100ms,velocity_m_s,17,0.10988691014496782
Mission,sustained,10,Sep7,local100ms,velocity_m_s,23,0.10619051463899415
Mission,sustained,10,Sep7,local100ms,velocity_m_s,42,0.11487859475445493
Mission,sustained,15,ALL,continuous,attitude_deg,17,2.683812570223768
Mission,sustained,15,ALL,continuous,attitude_deg,23,2.717461316491135
Mission,sustained,15,ALL,continuous,attitude_deg,42,2.705983373023006
Mission,sustained,15,ALL,continuous,body_rate_rad_s,17,0.546080185616633
Mission,sustained,15,ALL,continuous,body_rate_rad_s,23,0.5423310907085306
Mission,sustained,15,ALL,continuous,body_rate_rad_s,42,0.5434196443369539
Mission,sustained,15,ALL,continuous,p_rad_s,17,0.4857702660923335
Mission,sustained,15,ALL,continuous,p_rad_s,23,0.47950937733110505
Mission,sustained,15,ALL,continuous,p_rad_s,42,0.48609879517597426
Mission,sustained,15,ALL,continuous,position_m,17,0.07000016882993289
Mission,sustained,15,ALL,continuous,position_m,23,0.0701846612616183
Mission,sustained,15,ALL,continuous,position_m,42,0.06848545714750988
Mission,sustained,15,ALL,continuous,q_rad_s,17,0.20153174216009231
Mission,sustained,15,ALL,continuous,q_rad_s,23,0.21016513641188328
Mission,sustained,15,ALL,continuous,q_rad_s,42,0.19469730977268176
Mission,sustained,15,ALL,continuous,r_rad_s,17,0.14029351033272078
Mission,sustained,15,ALL,continuous,r_rad_s,23,0.13558863865638118
Mission,sustained,15,ALL,continuous,r_rad_s,42,0.13921659540161016
Mission,sustained,15,ALL,continuous,roll_deg,17,1.9180239999147803
Mission,sustained,15,ALL,continuous,roll_deg,23,1.8734858553314284
Mission,sustained,15,ALL,continuous,roll_deg,42,1.9434343926861908
Mission,sustained,15,ALL,continuous,velocity_m_s,17,0.2037068377921121
Mission,sustained,15,ALL,continuous,velocity_m_s,23,0.20747500955984463
Mission,sustained,15,ALL,continuous,velocity_m_s,42,0.20574115574488264
Mission,sustained,15,ALL,local100ms,attitude_deg,17,1.2998661599403847
Mission,sustained,15,ALL,local100ms,attitude_deg,23,1.347907177094929
Mission,sustained,15,ALL,local100ms,attitude_deg,42,1.3142690296476212
Mission,sustained,15,ALL,local100ms,body_rate_rad_s,17,0.5310815696187828
Mission,sustained,15,ALL,local100ms,body_rate_rad_s,23,0.5315593676640272
Mission,sustained,15,ALL,local100ms,body_rate_rad_s,42,0.5309895485796859
Mission,sustained,15,ALL,local100ms,p_rad_s,17,0.471437897917181
Mission,sustained,15,ALL,local100ms,p_rad_s,23,0.46655582564158987
Mission,sustained,15,ALL,local100ms,p_rad_s,42,0.4737907954221257
Mission,sustained,15,ALL,local100ms,position_m,17,0.022210035300163748
Mission,sustained,15,ALL,local100ms,position_m,23,0.02224169000661402
Mission,sustained,15,ALL,local100ms,position_m,42,0.022139694573099587
Mission,sustained,15,ALL,local100ms,q_rad_s,17,0.2023152123548577
Mission,sustained,15,ALL,local100ms,q_rad_s,23,0.2117878407216975
Mission,sustained,15,ALL,local100ms,q_rad_s,42,0.1967936129479214
Mission,sustained,15,ALL,local100ms,r_rad_s,17,0.13289978117612672
Mission,sustained,15,ALL,local100ms,r_rad_s,23,0.13756223472399498
Mission,sustained,15,ALL,local100ms,r_rad_s,42,0.13277204394190617
Mission,sustained,15,ALL,local100ms,roll_deg,17,0.9470368305680972
Mission,sustained,15,ALL,local100ms,roll_deg,23,0.982426108565655
Mission,sustained,15,ALL,local100ms,roll_deg,42,0.9688861238607611
Mission,sustained,15,ALL,local100ms,velocity_m_s,17,0.12144838328988893
Mission,sustained,15,ALL,local100ms,velocity_m_s,23,0.12307678087455794
Mission,sustained,15,ALL,local100ms,velocity_m_s,42,0.12441765523854653
Mission,sustained,15,Sep17,continuous,attitude_deg,17,2.9104965100332345
Mission,sustained,15,Sep17,continuous,attitude_deg,23,2.911087492243059
Mission,sustained,15,Sep17,continuous,attitude_deg,42,2.927886215365115
Mission,sustained,15,Sep17,continuous,body_rate_rad_s,17,0.5596450742876942
Mission,sustained,15,Sep17,continuous,body_rate_rad_s,23,0.555855339532848
Mission,sustained,15,Sep17,continuous,body_rate_rad_s,42,0.5522255414892818
Mission,sustained,15,Sep17,continuous,p_rad_s,17,0.4991964408362828
Mission,sustained,15,Sep17,continuous,p_rad_s,23,0.4888175104169786
Mission,sustained,15,Sep17,continuous,p_rad_s,42,0.4931931667289947
Mission,sustained,15,Sep17,continuous,position_m,17,0.054490334501538874
Mission,sustained,15,Sep17,continuous,position_m,23,0.055347740848173094
Mission,sustained,15,Sep17,continuous,position_m,42,0.052857995416444294
Mission,sustained,15,Sep17,continuous,q_rad_s,17,0.20186801867358453
Mission,sustained,15,Sep17,continuous,q_rad_s,23,0.2208294503551729
Mission,sustained,15,Sep17,continuous,q_rad_s,42,0.19723273607078823
Mission,sustained,15,Sep17,continuous,r_rad_s,17,0.14814341427263478
Mission,sustained,15,Sep17,continuous,r_rad_s,23,0.14174616983522248
Mission,sustained,15,Sep17,continuous,r_rad_s,42,0.14594471436384676
Mission,sustained,15,Sep17,continuous,roll_deg,17,2.173892375657135
Mission,sustained,15,Sep17,continuous,roll_deg,23,2.040376680652175
Mission,sustained,15,Sep17,continuous,roll_deg,42,2.166164606839536
Mission,sustained,15,Sep17,continuous,velocity_m_s,17,0.2133981125558796
Mission,sustained,15,Sep17,continuous,velocity_m_s,23,0.21589416806943848
Mission,sustained,15,Sep17,continuous,velocity_m_s,42,0.21061884783965784
Mission,sustained,15,Sep17,local100ms,attitude_deg,17,1.3453868820273933
Mission,sustained,15,Sep17,local100ms,attitude_deg,23,1.3783590019055014
Mission,sustained,15,Sep17,local100ms,attitude_deg,42,1.3470927902863365
Mission,sustained,15,Sep17,local100ms,body_rate_rad_s,17,0.5260322364589659
Mission,sustained,15,Sep17,local100ms,body_rate_rad_s,23,0.5239437572518346
Mission,sustained,15,Sep17,local100ms,body_rate_rad_s,42,0.5269878463051946
Mission,sustained,15,Sep17,local100ms,p_rad_s,17,0.4673430773473207
Mission,sustained,15,Sep17,local100ms,p_rad_s,23,0.45877513080171956
Mission,sustained,15,Sep17,local100ms,p_rad_s,42,0.4729393097911986
Mission,sustained,15,Sep17,local100ms,position_m,17,0.017060999407186726
Mission,sustained,15,Sep17,local100ms,position_m,23,0.01733222939612363
Mission,sustained,15,Sep17,local100ms,position_m,42,0.01705475830212067
Mission,sustained,15,Sep17,local100ms,q_rad_s,17,0.20213977674494113
Mission,sustained,15,Sep17,local100ms,q_rad_s,23,0.20971568684769584
Mission,sustained,15,Sep17,local100ms,q_rad_s,42,0.19028946377586833
Mission,sustained,15,Sep17,local100ms,r_rad_s,17,0.1273485619246192
Mission,sustained,15,Sep17,local100ms,r_rad_s,23,0.1366282098413031
Mission,sustained,15,Sep17,local100ms,r_rad_s,42,0.12839676526314553
Mission,sustained,15,Sep17,local100ms,roll_deg,17,0.9810287035779395
Mission,sustained,15,Sep17,local100ms,roll_deg,23,0.9765672782247594
Mission,sustained,15,Sep17,local100ms,roll_deg,42,0.9803965321133359
Mission,sustained,15,Sep17,local100ms,velocity_m_s,17,0.12743838065148577
Mission,sustained,15,Sep17,local100ms,velocity_m_s,23,0.1291828112281907
Mission,sustained,15,Sep17,local100ms,velocity_m_s,42,0.12912910840835476
Mission,sustained,15,Sep7,continuous,attitude_deg,17,2.230444690604834
Mission,sustained,15,Sep7,continuous,attitude_deg,23,2.3302089649872872
Mission,sustained,15,Sep7,continuous,attitude_deg,42,2.262177688338788
Mission,sustained,15,Sep7,continuous,body_rate_rad_s,17,0.5189504082745106
Mission,sustained,15,Sep7,continuous,body_rate_rad_s,23,0.5152825930598958
Mission,sustained,15,Sep7,continuous,body_rate_rad_s,42,0.525807850032298
Mission,sustained,15,Sep7,continuous,p_rad_s,17,0.4589179166044348
Mission,sustained,15,Sep7,continuous,p_rad_s,23,0.4608931111593581
Mission,sustained,15,Sep7,continuous,p_rad_s,42,0.47191005206993314
Mission,sustained,15,Sep7,continuous,position_m,17,0.10101983748672091
Mission,sustained,15,Sep7,continuous,position_m,23,0.09985850208850873
Mission,sustained,15,Sep7,continuous,position_m,42,0.09974038060964102
Mission,sustained,15,Sep7,continuous,q_rad_s,17,0.2008591891331079
Mission,sustained,15,Sep7,continuous,q_rad_s,23,0.188836508525304
Mission,sustained,15,Sep7,continuous,q_rad_s,42,0.18962645717646895
Mission,sustained,15,Sep7,continuous,r_rad_s,17,0.12459370245289281
Mission,sustained,15,Sep7,continuous,r_rad_s,23,0.12327357629869862
Mission,sustained,15,Sep7,continuous,r_rad_s,42,0.12576035747713696
Mission,sustained,15,Sep7,continuous,roll_deg,17,1.4062872484300712
Mission,sustained,15,Sep7,continuous,roll_deg,23,1.5397042046899352
Mission,sustained,15,Sep7,continuous,roll_deg,42,1.4979739643794996
Mission,sustained,15,Sep7,continuous,velocity_m_s,17,0.18432428826457714
Mission,sustained,15,Sep7,continuous,velocity_m_s,23,0.19063669254065688
Mission,sustained,15,Sep7,continuous,velocity_m_s,42,0.19598577155533228
Mission,sustained,15,Sep7,local100ms,attitude_deg,17,1.2088247157663679
Mission,sustained,15,Sep7,local100ms,attitude_deg,23,1.2870035274737834
Mission,sustained,15,Sep7,local100ms,attitude_deg,42,1.2486215083701906
Mission,sustained,15,Sep7,local100ms,body_rate_rad_s,17,0.5411802359384168
Mission,sustained,15,Sep7,local100ms,body_rate_rad_s,23,0.5467905884884124
Mission,sustained,15,Sep7,local100ms,body_rate_rad_s,42,0.5389929531286687
Mission,sustained,15,Sep7,local100ms,p_rad_s,17,0.4796275390569015
Mission,sustained,15,Sep7,local100ms,p_rad_s,23,0.48211721532133045
Mission,sustained,15,Sep7,local100ms,p_rad_s,42,0.47549376668398
Mission,sustained,15,Sep7,local100ms,position_m,17,0.0325081070861178
Mission,sustained,15,Sep7,local100ms,position_m,23,0.03206061122759479
Mission,sustained,15,Sep7,local100ms,position_m,42,0.032309567115057426
Mission,sustained,15,Sep7,local100ms,q_rad_s,17,0.20266608357469074
Mission,sustained,15,Sep7,local100ms,q_rad_s,23,0.21593214846970082
Mission,sustained,15,Sep7,local100ms,q_rad_s,42,0.2098019112920274
Mission,sustained,15,Sep7,local100ms,r_rad_s,17,0.1440022196791417
Mission,sustained,15,Sep7,local100ms,r_rad_s,23,0.1394302844893787
Mission,sustained,15,Sep7,local100ms,r_rad_s,42,0.14152260129942743
Mission,sustained,15,Sep7,local100ms,roll_deg,17,0.8790530845484125
Mission,sustained,15,Sep7,local100ms,roll_deg,23,0.9941437692474463
Mission,sustained,15,Sep7,local100ms,roll_deg,42,0.9458653073556116
Mission,sustained,15,Sep7,local100ms,velocity_m_s,17,0.10946838856669516
Mission,sustained,15,Sep7,local100ms,velocity_m_s,23,0.11086472016729239
Mission,sustained,15,Sep7,local100ms,velocity_m_s,42,0.11499474889893008
Mission,sustained,20,ALL,continuous,attitude_deg,17,3.3424801253386747
Mission,sustained,20,ALL,continuous,attitude_deg,23,3.4347797479444027
Mission,sustained,20,ALL,continuous,attitude_deg,42,3.421967943002606
Mission,sustained,20,ALL,continuous,body_rate_rad_s,17,0.5758741881010924
Mission,sustained,20,ALL,continuous,body_rate_rad_s,23,0.5680956294531337
Mission,sustained,20,ALL,continuous,body_rate_rad_s,42,0.5689670501216088
Mission,sustained,20,ALL,continuous,p_rad_s,17,0.5214190075594155
Mission,sustained,20,ALL,continuous,p_rad_s,23,0.503376036406499
Mission,sustained,20,ALL,continuous,p_rad_s,42,0.5159142410899363
Mission,sustained,20,ALL,continuous,position_m,17,0.09660329798854667
Mission,sustained,20,ALL,continuous,position_m,23,0.09728193165780492
Mission,sustained,20,ALL,continuous,position_m,42,0.09457201442740136
Mission,sustained,20,ALL,continuous,q_rad_s,17,0.19988042823566984
Mission,sustained,20,ALL,continuous,q_rad_s,23,0.22155379437113346
Mission,sustained,20,ALL,continuous,q_rad_s,42,0.1929109995775822
Mission,sustained,20,ALL,continuous,r_rad_s,17,0.13363199617638674
Mission,sustained,20,ALL,continuous,r_rad_s,23,0.13122778916345448
Mission,sustained,20,ALL,continuous,r_rad_s,42,0.13512526584032641
Mission,sustained,20,ALL,continuous,roll_deg,17,2.3952677090628205
Mission,sustained,20,ALL,continuous,roll_deg,23,2.369960810127138
Mission,sustained,20,ALL,continuous,roll_deg,42,2.4720951098311406
Mission,sustained,20,ALL,continuous,velocity_m_s,17,0.2587357031420691
Mission,sustained,20,ALL,continuous,velocity_m_s,23,0.2652001937838797
Mission,sustained,20,ALL,continuous,velocity_m_s,42,0.2627631658810118
Mission,sustained,20,ALL,local100ms,attitude_deg,17,1.3371222016419841
Mission,sustained,20,ALL,local100ms,attitude_deg,23,1.3933578172413743
Mission,sustained,20,ALL,local100ms,attitude_deg,42,1.375427849039812
Mission,sustained,20,ALL,local100ms,body_rate_rad_s,17,0.5458172045396453
Mission,sustained,20,ALL,local100ms,body_rate_rad_s,23,0.5398091376792625
Mission,sustained,20,ALL,local100ms,body_rate_rad_s,42,0.5459044019391323
Mission,sustained,20,ALL,local100ms,p_rad_s,17,0.49812758772740756
Mission,sustained,20,ALL,local100ms,p_rad_s,23,0.48555549035508294
Mission,sustained,20,ALL,local100ms,p_rad_s,42,0.499227619620976
Mission,sustained,20,ALL,local100ms,position_m,17,0.020985486487622055
Mission,sustained,20,ALL,local100ms,position_m,23,0.021062010502364118
Mission,sustained,20,ALL,local100ms,position_m,42,0.020722100709878902
Mission,sustained,20,ALL,local100ms,q_rad_s,17,0.17946111384564142
Mission,sustained,20,ALL,local100ms,q_rad_s,23,0.18975749693850744
Mission,sustained,20,ALL,local100ms,q_rad_s,42,0.17795053428252136
Mission,sustained,20,ALL,local100ms,r_rad_s,17,0.12667988261190047
Mission,sustained,20,ALL,local100ms,r_rad_s,23,0.1330429508207758
Mission,sustained,20,ALL,local100ms,r_rad_s,42,0.1255456125459957
Mission,sustained,20,ALL,local100ms,roll_deg,17,1.0309455626623663
Mission,sustained,20,ALL,local100ms,roll_deg,23,1.0708924094559296
Mission,sustained,20,ALL,local100ms,roll_deg,42,1.0729342944762836
Mission,sustained,20,ALL,local100ms,velocity_m_s,17,0.12017640847965201
Mission,sustained,20,ALL,local100ms,velocity_m_s,23,0.12451626169554364
Mission,sustained,20,ALL,local100ms,velocity_m_s,42,0.12448814800637954
Mission,sustained,20,Sep17,continuous,attitude_deg,17,3.664588378632703
Mission,sustained,20,Sep17,continuous,attitude_deg,23,3.7012748238565454
Mission,sustained,20,Sep17,continuous,attitude_deg,42,3.735270926731836
Mission,sustained,20,Sep17,continuous,body_rate_rad_s,17,0.5511415275690833
Mission,sustained,20,Sep17,continuous,body_rate_rad_s,23,0.5376880324923936
Mission,sustained,20,Sep17,continuous,body_rate_rad_s,42,0.5420181134241715
Mission,sustained,20,Sep17,continuous,p_rad_s,17,0.49063228849898377
Mission,sustained,20,Sep17,continuous,p_rad_s,23,0.4652730337812324
Mission,sustained,20,Sep17,continuous,p_rad_s,42,0.4820437711529811
Mission,sustained,20,Sep17,continuous,position_m,17,0.07874068393192532
Mission,sustained,20,Sep17,continuous,position_m,23,0.08047972675744029
Mission,sustained,20,Sep17,continuous,position_m,42,0.07634144359877817
Mission,sustained,20,Sep17,continuous,q_rad_s,17,0.20791980425161646
Mission,sustained,20,Sep17,continuous,q_rad_s,23,0.2306734590721532
Mission,sustained,20,Sep17,continuous,q_rad_s,42,0.2035994598660523
Mission,sustained,20,Sep17,continuous,r_rad_s,17,0.1382997264336611
Mission,sustained,20,Sep17,continuous,r_rad_s,23,0.13492631634293614
Mission,sustained,20,Sep17,continuous,r_rad_s,42,0.1384160688368951
Mission,sustained,20,Sep17,continuous,roll_deg,17,2.7142801491187294
Mission,sustained,20,Sep17,continuous,roll_deg,23,2.5521418964514275
Mission,sustained,20,Sep17,continuous,roll_deg,42,2.762304404438725
Mission,sustained,20,Sep17,continuous,velocity_m_s,17,0.2736808738554882
