tau_s,interval,group,cohort,axis,component,seed,rmse,true_amplitude,pred_amplitude,error_mse,cross_term
0.1,500_1000ms,ALL,ALL,p,raw,23,0.5094133842284293,0.8473624306506786,0.6983990696684336,0.2609374630175525,0.04359596891108457
0.1,500_1000ms,ALL,ALL,p,raw,42,0.5162851941058885,0.8473624306506786,0.7127338058934464,0.2681654173761001,0.044325792768025236
0.1,500_1000ms,ALL,ALL,p,slow,17,0.17672203298983005,0.642142018514175,0.6186053686698578,0.03157952572515381,0.04418247956551532
0.1,500_1000ms,ALL,ALL,p,slow,23,0.1735196994158613,0.642142018514175,0.616200777997253,0.030419317884713113,0.04359596891108457
0.1,500_1000ms,ALL,ALL,p,slow,42,0.18056268637676903,0.642142018514175,0.618639762950386,0.03300854664944327,0.044325792768025236
0.1,500_1000ms,ALL,ALL,q,fast,17,0.2064288393029802,0.4237949319468523,0.3950040626528473,0.04286851519286777,0.010559579110876748
0.1,500_1000ms,ALL,ALL,q,fast,23,0.22947380408505413,0.4237949319468523,0.38601887082170294,0.053373053225482546,0.01296636280012278
0.1,500_1000ms,ALL,ALL,q,fast,42,0.19290450023696254,0.4237949319468523,0.3911469282091061,0.037391520758502425,0.009311020058271911
0.1,500_1000ms,ALL,ALL,q,raw,17,0.26343232292045166,0.7316595247001968,0.704365437352755,0.06972821671630745,0.010559579110876748
0.1,500_1000ms,ALL,ALL,q,raw,23,0.28816490380633425,0.7316595247001968,0.6978544379557514,0.08411672151558477,0.01296636280012278
0.1,500_1000ms,ALL,ALL,q,raw,42,0.25055005484485515,0.7316595247001968,0.6997649171402744,0.063118776946592,0.009311020058271911
0.1,500_1000ms,ALL,ALL,q,slow,17,0.1271481679961751,0.559029525586485,0.5466468916978654,0.016300122412562935,0.010559579110876748
0.1,500_1000ms,ALL,ALL,q,slow,23,0.13238778210688243,0.559029525586485,0.5460621847324054,0.01777730548997944,0.01296636280012278
0.1,500_1000ms,ALL,ALL,q,slow,42,0.12735099539814043,0.559029525586485,0.5444882009599591,0.016416236129817657,0.009311020058271911
0.1,500_1000ms,ALL,ALL,r,fast,17,0.08900079201457022,0.095890275670366,0.061063761513605166,0.008020112763363691,0.0030694892964608558
0.1,500_1000ms,ALL,ALL,r,fast,23,0.0878268817268571,0.095890275670366,0.06094495741259028,0.007801450447732982,0.00275600529786187
0.1,500_1000ms,ALL,ALL,r,fast,42,0.08763313469900796,0.095890275670366,0.05949787238792834,0.007763831617965158,0.0031443433365650787
0.1,500_1000ms,ALL,ALL,r,raw,17,0.1640020856230042,0.27867930663269513,0.23300634854823307,0.027455305466828197,0.0030694892964608558
0.1,500_1000ms,ALL,ALL,r,raw,23,0.15896777691115752,0.27867930663269513,0.22880217248557552,0.02577363379286641,0.00275600529786187
0.1,500_1000ms,ALL,ALL,r,raw,42,0.16223239013297358,0.27867930663269513,0.23155840037727388,0.026832605459014867,0.0031443433365650787
0.1,500_1000ms,ALL,ALL,r,slow,17,0.12593104284584858,0.25644720541869026,0.22537357864575758,0.01636570340700365,0.0030694892964608558
0.1,500_1000ms,ALL,ALL,r,slow,23,0.1216220458402871,0.25644720541869026,0.22107273416840337,0.015216178047271559,0.00275600529786187
0.1,500_1000ms,ALL,ALL,r,slow,42,0.12423890292701113,0.25644720541869026,0.2236724220683346,0.015924430504484634,0.0031443433365650787
0.1,500_1000ms,ALL,Sep17,p,fast,17,0.4106912962650139,0.45083858907352625,0.28438634036508026,0.1694835850017835,0.03951079029115722
0.1,500_1000ms,ALL,Sep17,p,fast,23,0.4021318542535755,0.45083858907352625,0.2874988210131022,0.1624563129302882,0.038136001202276074
0.1,500_1000ms,ALL,Sep17,p,fast,42,0.4052501673918944,0.45083858907352625,0.3093123412699944,0.1652571351027609,0.03855922379285798
0.1,500_1000ms,ALL,Sep17,p,raw,17,0.49257895270286967,0.7859702609880198,0.660623060037118,0.24386012078725458,0.03951079029115722
0.1,500_1000ms,ALL,Sep17,p,raw,23,0.48187810027198985,0.7859702609880198,0.660608365613873,0.23334191608272553,0.038136001202276074
0.1,500_1000ms,ALL,Sep17,p,raw,42,0.4890694105866874,0.7859702609880198,0.6727025866917746,0.2406874453894176,0.03855922379285798
0.1,500_1000ms,ALL,Sep17,p,slow,17,0.18594904704900075,0.6023638285706464,0.5775619015412199,0.03486574549431386,0.03951079029115722
0.1,500_1000ms,ALL,Sep17,p,slow,23,0.18026921215468614,0.6023638285706464,0.5759452128061475,0.032749601950161245,0.038136001202276074
0.1,500_1000ms,ALL,Sep17,p,slow,42,0.19126072893465307,0.6023638285706464,0.5754829815864153,0.03687108649379869,0.03855922379285798
0.1,500_1000ms,ALL,Sep17,q,fast,17,0.20304147178158702,0.4610172389324321,0.40735685421256573,0.041485891950203885,0.010341105020230439
0.1,500_1000ms,ALL,Sep17,q,fast,23,0.24649233301963724,0.4610172389324321,0.39468085812481546,0.061549432367164536,0.015074500561836015
0.1,500_1000ms,ALL,Sep17,q,fast,42,0.19805810440473762,0.4610172389324321,0.4061784576838654,0.03948080962739796,0.010066537941840707
0.1,500_1000ms,ALL,Sep17,q,raw,17,0.26461120369137137,0.8094904250969891,0.7595074177294127,0.07036914729649187,0.010341105020230439
0.1,500_1000ms,ALL,Sep17,q,raw,23,0.31150886883635315,0.8094904250969891,0.7506667588649991,0.09806082215358583,0.015074500561836015
0.1,500_1000ms,ALL,Sep17,q,raw,42,0.2621081572989619,0.8094904250969891,0.757225933044503,0.06906326840028054,0.010066537941840707
0.1,500_1000ms,ALL,Sep17,q,slow,17,0.13602821282330121,0.6233085430167746,0.6048296668930245,0.01854215032605755,0.010341105020230439
0.1,500_1000ms,ALL,Sep17,q,slow,23,0.14616698642357231,0.6233085430167746,0.6046643964565543,0.021436889224585285,0.015074500561836015
0.1,500_1000ms,ALL,Sep17,q,slow,42,0.13950849060475176,0.6233085430167746,0.6031808500515541,0.019515920831041873,0.010066537941840707
0.1,500_1000ms,ALL,Sep17,r,fast,17,0.09008782195176543,0.10710636065455598,0.0650453386895743,0.008145180085525155,0.003687117951308708
0.1,500_1000ms,ALL,Sep17,r,fast,23,0.08896479757292959,0.10710636065455598,0.06487090884870196,0.007947415220572986,0.0032311727030057344
0.1,500_1000ms,ALL,Sep17,r,fast,42,0.08829747031220059,0.10710636065455598,0.06269735788965373,0.00783347587561104,0.0038542738973600197
0.1,500_1000ms,ALL,Sep17,r,raw,17,0.18062397057941626,0.32733241084937736,0.27224674317037006,0.03284088429053495,0.003687117951308708
0.1,500_1000ms,ALL,Sep17,r,raw,23,0.17131162798721356,0.32733241084937736,0.26625372112286727,0.02957454759738289,0.0032311727030057344
0.1,500_1000ms,ALL,Sep17,r,raw,42,0.1797359450167898,0.32733241084937736,0.2713487529142282,0.03242005179676802,0.0038542738973600197
0.1,500_1000ms,ALL,Sep17,r,slow,17,0.14443939289802538,0.306602984911799,0.26708850194434797,0.02100858625370109,0.003687117951308708
0.1,500_1000ms,ALL,Sep17,r,slow,23,0.1350716127741612,0.306602984911799,0.2609581684390373,0.018395959673804172,0.0032311727030057344
0.1,500_1000ms,ALL,Sep17,r,slow,42,0.14380485100446086,0.306602984911799,0.26568617053013716,0.020732302023796962,0.0038542738973600197
0.1,500_1000ms,ALL,Sep7,p,fast,17,0.45685522745937124,0.5319228532007689,0.2944483266437777,0.20895886950556705,0.04833509225383363
0.1,500_1000ms,ALL,Sep7,p,fast,23,0.45653348929741927,0.5319228532007689,0.2958174425872207,0.208669610258614,0.04844927354113657
0.1,500_1000ms,ALL,Sep7,p,fast,42,0.46184461257591486,0.5319228532007689,0.31930339742593083,0.21356347160829445,0.049451631857062806
0.1,500_1000ms,ALL,Sep7,p,raw,17,0.5343701871024346,0.9019332481285977,0.7342135882100019,0.28595240324530113,0.04833509225383363
0.1,500_1000ms,ALL,Sep7,p,raw,23,0.5338891921897088,0.9019332481285977,0.7319908066058205,0.28546683807073203,0.04844927354113657
0.1,500_1000ms,ALL,Sep7,p,raw,42,0.5404770016785116,0.9019332481285977,0.7483171118504878,0.2925902813642624,0.049451631857062806
0.1,500_1000ms,ALL,Sep7,p,slow,17,0.16852024271501165,0.6775004095750893,0.6550884505619804,0.028658441485900427,0.04833509225383363
0.1,500_1000ms,ALL,Sep7,p,slow,23,0.1675201325369059,0.6775004095750893,0.6519835026115692,0.028347954270981444,0.04844927354113657
0.1,500_1000ms,ALL,Sep7,p,slow,42,0.17105331521420541,0.6775004095750893,0.6570013463850266,0.029575177898905118,0.049451631857062806
0.1,500_1000ms,ALL,Sep7,q,fast,17,0.2094398326553297,0.39070843684855905,0.38402380348865317,0.04409751363079122,0.010753778302562356
0.1,500_1000ms,ALL,Sep7,q,fast,23,0.21434622280986917,0.39070843684855905,0.37831932655226963,0.046105160655098565,0.011092462567488791
0.1,500_1000ms,ALL,Sep7,q,fast,42,0.18832351875449577,0.39070843684855905,0.3777855686759867,0.03553437509726195,0.00863944860621076
0.1,500_1000ms,ALL,Sep7,q,raw,17,0.2623844289018564,0.6624765021252703,0.6553503436846151,0.06915850064503243,0.010753778302562356
0.1,500_1000ms,ALL,Sep7,q,raw,23,0.26741471266853956,0.6624765021252703,0.6509101527030867,0.07172196539291714,0.011092462567488791
0.1,500_1000ms,ALL,Sep7,q,raw,42,0.24027618599676026,0.6624765021252703,0.6486884585587379,0.05783478454331328,0.00863944860621076
0.1,500_1000ms,ALL,Sep7,q,slow,17,0.11925479481650741,0.5018926212040055,0.49492886930216845,0.01430720871167884,0.010753778302562356
0.1,500_1000ms,ALL,Sep7,q,slow,23,0.12013960049204694,0.5018926212040055,0.49397132986649517,0.014524342170329795,0.011092462567488791
0.1,500_1000ms,ALL,Sep7,q,slow,42,0.11654433299226372,0.5018926212040055,0.4923169573229857,0.013660960839840575,0.00863944860621076
0.1,500_1000ms,ALL,Sep7,r,fast,17,0.08803454318150779,0.08592042235108602,0.05752458180163259,0.00790894181033128,0.00252048604770721
0.1,500_1000ms,ALL,Sep7,r,fast,23,0.08681540097479264,0.08592042235108602,0.057455222802713236,0.0076717039829863115,0.002333634271067324
0.1,500_1000ms,ALL,Sep7,r,fast,42,0.08704261415394786,0.08592042235108602,0.056653885275283554,0.0077019256111688205,0.0025132939491917983
0.1,500_1000ms,ALL,Sep7,r,raw,17,0.14922707677286018,0.23543210288453315,0.19812599777300016,0.02266812429019997,0.00252048604770721
0.1,500_1000ms,ALL,Sep7,r,raw,23,0.1479954648435522,0.23543210288453315,0.19551190703020507,0.022395043744407313,0.002333634271067324
0.1,500_1000ms,ALL,Sep7,r,raw,42,0.14667367468069248,0.23543210288453315,0.19618919812220334,0.02186598649212318,0.0025132939491917983
0.1,500_1000ms,ALL,Sep7,r,slow,17,0.10947917613280252,0.21186429031370474,0.18829364682478833,0.01223869643216148,0.00252048604770721
0.1,500_1000ms,ALL,Sep7,r,slow,23,0.10966687523239901,0.21186429031370474,0.18561901481672874,0.012389705490353679,0.002333634271067324
0.1,500_1000ms,ALL,Sep7,r,slow,42,0.10684694908038919,0.21186429031370474,0.18632686788006567,0.011650766931762561,0.0025132939491917983
0.1,500_1000ms,high,ALL,p,fast,17,0.4564635240958169,0.5049413178227883,0.30289865834373525,0.21129761158110685,0.04933043332610294
0.1,500_1000ms,high,ALL,p,fast,23,0.45141574412627306,0.5049413178227883,0.3039325351292565,0.20645486781543076,0.04836301079268906
0.1,500_1000ms,high,ALL,p,fast,42,0.45543451009411484,0.5049413178227883,0.31852658099119546,0.21021488884196546,0.04882902294977917
0.1,500_1000ms,high,ALL,p,raw,17,0.5451132841362378,0.8840217339901839,0.7316025754077052,0.3008965513875035,0.04933043332610294
0.1,500_1000ms,high,ALL,p,raw,23,0.5391378215951943,0.8840217339901839,0.7288597169064842,0.29396171253379916,0.04836301079268906
0.1,500_1000ms,high,ALL,p,raw,42,0.5461547720383259,0.8840217339901839,0.7360557720562403,0.3018644682813207,0.04882902294977917
0.1,500_1000ms,high,ALL,p,slow,17,0.19821955880326692,0.676634722792297,0.6475759161329693,0.040268506480293675,0.04933043332610294
0.1,500_1000ms,high,ALL,p,slow,23,0.19572437042725693,0.676634722792297,0.6432158937233122,0.03914383392567933,0.04836301079268906
0.1,500_1000ms,high,ALL,p,slow,42,0.20426336906790843,0.676634722792297,0.6436737267761681,0.04282055648957608,0.04882902294977917
0.1,500_1000ms,high,ALL,q,fast,17,0.22897991210576388,0.4266671781633563,0.38225474944879323,0.05307680906238588,0.012506876896038962
0.1,500_1000ms,high,ALL,q,fast,23,0.24636737367837758,0.4266671781633563,0.3741616889111917,0.06206943194366671,0.014828358223178458
0.1,500_1000ms,high,ALL,q,fast,42,0.22035084546960126,0.4266671781633563,0.37889800156177034,0.04909310474519806,0.012226399071408734
0.1,500_1000ms,high,ALL,q,raw,17,0.2992695942724911,0.7924884689325695,0.7471047234734014,0.09080307290283181,0.012506876896038962
0.1,500_1000ms,high,ALL,q,raw,23,0.31927992552636253,0.7924884689325695,0.7412565184761519,0.10412418730089293,0.014828358223178458
0.1,500_1000ms,high,ALL,q,raw,42,0.294943322236043,0.7924884689325695,0.7415874725851436,0.0880698315868769,0.012226399071408734
0.1,500_1000ms,high,ALL,q,slow,17,0.15704378643505237,0.6329224145609671,0.608543420251638,0.025219386944406962,0.012506876896038962
0.1,500_1000ms,high,ALL,q,slow,23,0.16326300905535807,0.6329224145609671,0.6075483825452492,0.02722639713404776,0.014828358223178458
0.1,500_1000ms,high,ALL,q,slow,42,0.1616618595881207,0.6329224145609671,0.604571940676114,0.026750327770270116,0.012226399071408734
0.1,500_1000ms,high,ALL,r,fast,17,0.0960711885424792,0.11099415837344316,0.07066174513816174,0.009323016457180379,0.0033533681184202096
0.1,500_1000ms,high,ALL,r,fast,23,0.09388880764426798,0.11099415837344316,0.07070893460000216,0.008915606932371086,0.0030385303240238895
0.1,500_1000ms,high,ALL,r,fast,42,0.0949959529471762,0.11099415837344316,0.06917780928416212,0.009098597758097054,0.0035522710064787816
0.1,500_1000ms,high,ALL,r,raw,17,0.183774949638659,0.334618332494784,0.277112033456658,0.03459003118546794,0.0033533681184202096
0.1,500_1000ms,high,ALL,r,raw,23,0.1791086966518686,0.334618332494784,0.2724019018364312,0.032978805380335104,0.0030385303240238895
0.1,500_1000ms,high,ALL,r,raw,42,0.18482663990293666,0.334618332494784,0.27104206412605514,0.03484163776662279,0.0035522710064787816
0.1,500_1000ms,high,ALL,r,slow,17,0.14585061182291711,0.30971310869459884,0.2683557807973595,0.02191364660986735,0.0033533681184202096
0.1,500_1000ms,high,ALL,r,slow,23,0.1424426436998629,0.30971310869459884,0.26233125053670087,0.021024668123940132,0.0030385303240238895
0.1,500_1000ms,high,ALL,r,slow,42,0.1470228155949042,0.30971310869459884,0.2625655770708167,0.022190769002046952,0.0035522710064787816
0.1,500_1000ms,high,Sep17,p,fast,17,0.43222356022719105,0.46997344956836296,0.3023096886469845,0.18828332804213213,0.04461626560803019
0.1,500_1000ms,high,Sep17,p,fast,23,0.42477915769724583,0.46997344956836296,0.3027488095972444,0.18161801995322158,0.04321800637725341
0.1,500_1000ms,high,Sep17,p,fast,42,0.4308707436874786,0.46997344956836296,0.3205353647093754,0.18732930213201943,0.04360844836632382
0.1,500_1000ms,high,Sep17,p,raw,17,0.5261867184345934,0.835902102661599,0.69652580369443,0.2792310907623782,0.04461626560803019
0.1,500_1000ms,high,Sep17,p,raw,23,0.5176349445845656,0.835902102661599,0.6953074814255755,0.2698482874482053,0.04321800637725341
0.1,500_1000ms,high,Sep17,p,raw,42,0.5274013209002831,0.835902102661599,0.7016875202264089,0.280905029590489,0.04360844836632382
0.1,500_1000ms,high,Sep17,p,slow,17,0.21348213245023348,0.646678363645089,0.6094366277803208,0.04633149711221585,0.04461626560803019
0.1,500_1000ms,high,Sep17,p,slow,23,0.21076292593996585,0.646678363645089,0.6067387894526977,0.04501226111773032,0.04321800637725341
0.1,500_1000ms,high,Sep17,p,slow,42,0.2216061713494789,0.646678363645089,0.6040044568460645,0.04996727909214576,0.04360844836632382
0.1,500_1000ms,high,Sep17,q,fast,17,0.24085622220945285,0.4622586066607512,0.3952245460606872,0.05852452932159398,0.013977825926035381
0.1,500_1000ms,high,Sep17,q,fast,23,0.27257326820858385,0.4622586066607512,0.38608737403352106,0.07548931624673647,0.018552139283974464
0.1,500_1000ms,high,Sep17,q,fast,42,0.2309034967277448,0.4622586066607512,0.3963623547076292,0.05404968828139384,0.013967970740545411
0.1,500_1000ms,high,Sep17,q,raw,17,0.31735348352307036,0.85897410668764,0.7888448865817219,0.10130882587308733,0.013977825926035381
0.1,500_1000ms,high,Sep17,q,raw,23,0.3541888865890428,0.85897410668764,0.7831568879050299,0.1268782174842406,0.018552139283974464
0.1,500_1000ms,high,Sep17,q,raw,42,0.3134387897413404,0.85897410668764,0.787379129167645,0.09918935307796119,0.013967970740545411
0.1,500_1000ms,high,Sep17,q,slow,17,0.1693349200735097,0.6838868273045882,0.6490379732266282,0.028806470625457967,0.013977825926035381
0.1,500_1000ms,high,Sep17,q,slow,23,0.18076023705680327,0.6838868273045882,0.6485117523597758,0.03283676195352968,0.018552139283974464
0.1,500_1000ms,high,Sep17,q,slow,42,0.1761001157913799,0.6838868273045882,0.646686347614638,0.03117169405602194,0.013967970740545411
0.1,500_1000ms,high,Sep17,r,fast,17,0.0985695065780608,0.12287574866810719,0.0736878069655183,0.009792192758755348,0.004747050449652785
0.1,500_1000ms,high,Sep17,r,fast,23,0.09790159905561094,0.12287574866810719,0.0730912792334778,0.00967886514184664,0.004258302592911768
0.1,500_1000ms,high,Sep17,r,fast,42,0.09757406075349306,0.12287574866810719,0.07123275047793816,0.009603504993803434,0.004714691127579572
0.1,500_1000ms,high,Sep17,r,raw,17,0.20173724739759347,0.3747084030479703,0.3107612224223488,0.041272680196248676,0.004747050449652785
0.1,500_1000ms,high,Sep17,r,raw,23,0.19555637803747056,0.3747084030479703,0.3043158311107204,0.03895752916381312,0.004258302592911768
0.1,500_1000ms,high,Sep17,r,raw,42,0.20215303743074134,0.3747084030479703,0.31010334957440694,0.04124448660741527,0.004714691127579572
0.1,500_1000ms,high,Sep17,r,slow,17,0.16244686082189902,0.3524438272755606,0.3061345136316417,0.02673343698784054,0.004747050449652785
0.1,500_1000ms,high,Sep17,r,slow,23,0.15662210276243327,0.3524438272755606,0.2986891181691866,0.025020361429054713,0.004258302592911768
0.1,500_1000ms,high,Sep17,r,slow,42,0.16352579953228355,0.3524438272755606,0.3050006971313048,0.026926290486032258,0.004714691127579572
0.1,500_1000ms,high,Sep7,p,fast,17,0.4780101586457065,0.5360238673822776,0.3034221869630692,0.23175475250463995,0.05352080463105651
0.1,500_1000ms,high,Sep7,p,fast,23,0.47509270984096397,0.5360238673822776,0.3049847356021561,0.22853206591517228,0.052936348050854065
0.1,500_1000ms,high,Sep7,p,fast,42,0.4772689691222359,0.5360238673822776,0.31674099546392454,0.23055763258413972,0.05346953369062838
0.1,500_1000ms,high,Sep7,p,raw,17,0.561936898093255,0.9267947396155929,0.7627819280417278,0.3201547386098371,0.05352080463105651
0.1,500_1000ms,high,Sep7,p,raw,23,0.5582514900490865,0.9267947396155929,0.7586839262228475,0.31539586816543813,0.052936348050854065
0.1,500_1000ms,high,Sep7,p,raw,42,0.5628245063832529,0.9267947396155929,0.7666053292383127,0.3204950804509489,0.05346953369062838
0.1,500_1000ms,high,Sep7,p,slow,17,0.18465282667262994,0.7032625975898152,0.6814775057797678,0.034879181474140625,0.05352080463105651
0.1,500_1000ms,high,Sep7,p,slow,23,0.18235676552707122,0.7032625975898152,0.6756399864083028,0.03392745419941178,0.052936348050854065
0.1,500_1000ms,high,Sep7,p,slow,42,0.18884754481762353,0.7032625975898152,0.6789353000473713,0.0364679141761808,0.05346953369062838
0.1,500_1000ms,high,Sep7,q,fast,17,0.21842319201359592,0.3950303528323386,0.370726041349332,0.04823439105420089,0.011199366647153257
0.1,500_1000ms,high,Sep7,q,fast,23,0.22307324520708305,0.3950303528323386,0.3635610799135656,0.05014064589649359,0.01151833061358201
0.1,500_1000ms,high,Sep7,q,fast,42,0.21097071101791812,0.3950303528323386,0.3633741320987848,0.04468725271302404,0.010678335365509464
0.1,500_1000ms,high,Sep7,q,raw,17,0.283195026049754,0.7333901242613958,0.7100023562660056,0.08146462581816022,0.011199366647153257
0.1,500_1000ms,high,Sep7,q,raw,23,0.28824973791509123,0.7333901242613958,0.7040117456504826,0.08389838269347277,0.01151833061358201
0.1,500_1000ms,high,Sep7,q,raw,42,0.2785029066757787,0.7333901242613958,0.7008837778451424,0.07818581248369087,0.010678335365509464
0.1,500_1000ms,high,Sep7,q,slow,17,0.14611833431197924,0.5876207143444151,0.5725482620516469,0.022030868116806067,0.011199366647153257
0.1,500_1000ms,high,Sep7,q,slow,23,0.1477099174985179,0.5876207143444151,0.5711364982656703,0.022239406183397162,0.01151833061358201
0.1,500_1000ms,high,Sep7,q,slow,42,0.14882785407411256,0.5876207143444151,0.5671369122863149,0.02282022440515738,0.010678335365509464
0.1,500_1000ms,high,Sep7,r,fast,17,0.09385046139974002,0.10043274477818623,0.06797191240273368,0.008905970855780404,0.0021145393795468097
0.1,500_1000ms,high,Sep7,r,fast,23,0.09032188194529646,0.10043274477818623,0.06859129492580161,0.008237155190615037,0.001954288307234664
0.1,500_1000ms,high,Sep7,r,fast,42,0.09270430156378344,0.10043274477818623,0.06735119488969454,0.008649791326358047,0.002519008676611412
0.1,500_1000ms,high,Sep7,r,raw,17,0.16780846274182837,0.298982714225285,0.24720164326493282,0.028649898731440613,0.0021145393795468097
0.1,500_1000ms,high,Sep7,r,raw,23,0.1644885354202224,0.298982714225285,0.2440339647037296,0.027664384239465767,0.001954288307234664
0.1,500_1000ms,high,Sep7,r,raw,42,0.16942539765599912,0.298982714225285,0.236320921505298,0.02915021657480725,0.002519008676611412
0.1,500_1000ms,high,Sep7,r,slow,17,0.13109839049048874,0.2717302477337439,0.2347746849446643,0.0176293884961134,0.0021145393795468097
0.1,500_1000ms,high,Sep7,r,slow,23,0.1298386800886892,0.2717302477337439,0.23001314597449138,0.017472940741616066,0.001954288307234664
0.1,500_1000ms,high,Sep7,r,slow,42,0.13235349653945588,0.2717302477337439,0.22484547035038283,0.017981416571837792,0.002519008676611412
0.1,500_1000ms,low,ALL,p,fast,17,0.424393124700204,0.48974505891572756,0.28617108281150344,0.18080741900275357,0.042141954723725436
0.1,500_1000ms,low,ALL,p,fast,23,0.42177224643172306,0.48974505891572756,0.287465581440901,0.17871297728053154,0.041897043896978015
0.1,500_1000ms,low,ALL,p,fast,42,0.4258609001069516,0.48974505891572756,0.3151603278642191,0.18240583354466655,0.04267709186423831
0.1,500_1000ms,low,ALL,p,raw,17,0.4995343240982552,0.811526364071838,0.6604446417770781,0.2502538341866182,0.042141954723725436
0.1,500_1000ms,low,ALL,p,raw,23,0.4961358824113693,0.811526364071838,0.6592713114290998,0.24703939761807855,0.041897043896978015
0.1,500_1000ms,low,ALL,p,raw,42,0.5026278395363896,0.811526364071838,0.6761196865877538,0.2536888632614672,0.04267709186423831
0.1,500_1000ms,low,ALL,p,slow,17,0.16445669753626493,0.5969421374286039,0.5741300160314114,0.027304460460139176,0.042141954723725436
0.1,500_1000ms,low,ALL,p,slow,23,0.16195106532226078,0.5969421374286039,0.5725812082520825,0.02642937644056902,0.041897043896978015
0.1,500_1000ms,low,ALL,p,slow,42,0.16834458458407733,0.5969421374286039,0.5733530854005463,0.028605937852562355,0.04267709186423831
0.1,500_1000ms,low,ALL,q,fast,17,0.1991050714057811,0.4352964113217859,0.4118048766885152,0.0400222030190598,0.010291255443658713
0.1,500_1000ms,low,ALL,q,fast,23,0.22614202806945635,0.4352964113217859,0.40211798867787546,0.052003975514731134,0.012996076872393415
0.1,500_1000ms,low,ALL,q,fast,42,0.18204705014959288,0.4352964113217859,0.4097321954383432,0.0333535044056426,0.008642689709413042
0.1,500_1000ms,low,ALL,q,raw,17,0.2487652997747413,0.7328746188304852,0.7081755449584686,0.062296193396132835,0.010291255443658713
0.1,500_1000ms,low,ALL,q,raw,23,0.2778616902552976,0.7328746188304852,0.6999627123423874,0.0782436697986195,0.012996076872393415
0.1,500_1000ms,low,ALL,q,raw,42,0.2305577165947932,0.7328746188304852,0.7061612981185572,0.053438414891315324,0.008642689709413042
0.1,500_1000ms,low,ALL,q,slow,17,0.1092204547037192,0.5465592368990526,0.5344770231380501,0.01198273493341432,0.010291255443658713
0.1,500_1000ms,low,ALL,q,slow,23,0.11478598385459819,0.5465592368990526,0.5326588417559787,0.013243617411494957,0.012996076872393415
0.1,500_1000ms,low,ALL,q,slow,42,0.10665478332991998,0.5465592368990526,0.5338794298545105,0.011442220776259678,0.008642689709413042
0.1,500_1000ms,low,ALL,r,fast,17,0.0853173667529995,0.08756838634457224,0.05643901541175089,0.007379876648186422,0.002956644835615275
0.1,500_1000ms,low,ALL,r,fast,23,0.08452365656003977,0.08756838634457224,0.05614520219962874,0.0072340295407281935,0.00263243097594646
0.1,500_1000ms,low,ALL,r,fast,42,0.08408100252376693,0.08756838634457224,0.05522425700649987,0.007156541113351715,0.0030450856289081646
0.1,500_1000ms,low,ALL,r,raw,17,0.14912211446399865,0.24220720489359446,0.20433495270586424,0.022727106492168213,0.002956644835615275
0.1,500_1000ms,low,ALL,r,raw,23,0.14417556917877952,0.24220720489359446,0.2027449952133186,0.021243327078575677,0.00263243097594646
0.1,500_1000ms,low,ALL,r,raw,42,0.14722779243705275,0.24220720489359446,0.20433058407835952,0.022086392727809462,0.0030450856289081646
0.1,500_1000ms,low,ALL,r,slow,17,0.10961047517682801,0.2207940145699041,0.1964277442727131,0.012390585008366513,0.002956644835615275
0.1,500_1000ms,low,ALL,r,slow,23,0.105057199854768,0.2207940145699041,0.1952072651528634,0.011376866561901023,0.00263243097594646
0.1,500_1000ms,low,ALL,r,slow,42,0.10747042245680673,0.2207940145699041,0.19619692366046673,0.011884765985549583,0.0030450856289081646
0.1,500_1000ms,low,Sep17,p,fast,17,0.4035114402919504,0.4530699577212315,0.28055180467148255,0.1632967640036618,0.03908079373488573
0.1,500_1000ms,low,Sep17,p,fast,23,0.39626480090047683,0.4530699577212315,0.2813279239810739,0.1573219008326381,0.03789086073115207
0.1,500_1000ms,low,Sep17,p,fast,42,0.39758850674083,0.4530699577212315,0.30968903886918314,0.15857892472581075,0.03806369173471279
0.1,500_1000ms,low,Sep17,p,raw,17,0.4808732628342951,0.7520123956977426,0.615631934114701,0.2317446404790947,0.03908079373488573
0.1,500_1000ms,low,Sep17,p,raw,23,0.4714249209661002,0.7520123956977426,0.6143786254956454,0.2225523552075867,0.03789086073115207
0.1,500_1000ms,low,Sep17,p,raw,42,0.4765325730728933,0.7520123956977426,0.6301578326689582,0.22760734921730827,0.03806369173471279
0.1,500_1000ms,low,Sep17,p,slow,17,0.171028878737318,0.553510804198396,0.525052667641307,0.02936708274054716,0.03908079373488573
0.1,500_1000ms,low,Sep17,p,slow,23,0.16514427995248826,0.553510804198396,0.5240281282205079,0.027339593643796532,0.03789086073115207
0.1,500_1000ms,low,Sep17,p,slow,42,0.17567647833181999,0.553510804198396,0.5209817641353589,0.03096473275678473,0.03806369173471279
0.1,500_1000ms,low,Sep17,q,fast,17,0.18980422236848124,0.48758853018877607,0.4360293086373834,0.03640361642300377,0.009711414975388594
0.1,500_1000ms,low,Sep17,q,fast,23,0.24329472300393995,0.48758853018877607,0.4211302005162363,0.06030074607589789,0.01514955887446593
0.1,500_1000ms,low,Sep17,q,fast,42,0.18305541363866729,0.48758853018877607,0.43862139726020516,0.033869612617087735,0.009106166052138043
0.1,500_1000ms,low,Sep17,q,raw,17,0.24036167550099874,0.823895981237545,0.775071884916006,0.05819919969266628,0.009711414975388594
