tau_s,interval,group,cohort,axis,component,seed,rmse,true_amplitude,pred_amplitude,error_mse,cross_term
0.2,500_1000ms,high,ALL,p,fast,23,0.4931497079088305,0.561310079485186,0.34416528360365517,0.2461930884741607,0.027876847337676175
0.2,500_1000ms,high,ALL,p,fast,42,0.4984612234456846,0.561310079485186,0.360144462386426,0.25160365748849706,0.02814031142831147
0.2,500_1000ms,high,ALL,p,raw,17,0.5451132841362378,0.8840217339901839,0.7316025754077052,0.3008965513875035,0.028181853351734214
0.2,500_1000ms,high,ALL,p,raw,23,0.5391378215951943,0.8840217339901839,0.7288597169064842,0.29396171253379916,0.027876847337676175
0.2,500_1000ms,high,ALL,p,raw,42,0.5461547720383259,0.8840217339901839,0.7360557720562403,0.3018644682813207,0.02814031142831147
0.2,500_1000ms,high,ALL,p,slow,17,0.1408630194269427,0.6286589267235726,0.6144730021068021,0.020479267412287467,0.028181853351734214
0.2,500_1000ms,high,ALL,p,slow,23,0.13898561188765107,0.6286589267235726,0.6101552479710425,0.01989177672196225,0.027876847337676175
0.2,500_1000ms,high,ALL,p,slow,42,0.14626883112963263,0.6286589267235726,0.6098465864023278,0.022120499364512172,0.02814031142831147
0.2,500_1000ms,high,ALL,q,fast,17,0.2626440166139975,0.48015689368202624,0.42453950986943645,0.06991303454001534,0.007958391020938859
0.2,500_1000ms,high,ALL,q,fast,23,0.28136551474407084,0.48015689368202624,0.4150324530343487,0.08099053969313838,0.009117384103252793
0.2,500_1000ms,high,ALL,q,fast,42,0.25551797870140247,0.48015689368202624,0.42043455799999224,0.0661022779381081,0.008051493094642618
0.2,500_1000ms,high,ALL,q,raw,17,0.2992695942724911,0.7924884689325695,0.7471047234734014,0.09080307290283181,0.007958391020938859
0.2,500_1000ms,high,ALL,q,raw,23,0.31927992552636253,0.7924884689325695,0.7412565184761519,0.10412418730089293,0.009117384103252793
0.2,500_1000ms,high,ALL,q,raw,42,0.294943322236043,0.7924884689325695,0.7415874725851436,0.0880698315868769,0.008051493094642618
0.2,500_1000ms,high,ALL,q,slow,17,0.11238484857524067,0.5924696362899554,0.5744110796758174,0.012931647341877586,0.007958391020938859
0.2,500_1000ms,high,ALL,q,slow,23,0.11723112699147396,0.5924696362899554,0.5743508806043293,0.014016263504501756,0.009117384103252793
0.2,500_1000ms,high,ALL,q,slow,42,0.11656017191539347,0.5924696362899554,0.5721757700798852,0.013916060554126173,0.008051493094642618
0.2,500_1000ms,high,ALL,r,fast,17,0.12219009682705308,0.15152419840501782,0.09956853919700459,0.015130057948813088,0.004230212014349739
0.2,500_1000ms,high,ALL,r,fast,23,0.11943126322248192,0.15152419840501782,0.10003297704467014,0.014498374551434188,0.003653713271313198
0.2,500_1000ms,high,ALL,r,fast,42,0.12183705322334755,0.15152419840501782,0.09699867286767618,0.015009500947089582,0.004591987468896734
0.2,500_1000ms,high,ALL,r,raw,17,0.183774949638659,0.334618332494784,0.277112033456658,0.03459003118546794,0.004230212014349739
0.2,500_1000ms,high,ALL,r,raw,23,0.1791086966518686,0.334618332494784,0.2724019018364312,0.032978805380335104,0.003653713271313198
0.2,500_1000ms,high,ALL,r,raw,42,0.18482663990293666,0.334618332494784,0.27104206412605514,0.03484163776662279,0.004591987468896734
0.2,500_1000ms,high,ALL,r,slow,17,0.12173891389477444,0.279354752692161,0.24789700337347706,0.015229761222305108,0.004230212014349739
0.2,500_1000ms,high,ALL,r,slow,23,0.11971934644748904,0.279354752692161,0.24180720112918058,0.014826717557587724,0.003653713271313198
0.2,500_1000ms,high,ALL,r,slow,42,0.1218737834677395,0.279354752692161,0.24339127076485412,0.015240149350636471,0.004591987468896734
0.2,500_1000ms,high,Sep17,p,fast,17,0.4753560496908168,0.5287297568498258,0.34343239893576266,0.22768418470208834,0.026823206024827264
0.2,500_1000ms,high,Sep17,p,fast,23,0.4673635999080095,0.5287297568498258,0.34389517996809466,0.21981204423369854,0.025990665343555267
0.2,500_1000ms,high,Sep17,p,fast,42,0.475066388293221,0.5287297568498258,0.3631389927684876,0.22769350716624806,0.026138473013887803
0.2,500_1000ms,high,Sep17,p,raw,17,0.5261867184345934,0.835902102661599,0.69652580369443,0.2792310907623782,0.026823206024827264
0.2,500_1000ms,high,Sep17,p,raw,23,0.5176349445845656,0.835902102661599,0.6953074814255755,0.2698482874482053,0.025990665343555267
0.2,500_1000ms,high,Sep17,p,raw,42,0.5274013209002831,0.835902102661599,0.7016875202264089,0.280905029590489,0.026138473013887803
0.2,500_1000ms,high,Sep17,p,slow,17,0.15562815282506653,0.5945110202212474,0.5751600157065074,0.02472370003546258,0.026823206024827264
0.2,500_1000ms,high,Sep17,p,slow,23,0.15382315622688042,0.5945110202212474,0.5726914338657721,0.024045577870951462,0.025990665343555267
0.2,500_1000ms,high,Sep17,p,slow,42,0.16288469828385924,0.5945110202212474,0.5688367677418008,0.02707304941035314,0.026138473013887803
0.2,500_1000ms,high,Sep17,q,fast,17,0.2782804138554669,0.5243598243234885,0.4403128593721785,0.07804113265968529,0.00848501310773215
0.2,500_1000ms,high,Sep17,q,fast,23,0.312436636772604,0.5243598243234885,0.4294733425439721,0.09898753437465038,0.011007278621156986
0.2,500_1000ms,high,Sep17,q,fast,42,0.2699270936434216,0.5243598243234885,0.4409837970443916,0.07378019519558415,0.009082764022648727
0.2,500_1000ms,high,Sep17,q,raw,17,0.31735348352307036,0.85897410668764,0.7888448865817219,0.10130882587308733,0.00848501310773215
0.2,500_1000ms,high,Sep17,q,raw,23,0.3541888865890428,0.85897410668764,0.7831568879050299,0.1268782174842406,0.011007278621156986
0.2,500_1000ms,high,Sep17,q,raw,42,0.3134387897413404,0.85897410668764,0.787379129167645,0.09918935307796119,0.009082764022648727
0.2,500_1000ms,high,Sep17,q,slow,17,0.12131108755148451,0.6357309960436891,0.6127900587191227,0.014782680105669875,0.00848501310773215
0.2,500_1000ms,high,Sep17,q,slow,23,0.12972781051603002,0.6357309960436891,0.6121493057118553,0.016883404488433246,0.011007278621156986
0.2,500_1000ms,high,Sep17,q,slow,42,0.12752517276675002,0.6357309960436891,0.6105301164964864,0.01632639385972831,0.009082764022648727
0.2,500_1000ms,high,Sep17,r,fast,17,0.12935635139885815,0.17445602911983032,0.10768469412027286,0.01690587568119055,0.0062422115359536
0.2,500_1000ms,high,Sep17,r,fast,23,0.1287607140872341,0.17445602911983032,0.10664047634404555,0.01678154886178809,0.00522287044290249
0.2,500_1000ms,high,Sep17,r,fast,42,0.12942937447621877,0.17445602911983032,0.1039290153569216,0.016897908408570684,0.006104659457794932
0.2,500_1000ms,high,Sep17,r,raw,17,0.20173724739759347,0.3747084030479703,0.3107612224223488,0.041272680196248676,0.0062422115359536
0.2,500_1000ms,high,Sep17,r,raw,23,0.19555637803747056,0.3747084030479703,0.3043158311107204,0.03895752916381312,0.00522287044290249
0.2,500_1000ms,high,Sep17,r,raw,42,0.20215303743074134,0.3747084030479703,0.31010334957440694,0.04124448660741527,0.006104659457794932
0.2,500_1000ms,high,Sep17,r,slow,17,0.13384500889722822,0.3176983950003407,0.2832906978253665,0.01812459297910452,0.0062422115359536
0.2,500_1000ms,high,Sep17,r,slow,23,0.12903625563064153,0.3176983950003407,0.27620208574066507,0.01695310985912254,0.00522287044290249
0.2,500_1000ms,high,Sep17,r,slow,42,0.13455473461761153,0.3176983950003407,0.28289734282607104,0.01824191874104965,0.006104659457794932
0.2,500_1000ms,high,Sep7,p,fast,17,0.5198153024029235,0.5902703662721726,0.3426200601975864,0.2740587603313871,0.02938953986454039
0.2,500_1000ms,high,Sep7,p,fast,23,0.5160706927984492,0.5902703662721726,0.3444053757241535,0.2696429055767937,0.029553453554672537
0.2,500_1000ms,high,Sep7,p,fast,42,0.5192566324700968,0.5902703662721726,0.35748265760237125,0.27285712444160726,0.029919723352243625
0.2,500_1000ms,high,Sep7,p,raw,17,0.561936898093255,0.9267947396155929,0.7627819280417278,0.3201547386098371,0.02938953986454039
0.2,500_1000ms,high,Sep7,p,raw,23,0.5582514900490865,0.9267947396155929,0.7586839262228475,0.31539586816543813,0.029553453554672537
0.2,500_1000ms,high,Sep7,p,raw,42,0.5628245063832529,0.9267947396155929,0.7666053292383127,0.3204950804509489,0.029919723352243625
0.2,500_1000ms,high,Sep7,p,slow,17,0.12773845640638823,0.6590126213923061,0.6494178789070641,0.01670643841390959,0.02938953986454039
0.2,500_1000ms,high,Sep7,p,slow,23,0.12579668358611387,0.6590126213923061,0.6434564160646161,0.01619950903397184,0.029553453554672537
0.2,500_1000ms,high,Sep7,p,slow,42,0.13149917143698675,0.6590126213923061,0.6462997585450186,0.017718232657097977,0.029919723352243625
0.2,500_1000ms,high,Sep7,q,fast,17,0.2487449968438024,0.44086539977850436,0.41051875475588795,0.06268805843364206,0.007490282499344826
0.2,500_1000ms,high,Sep7,q,fast,23,0.2537467396075969,0.44086539977850436,0.40219610680357243,0.06499321108734994,0.007437477865115733
0.2,500_1000ms,high,Sep7,q,fast,42,0.24270987653071885,0.44086539977850436,0.40216856773830395,0.05927746259812942,0.007134807825303856
0.2,500_1000ms,high,Sep7,q,raw,17,0.283195026049754,0.7333901242613958,0.7100023562660056,0.08146462581816022,0.007490282499344826
0.2,500_1000ms,high,Sep7,q,raw,23,0.28824973791509123,0.7333901242613958,0.7040117456504826,0.08389838269347277,0.007437477865115733
0.2,500_1000ms,high,Sep7,q,raw,42,0.2785029066757787,0.7333901242613958,0.7008837778451424,0.07818581248369087,0.007134807825303856
0.2,500_1000ms,high,Sep7,q,slow,17,0.10445041392969057,0.5540150942866366,0.5402964316373239,0.01128628488517333,0.007490282499344826
0.2,500_1000ms,high,Sep7,q,slow,23,0.10612296385853523,0.5540150942866366,0.5407522805087507,0.011467693741007097,0.007437477865115733
0.2,500_1000ms,high,Sep7,q,slow,42,0.10681350449196543,0.5540150942866366,0.538083017709573,0.011773542060257604,0.007134807825303856
0.2,500_1000ms,high,Sep7,r,fast,17,0.11582009276322634,0.13114034888074008,0.09235417926521056,0.0135515532978109,0.002441767995146307
0.2,500_1000ms,high,Sep7,r,fast,23,0.11113841800936883,0.13114034888074008,0.09415964433411422,0.012468886275564051,0.0022589068965671606
0.2,500_1000ms,high,Sep7,r,fast,42,0.11508832322079537,0.13114034888074008,0.09083836843279135,0.013330916536884159,0.0032473901454316677
0.2,500_1000ms,high,Sep7,r,raw,17,0.16780846274182837,0.298982714225285,0.24720164326493282,0.028649898731440613,0.002441767995146307
0.2,500_1000ms,high,Sep7,r,raw,23,0.1644885354202224,0.298982714225285,0.2440339647037296,0.027664384239465767,0.0022589068965671606
0.2,500_1000ms,high,Sep7,r,raw,42,0.16942539765599912,0.298982714225285,0.236320921505298,0.02915021657480725,0.0032473901454316677
0.2,500_1000ms,high,Sep7,r,slow,17,0.11097794055925995,0.2452715150848901,0.21643594163846425,0.012656577438483408,0.002441767995146307
0.2,500_1000ms,high,Sep7,r,slow,23,0.11143764939579791,0.2452715150848901,0.21123397036341662,0.012936591067334552,0.0022589068965671606
0.2,500_1000ms,high,Sep7,r,slow,42,0.11060182689007549,0.2452715150848901,0.2082747622659946,0.012571909892491425,0.0032473901454316677
0.2,500_1000ms,low,ALL,p,fast,17,0.4599167139478695,0.5374602421076614,0.3177293767811455,0.21229392377616566,0.024032221678479754
0.2,500_1000ms,low,ALL,p,fast,23,0.45726721977115664,0.5374602421076614,0.3192496839640272,0.20998944096726896,0.023927797487512642
0.2,500_1000ms,low,ALL,p,fast,42,0.4618093659905977,0.5374602421076614,0.35051311051656936,0.21440814198841673,0.0244141261181898
0.2,500_1000ms,low,ALL,p,raw,17,0.4995343240982552,0.811526364071838,0.6604446417770781,0.2502538341866182,0.024032221678479754
0.2,500_1000ms,low,ALL,p,raw,23,0.4961358824113693,0.811526364071838,0.6592713114290998,0.24703939761807855,0.023927797487512642
0.2,500_1000ms,low,ALL,p,raw,42,0.5026278395363896,0.811526364071838,0.6761196865877538,0.2536888632614672,0.0244141261181898
0.2,500_1000ms,low,ALL,p,slow,17,0.11689604126627808,0.55974088101616,0.5480968095682408,0.013927688731972756,0.024032221678479754
0.2,500_1000ms,low,ALL,p,slow,23,0.11373264316624244,0.55974088101616,0.5468648999292718,0.013122159163296948,0.023927797487512642
0.2,500_1000ms,low,ALL,p,slow,42,0.12079920490543741,0.55974088101616,0.5455996384177919,0.014866595154860685,0.0244141261181898
0.2,500_1000ms,low,ALL,q,fast,17,0.2219752213277856,0.4774089388858227,0.45118917023281385,0.049701283997069495,0.006626303837329351
0.2,500_1000ms,low,ALL,q,fast,23,0.2505515792572879,0.4774089388858227,0.4403838326676546,0.06377557868242692,0.007868773941388803
0.2,500_1000ms,low,ALL,q,fast,42,0.20460695052851416,0.4774089388858227,0.44926475447127623,0.042123257334420204,0.0056342056511105645
0.2,500_1000ms,low,ALL,q,raw,17,0.2487652997747413,0.7328746188304852,0.7081755449584686,0.062296193396132835,0.006626303837329351
0.2,500_1000ms,low,ALL,q,raw,23,0.2778616902552976,0.7328746188304852,0.6999627123423874,0.0782436697986195,0.007868773941388803
0.2,500_1000ms,low,ALL,q,raw,42,0.2305577165947932,0.7328746188304852,0.7061612981185572,0.053438414891315324,0.0056342056511105645
0.2,500_1000ms,low,ALL,q,slow,17,0.0770536384130958,0.5147296837293989,0.5045956290375007,0.005968605561733991,0.006626303837329351
0.2,500_1000ms,low,ALL,q,slow,23,0.08100228541288365,0.5147296837293989,0.5038947508345712,0.006599317174803772,0.007868773941388803
0.2,500_1000ms,low,ALL,q,slow,42,0.07509768292349972,0.5147296837293989,0.5041746269650487,0.005680951905784554,0.0056342056511105645
0.2,500_1000ms,low,ALL,r,fast,17,0.10395518829581797,0.11381494093380774,0.0738690588588387,0.010965183500604431,0.003352616587576038
0.2,500_1000ms,low,ALL,r,fast,23,0.10292385896658139,0.11381494093380774,0.07302476932986124,0.01073433662005319,0.0027667691406667574
0.2,500_1000ms,low,ALL,r,fast,42,0.10291980366874537,0.11381494093380774,0.07241053911010292,0.010728306985117265,0.0034310878010106924
0.2,500_1000ms,low,ALL,r,raw,17,0.14912211446399865,0.24220720489359446,0.20433495270586424,0.022727106492168213,0.003352616587576038
0.2,500_1000ms,low,ALL,r,raw,23,0.14417556917877952,0.24220720489359446,0.2027449952133186,0.021243327078575677,0.0027667691406667574
0.2,500_1000ms,low,ALL,r,raw,42,0.14722779243705275,0.24220720489359446,0.20433058407835952,0.022086392727809462,0.0034310878010106924
0.2,500_1000ms,low,ALL,r,slow,17,0.09036959908433018,0.20031306140901448,0.18300080344475156,0.008409306403987741,0.003352616587576038
0.2,500_1000ms,low,ALL,r,slow,23,0.08661966900715631,0.20031306140901448,0.18219773910869339,0.007742221317855728,0.0027667691406667574
0.2,500_1000ms,low,ALL,r,slow,42,0.08783984797298297,0.20031306140901448,0.1825374895715546,0.007926997941681503,0.0034310878010106924
0.2,500_1000ms,low,Sep17,p,fast,17,0.4387396800269906,0.499427387057199,0.3112092828201482,0.19301758999173252,0.02308658180989666
0.2,500_1000ms,low,Sep17,p,fast,23,0.4312632601195776,0.499427387057199,0.3118771238913119,0.18630839440143807,0.022394327092281
0.2,500_1000ms,low,Sep17,p,fast,42,0.4329893797184949,0.499427387057199,0.34384098823594506,0.18802396297610918,0.0225045212042633
0.2,500_1000ms,low,Sep17,p,raw,17,0.4808732628342951,0.7520123956977426,0.615631934114701,0.2317446404790947,0.02308658180989666
0.2,500_1000ms,low,Sep17,p,raw,23,0.4714249209661002,0.7520123956977426,0.6143786254956454,0.2225523552075867,0.022394327092281
0.2,500_1000ms,low,Sep17,p,raw,42,0.4765325730728933,0.7520123956977426,0.6301578326689582,0.22760734921730827,0.0225045212042633
0.2,500_1000ms,low,Sep17,p,slow,17,0.12441796282157264,0.5159208098028796,0.49998491908531184,0.015640468677465515,0.02308658180989666
0.2,500_1000ms,low,Sep17,p,slow,23,0.11732962505214117,0.5159208098028796,0.4993687667861022,0.013849633713867632,0.022394327092281
0.2,500_1000ms,low,Sep17,p,slow,42,0.13004454973117377,0.5159208098028796,0.49387325375528984,0.017078865036935773,0.0225045212042633
0.2,500_1000ms,low,Sep17,q,fast,17,0.21286142032900796,0.5364894580941547,0.47817365407873413,0.04576528360060926,0.006357171466006831
0.2,500_1000ms,low,Sep17,q,fast,23,0.26926837075617116,0.5364894580941547,0.4615018020248715,0.07378255316406196,0.008988884611478926
0.2,500_1000ms,low,Sep17,q,fast,42,0.20602478939606855,0.5364894580941547,0.4813650512627028,0.042892400078853914,0.00601078335544403
0.2,500_1000ms,low,Sep17,q,raw,17,0.24036167550099874,0.823895981237545,0.775071884916006,0.05819919969266628,0.006357171466006831
0.2,500_1000ms,low,Sep17,q,raw,23,0.29756230773610426,0.823895981237545,0.7619011006759993,0.08983541590307945,0.008988884611478926
0.2,500_1000ms,low,Sep17,q,raw,42,0.2327181877641305,0.823895981237545,0.7771851218191619,0.054607959414844295,0.00601078335544403
0.2,500_1000ms,low,Sep17,q,slow,17,0.07770392508231647,0.5722369618996177,0.5623057714647812,0.006076744626050186,0.006357171466006831
0.2,500_1000ms,low,Sep17,q,slow,23,0.08391971814762812,0.5722369618996177,0.5607022820867285,0.007063978127538559,0.008988884611478926
0.2,500_1000ms,low,Sep17,q,slow,42,0.07519309058486295,0.5722369618996177,0.5620707416980263,0.005704775980546354,0.00601078335544403
0.2,500_1000ms,low,Sep17,r,fast,17,0.10565033761446325,0.12633030602631326,0.078249352914121,0.011188101039425727,0.0038912221115195186
0.2,500_1000ms,low,Sep17,r,fast,23,0.10454763038562921,0.12633030602631326,0.07624599220732464,0.010953538792789477,0.002890901547566361
0.2,500_1000ms,low,Sep17,r,fast,42,0.10455543278262226,0.12633030602631326,0.07542152734855519,0.010939311426401664,0.00412148853093412
0.2,500_1000ms,low,Sep17,r,raw,17,0.15688070927844544,0.2672542361173589,0.22711949011198915,0.024834017769313384,0.0038912221115195186
0.2,500_1000ms,low,Sep17,r,raw,23,0.14675016731343007,0.2672542361173589,0.22460137785025308,0.021641459502782786,0.002890901547566361
0.2,500_1000ms,low,Sep17,r,raw,42,0.1555368356341578,0.2672542361173589,0.22684860718030914,0.024254613416933718,0.00412148853093412
0.2,500_1000ms,low,Sep17,r,slow,17,0.09832330073717684,0.22636362274873562,0.20675216808993543,0.00975469461836814,0.0038912221115195186
0.2,500_1000ms,low,Sep17,r,slow,23,0.08785197109359616,0.22636362274873562,0.20559552319626226,0.007797019162426949,0.002890901547566361
0.2,500_1000ms,low,Sep17,r,slow,42,0.09569150243270488,0.22636362274873562,0.20625530221447913,0.009193813459597935,0.00412148853093412
0.2,500_1000ms,low,Sep7,p,fast,17,0.4787407440997618,0.5712672243747391,0.3235250158575876,0.22942844269566176,0.024872790450553614
0.2,500_1000ms,low,Sep7,p,fast,23,0.4803818505725602,0.5712672243747391,0.3258030706953296,0.23103926013689646,0.025290882283274103
0.2,500_1000ms,low,Sep7,p,fast,42,0.4874271315658002,0.5712672243747391,0.3564438858771244,0.23786074555491232,0.026111552708346687
0.2,500_1000ms,low,Sep7,p,raw,17,0.5161219341106643,0.8644276692932562,0.700278159699191,0.2667064508155279,0.024872790450553614
0.2,500_1000ms,low,Sep7,p,raw,23,0.5181011814738308,0.8644276692932562,0.699175921147726,0.2688056575385158,0.025290882283274103
0.2,500_1000ms,low,Sep7,p,raw,42,0.5258236319483863,0.8644276692932562,0.7169746678489055,0.2768724313007196,0.026111552708346687
0.2,500_1000ms,low,Sep7,p,slow,17,0.11020988877268292,0.5986920554279647,0.5908629344419555,0.012405217669312525,0.024872790450553614
